SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ABRIGADA (19C/03G),,ABRIGADA (19C/03G),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
16/01/2000 09:00,0,(vco),,,
17/01/2000 09:00,0.2,(vco),,,
18/01/2000 09:00,0,(vco),,,
19/01/2000 09:00,0,(vco),,,
20/01/2000 09:00,0,(vco),,,
21/01/2000 09:00,0,(vco),,,
22/01/2000 09:00,0,(vco),,,
23/01/2000 09:00,0,(vco),,,
24/01/2000 09:00,0,(vco),,,
25/01/2000 09:00,0,(vco),,,
26/01/2000 09:00,0,(vco),,,
27/01/2000 09:00,0.2,(vco),,,
28/01/2000 09:00,0,(vco),,,
29/01/2000 09:00,0,(vco),,,
30/01/2000 09:00,0,(vco),,,
31/01/2000 09:00,0,(vco),,,
01/02/2000 09:00,12.7,(vco),,,
02/02/2000 09:00,1.1,(vco),,,
03/02/2000 09:00,0,(vco),,,
04/02/2000 09:00,0,(vco),,,
05/02/2000 09:00,0,(vco),,,
06/02/2000 09:00,0,(vco),,,
07/02/2000 09:00,0,(vco),,,
08/02/2000 09:00,0,(vco),,,
09/02/2000 09:00,0,(vco),,,
10/02/2000 09:00,0,(vco),,,
11/02/2000 09:00,0,(vco),,,
12/02/2000 09:00,0,(vco),,,
13/02/2000 09:00,0,(vco),,,
14/02/2000 09:00,0,(vco),,,
15/02/2000 09:00,0,(vco),,,
16/02/2000 09:00,0,(vco),,,
17/02/2000 09:00,0,(vco),,,
18/02/2000 09:00,0,(vco),,,
19/02/2000 09:00,0,(vco),,,
20/02/2000 09:00,0,(vco),,,
21/02/2000 09:00,0,(vco),,,
22/02/2000 09:00,0,(vco),,,
23/02/2000 09:00,0,(vco),,,
24/02/2000 09:00,0,(vco),,,
25/02/2000 09:00,0,(vco),,,
26/02/2000 09:00,0,(vco),,,
27/02/2000 09:00,0,(vco),,,
28/02/2000 09:00,0,(vco),,,
29/02/2000 09:00,0,(vco),,,
01/03/2000 09:00,0,(vco),,,
02/03/2000 09:00,0,(vco),,,
03/03/2000 09:00,0,(vco),,,
04/03/2000 09:00,0,(vco),,,
05/03/2000 09:00,0,(vco),,,
06/03/2000 09:00,0,(vco),,,
07/03/2000 09:00,0,(vco),,,
08/03/2000 09:00,0,(vco),,,
09/03/2000 09:00,0,(vco),,,
10/03/2000 09:00,0,(vco),,,
11/03/2000 09:00,0,(vco),,,
12/03/2000 09:00,1.9,(vco),,,
13/03/2000 09:00,0.3,(vco),,,
14/03/2000 09:00,0,(vco),,,
15/03/2000 09:00,0,(vco),,,
16/03/2000 09:00,0,(vco),,,
17/03/2000 09:00,0,(vco),,,
18/03/2000 09:00,0,(vco),,,
19/03/2000 09:00,0,(vco),,,
20/03/2000 09:00,0,(vco),,,
21/03/2000 09:00,0,(vco),,,
22/03/2000 09:00,6.5,(vco),,,
23/03/2000 09:00,3.1,(vco),,,
24/03/2000 09:00,0.8,(vco),,,
25/03/2000 09:00,6.3,(vco),,,
26/03/2000 09:00,0,(vco),,,
27/03/2000 09:00,0,(vco),,,
28/03/2000 09:00,0.4,(vco),,,
29/03/2000 09:00,0,(vco),,,
30/03/2000 09:00,0,(vco),,,
31/03/2000 09:00,5.3,(vco),,,
01/04/2000 09:00,0,(vco),,,
02/04/2000 09:00,51.1,(vco),,,
03/04/2000 09:00,14,(vco),,,
04/04/2000 09:00,34,(vco),,,
05/04/2000 09:00,3.3,(vco),,,
06/04/2000 09:00,0,(vco),,,
07/04/2000 09:00,0,(vco),,,
08/04/2000 09:00,1,(vco),,,
09/04/2000 09:00,12.3,(vco),,,
10/04/2000 09:00,0.6,(vco),,,
11/04/2000 09:00,0.5,(vco),,,
12/04/2000 09:00,0.3,(vco),,,
13/04/2000 09:00,0.8,(vco),,,
14/04/2000 09:00,10.1,(vco),,,
15/04/2000 09:00,0.6,(vco),,,
16/04/2000 09:00,8.5,(vco),,,
17/04/2000 09:00,3.8,(vco),,,
18/04/2000 09:00,5.7,(vco),,,
19/04/2000 09:00,1,(vco),,,
20/04/2000 09:00,0,(vco),,,
21/04/2000 09:00,0.9,(vco),,,
22/04/2000 09:00,3.3,(vco),,,
23/04/2000 09:00,5.9,(vco),,,
24/04/2000 09:00,0,(vco),,,
25/04/2000 09:00,3.6,(vco),,,
26/04/2000 09:00,2,(vco),,,
27/04/2000 09:00,2.5,(vco),,,
28/04/2000 09:00,2.3,(vco),,,
29/04/2000 09:00,24,(vco),,,
30/04/2000 09:00,25.5,(vco),,,
01/05/2000 09:00,12.5,(vco),,,
02/05/2000 09:00,2,(vco),,,
03/05/2000 09:00,0,(vco),,,
04/05/2000 09:00,32.5,(vco),,,
05/05/2000 09:00,7.6,(vco),,,
06/05/2000 09:00,6.9,(vco),,,
07/05/2000 09:00,12,(vco),,,
08/05/2000 09:00,3.5,(vco),,,
09/05/2000 09:00,0,(vco),,,
10/05/2000 09:00,14,(vco),,,
11/05/2000 09:00,3,(vco),,,
12/05/2000 09:00,0,(vco),,,
13/05/2000 09:00,0,(vco),,,
14/05/2000 09:00,0,(vco),,,
15/05/2000 09:00,0,(vco),,,
16/05/2000 09:00,0,(vco),,,
17/05/2000 09:00,0,(vco),,,
18/05/2000 09:00,0,(vco),,,
19/05/2000 09:00,0,(vco),,,
20/05/2000 09:00,0,(vco),,,
21/05/2000 09:00,0,(vco),,,
22/05/2000 09:00,1,(vco),,,
23/05/2000 09:00,0,(vco),,,
24/05/2000 09:00,0,(vco),,,
25/05/2000 09:00,0,(vco),,,
26/05/2000 09:00,0.8,(vco),,,
27/05/2000 09:00,0,(vco),,,
28/05/2000 09:00,0,(vco),,,
29/05/2000 09:00,0,(vco),,,
30/05/2000 09:00,0,(vco),,,
31/05/2000 09:00,0,(vco),,,
01/06/2000 09:00,0,(vco),,,
02/06/2000 09:00,0,(vco),,,
03/06/2000 09:00,0,(vco),,,
04/06/2000 09:00,0,(vco),,,
05/06/2000 09:00,0,(vco),,,
06/06/2000 09:00,0,(vco),,,
07/06/2000 09:00,0,(vco),,,
08/06/2000 09:00,0,(vco),,,
09/06/2000 09:00,0,(vco),,,
10/06/2000 09:00,0,(vco),,,
11/06/2000 09:00,1.7,(vco),,,
12/06/2000 09:00,0,(vco),,,
13/06/2000 09:00,0,(vco),,,
14/06/2000 09:00,0,(vco),,,
15/06/2000 09:00,0,(vco),,,
16/06/2000 09:00,0,(vco),,,
17/06/2000 09:00,0,(vco),,,
18/06/2000 09:00,0,(vco),,,
19/06/2000 09:00,0,(vco),,,
20/06/2000 09:00,0,(vco),,,
21/06/2000 09:00,1.1,(vco),,,
22/06/2000 09:00,0,(vco),,,
23/06/2000 09:00,0,(vco),,,
24/06/2000 09:00,0,(vco),,,
25/06/2000 09:00,0,(vco),,,
26/06/2000 09:00,0,(vco),,,
27/06/2000 09:00,0,(vco),,,
28/06/2000 09:00,0,(vco),,,
29/06/2000 09:00,0,(vco),,,
30/06/2000 09:00,0,(vco),,,
01/07/2000 09:00,0,(vco),,,
02/07/2000 09:00,0,(vco),,,
03/07/2000 09:00,3.3,(vco),,,
04/07/2000 09:00,0,(vco),,,
05/07/2000 09:00,0,(vco),,,
06/07/2000 09:00,0,(vco),,,
07/07/2000 09:00,0,(vco),,,
08/07/2000 09:00,0,(vco),,,
09/07/2000 09:00,0,(vco),,,
10/07/2000 09:00,0.1,(vco),,,
11/07/2000 09:00,0.2,(vco),,,
12/07/2000 09:00,0,(vco),,,
13/07/2000 09:00,0,(vco),,,
14/07/2000 09:00,0,(vco),,,
15/07/2000 09:00,0,(vco),,,
16/07/2000 09:00,0,(vco),,,
17/07/2000 09:00,0,(vco),,,
18/07/2000 09:00,0,(vco),,,
19/07/2000 09:00,0,(vco),,,
20/07/2000 09:00,0,(vco),,,
21/07/2000 09:00,0,(vco),,,
22/07/2000 09:00,0,(vco),,,
23/07/2000 09:00,0,(vco),,,
24/07/2000 09:00,0,(vco),,,
25/07/2000 09:00,9,(vco),,,
26/07/2000 09:00,0,(vco),,,
27/07/2000 09:00,0,(vco),,,
28/07/2000 09:00,0,(vco),,,
29/07/2000 09:00,0,(vco),,,
30/07/2000 09:00,0,(vco),,,
31/07/2000 09:00,0,(vco),,,
01/08/2000 09:00,0,(vco),,,
02/08/2000 09:00,0,(vco),,,
03/08/2000 09:00,0,(vco),,,
04/08/2000 09:00,0,(vco),,,
05/08/2000 09:00,0,(vco),,,
06/08/2000 09:00,0,(vco),,,
07/08/2000 09:00,0,(vco),,,
08/08/2000 09:00,0,(vco),,,
09/08/2000 09:00,0,(vco),,,
10/08/2000 09:00,0,(vco),,,
11/08/2000 09:00,0,(vco),,,
12/08/2000 09:00,0,(vco),,,
13/08/2000 09:00,0,(vco),,,
14/08/2000 09:00,0,(vco),,,
15/08/2000 09:00,0,(vco),,,
16/08/2000 09:00,0,(vco),,,
17/08/2000 09:00,0,(vco),,,
18/08/2000 09:00,0,(vco),,,
19/08/2000 09:00,0,(vco),,,
20/08/2000 09:00,0,(vco),,,
21/08/2000 09:00,0,(vco),,,
22/08/2000 09:00,0,(vco),,,
23/08/2000 09:00,1,(vco),,,
24/08/2000 09:00,0,(vco),,,
25/08/2000 09:00,0,(vco),,,
26/08/2000 09:00,0,(vco),,,
27/08/2000 09:00,0,(vco),,,
28/08/2000 09:00,0,(vco),,,
29/08/2000 09:00,0,(vco),,,
30/08/2000 09:00,0,(vco),,,
31/08/2000 09:00,0,(vco),,,
01/09/2000 09:00,0,(vco),,,
02/09/2000 09:00,0,(vco),,,
03/09/2000 09:00,0,(vco),,,
04/09/2000 09:00,0,(vco),,,
05/09/2000 09:00,0,(vco),,,
06/09/2000 09:00,0,(vco),,,
07/09/2000 09:00,0,(vco),,,
08/09/2000 09:00,0,(vco),,,
09/09/2000 09:00,0,(vco),,,
10/09/2000 09:00,0,(vco),,,
11/09/2000 09:00,0,(vco),,,
12/09/2000 09:00,0,(vco),,,
13/09/2000 09:00,0,(vco),,,
14/09/2000 09:00,0,(vco),,,
15/09/2000 09:00,0,(vco),,,
16/09/2000 09:00,0,(vco),,,
17/09/2000 09:00,0,(vco),,,
18/09/2000 09:00,10.5,(vco),,,
19/09/2000 09:00,3,(vco),,,
20/09/2000 09:00,1.2,(vco),,,
21/09/2000 09:00,0,(vco),,,
22/09/2000 09:00,0,(vco),,,
23/09/2000 09:00,0,(vco),,,
24/09/2000 09:00,0,(vco),,,
25/09/2000 09:00,0,(vco),,,
26/09/2000 09:00,0,(vco),,,
27/09/2000 09:00,0,(vco),,,
28/09/2000 09:00,0,(vco),,,
29/09/2000 09:00,8.2,(vco),,,
30/09/2000 09:00,1,(vco),,,
01/10/2000 09:00,0,(vco),,,
02/10/2000 09:00,0,(vco),,,
03/10/2000 09:00,0,(vco),,,
04/10/2000 09:00,0,(vco),,,
05/10/2000 09:00,0,(vco),,,
06/10/2000 09:00,0,(vco),,,
07/10/2000 09:00,0,(vco),,,
08/10/2000 09:00,0,(vco),,,
09/10/2000 09:00,0,(vco),,,
10/10/2000 09:00,0,(vco),,,
11/10/2000 09:00,0,(vco),,,
12/10/2000 09:00,12.5,(vco),,,
13/10/2000 09:00,0,(vco),,,
14/10/2000 09:00,0,(vco),,,
15/10/2000 09:00,8.2,(vco),,,
16/10/2000 09:00,0,(vco),,,
17/10/2000 09:00,0,(vco),,,
18/10/2000 09:00,0,(vco),,,
19/10/2000 09:00,0,(vco),,,
20/10/2000 09:00,28.7,(vco),,,
21/10/2000 09:00,1.1,(vco),,,
22/10/2000 09:00,0,(vco),,,
23/10/2000 09:00,0,(vco),,,
24/10/2000 09:00,0,(vco),,,
25/10/2000 09:00,0,(vco),,,
26/10/2000 09:00,0,(vco),,,
27/10/2000 09:00,0,(vco),,,
28/10/2000 09:00,0,(vco),,,
29/10/2000 09:00,0,(vco),,,
30/10/2000 09:00,0,(vco),,,
31/10/2000 09:00,11.5,(vco),,,
01/11/2000 09:00,0,(vco),,,
02/11/2000 09:00,13.6,(vco),,,
03/11/2000 09:00,14.8,(vco),,,
04/11/2000 09:00,0,(vco),,,
05/11/2000 09:00,8,(vco),,,
06/11/2000 09:00,6.4,(vco),,,
07/11/2000 09:00,3.5,(vco),,,
08/11/2000 09:00,0.6,(vco),,,
09/11/2000 09:00,0,(vco),,,
10/11/2000 09:00,0,(vco),,,
11/11/2000 09:00,0,(vco),,,
12/11/2000 09:00,0,(vco),,,
13/11/2000 09:00,16.7,(vco),,,
14/11/2000 09:00,12,(vco),,,
15/11/2000 09:00,0,(vco),,,
16/11/2000 09:00,0.2,(vco),,,
17/11/2000 09:00,1,(vco),,,
18/11/2000 09:00,0,(vco),,,
19/11/2000 09:00,2,(vco),,,
20/11/2000 09:00,0.3,(vco),,,
21/11/2000 09:00,0.1,(vco),,,
22/11/2000 09:00,28,(vco),,,
23/11/2000 09:00,29,(vco),,,
24/11/2000 09:00,0.2,(vco),,,
25/11/2000 09:00,7.8,(vco),,,
26/11/2000 09:00,1.8,(vco),,,
27/11/2000 09:00,1.2,(vco),,,
28/11/2000 09:00,0,(vco),,,
29/11/2000 09:00,5,(vco),,,
30/11/2000 09:00,0.2,(vco),,,
01/12/2000 09:00,32.6,(vco),,,
02/12/2000 09:00,9.1,(vco),,,
03/12/2000 09:00,0.2,(vco),,,
04/12/2000 09:00,12.2,(vco),,,
05/12/2000 09:00,15,(vco),,,
06/12/2000 09:00,3.5,(vco),,,
07/12/2000 09:00,52.3,(vco),,,
08/12/2000 09:00,0.8,(vco),,,
09/12/2000 09:00,0.3,(vco),,,
10/12/2000 09:00,0,(vco),,,
11/12/2000 09:00,0.1,(vco),,,
12/12/2000 09:00,0,(vco),,,
13/12/2000 09:00,6.5,(vco),,,
14/12/2000 09:00,3.4,(vco),,,
15/12/2000 09:00,0.7,(vco),,,
16/12/2000 09:00,0,(vco),,,
17/12/2000 09:00,0,(vco),,,
18/12/2000 09:00,5,(vco),,,
19/12/2000 09:00,0,(vco),,,
20/12/2000 09:00,31.5,(vco),,,
21/12/2000 09:00,12.5,(vco),,,
22/12/2000 09:00,47.8,(vco),,,
23/12/2000 09:00,6.7,(vco),,,
24/12/2000 09:00,16.3,(vco),,,
25/12/2000 09:00,12.3,(vco),,,
26/12/2000 09:00,6.7,(vco),,,
27/12/2000 09:00,12,(vco),,,
28/12/2000 09:00,13.9,(vco),,,
29/12/2000 09:00,5,(vco),,,
30/12/2000 09:00,1.5,(vco),,,
31/12/2000 09:00,0,(vco),,,
01/01/2001 09:00,8.8,(vco),,,
02/01/2001 09:00,8.3,(vco),,,
03/01/2001 09:00,2.8,(vco),,,
04/01/2001 09:00,16.2,(vco),,,
05/01/2001 09:00,2.8,(vco),,,
06/01/2001 09:00,16,(vco),,,
07/01/2001 09:00,2.3,(vco),,,
08/01/2001 09:00,0.2,(vco),,,
09/01/2001 09:00,12,(vco),,,
10/01/2001 09:00,15,(vco),,,
11/01/2001 09:00,7.5,(vco),,,
12/01/2001 09:00,15,(vco),,,
13/01/2001 09:00,0,(vco),,,
14/01/2001 09:00,0,(vco),,,
15/01/2001 09:00,0,(vco),,,
16/01/2001 09:00,5.1,(vco),,,
17/01/2001 09:00,0.3,(vco),,,
18/01/2001 09:00,28.7,(vco),,,
19/01/2001 09:00,8,(vco),,,
20/01/2001 09:00,0,(vco),,,
21/01/2001 09:00,0,(vco),,,
22/01/2001 09:00,0,(vco),,,
23/01/2001 09:00,7,(vco),,,
24/01/2001 09:00,8.1,(vco),,,
25/01/2001 09:00,6.5,(vco),,,
26/01/2001 09:00,5.1,(vco),,,
27/01/2001 09:00,20.9,(vco),,,
28/01/2001 09:00,6.1,(vco),,,
29/01/2001 09:00,2.1,(vco),,,
30/01/2001 09:00,0,(vco),,,
31/01/2001 09:00,0,(vco),,,
01/02/2001 09:00,0,(vco),,,
02/02/2001 09:00,0,(vco),,,
03/02/2001 09:00,0,(vco),,,
04/02/2001 09:00,1.2,(vco),,,
05/02/2001 09:00,9,(vco),,,
06/02/2001 09:00,4.6,(vco),,,
07/02/2001 09:00,32.3,(vco),,,
08/02/2001 09:00,6.5,(vco),,,
09/02/2001 09:00,2,(vco),,,
10/02/2001 09:00,14.7,(vco),,,
11/02/2001 09:00,0,(vco),,,
12/02/2001 09:00,0,(vco),,,
13/02/2001 09:00,0,(vco),,,
14/02/2001 09:00,0,(vco),,,
15/02/2001 09:00,0,(vco),,,
16/02/2001 09:00,0,(vco),,,
17/02/2001 09:00,0,(vco),,,
18/02/2001 09:00,0,(vco),,,
19/02/2001 09:00,0,(vco),,,
20/02/2001 09:00,0,(vco),,,
21/02/2001 09:00,0,(vco),,,
22/02/2001 09:00,0,(vco),,,
23/02/2001 09:00,0,(vco),,,
24/02/2001 09:00,0,(vco),,,
25/02/2001 09:00,0,(vco),,,
26/02/2001 09:00,0,(vco),,,
27/02/2001 09:00,5,(vco),,,
28/02/2001 09:00,5,(vco),,,
01/03/2001 09:00,8,(vco),,,
02/03/2001 09:00,21,(vco),,,
03/03/2001 09:00,10.2,(vco),,,
04/03/2001 09:00,16.4,(vco),,,
05/03/2001 09:00,0.4,(vco),,,
06/03/2001 09:00,17.5,(vco),,,
07/03/2001 09:00,4.5,(vco),,,
08/03/2001 09:00,8.1,(vco),,,
09/03/2001 09:00,3.6,(vco),,,
10/03/2001 09:00,4.2,(vco),,,
11/03/2001 09:00,0.2,(vco),,,
12/03/2001 09:00,0.6,(vco),,,
13/03/2001 09:00,0,(vco),,,
14/03/2001 09:00,0,(vco),,,
15/03/2001 09:00,0,(vco),,,
16/03/2001 09:00,3.3,(vco),,,
17/03/2001 09:00,4.7,(vco),,,
18/03/2001 09:00,3.8,(vco),,,
19/03/2001 09:00,0,(vco),,,
20/03/2001 09:00,0,(vco),,,
21/03/2001 09:00,0,(vco),,,
22/03/2001 09:00,0.3,(vco),,,
23/03/2001 09:00,0,(vco),,,
24/03/2001 09:00,3.2,(vco),,,
25/03/2001 09:00,4.7,(vco),,,
26/03/2001 09:00,19.7,(vco),,,
27/03/2001 09:00,0.5,(vco),,,
28/03/2001 09:00,4.8,(vco),,,
29/03/2001 09:00,3,(vco),,,
30/03/2001 09:00,0.7,(vco),,,
31/03/2001 09:00,0,(vco),,,
01/04/2001 09:00,0,(vco),,,
02/04/2001 09:00,0.6,(vco),,,
03/04/2001 09:00,0,(vco),,,
04/04/2001 09:00,5,(vco),,,
05/04/2001 09:00,0.5,(vco),,,
06/04/2001 09:00,0,(vco),,,
07/04/2001 09:00,0,(vco),,,
08/04/2001 09:00,0,(vco),,,
09/04/2001 09:00,0,(vco),,,
10/04/2001 09:00,0,(vco),,,
11/04/2001 09:00,0,(vco),,,
12/04/2001 09:00,0,(vco),,,
13/04/2001 09:00,0,(vco),,,
14/04/2001 09:00,0,(vco),,,
15/04/2001 09:00,0,(vco),,,
16/04/2001 09:00,0,(vco),,,
17/04/2001 09:00,0,(vco),,,
18/04/2001 09:00,0,(vco),,,
19/04/2001 09:00,0,(vco),,,
20/04/2001 09:00,0,(vco),,,
21/04/2001 09:00,0,(vco),,,
22/04/2001 09:00,0,(vco),,,
23/04/2001 09:00,0,(vco),,,
24/04/2001 09:00,0,(vco),,,
25/04/2001 09:00,6.8,(vco),,,
26/04/2001 09:00,0,(vco),,,
27/04/2001 09:00,0,(vco),,,
28/04/2001 09:00,0,(vco),,,
29/04/2001 09:00,0,(vco),,,
30/04/2001 09:00,3.2,(vco),,,
01/05/2001 09:00,7.5,(vco),,,
02/05/2001 09:00,2.5,(vco),,,
03/05/2001 09:00,8.7,(vco),,,
04/05/2001 09:00,0,(vco),,,
05/05/2001 09:00,0,(vco),,,
06/05/2001 09:00,0,(vco),,,
07/05/2001 09:00,0,(vco),,,
08/05/2001 09:00,0,(vco),,,
09/05/2001 09:00,0,(vco),,,
10/05/2001 09:00,6.2,(vco),,,
11/05/2001 09:00,0,(vco),,,
12/05/2001 09:00,2.3,(vco),,,
13/05/2001 09:00,5,(vco),,,
14/05/2001 09:00,0,(vco),,,
15/05/2001 09:00,12.1,(vco),,,
16/05/2001 09:00,0.8,(vco),,,
17/05/2001 09:00,0,(vco),,,
18/05/2001 09:00,0,(vco),,,
19/05/2001 09:00,0,(vco),,,
20/05/2001 09:00,0,(vco),,,
21/05/2001 09:00,0,(vco),,,
22/05/2001 09:00,0,(vco),,,
23/05/2001 09:00,0,(vco),,,
24/05/2001 09:00,0,(vco),,,
25/05/2001 09:00,0,(vco),,,
26/05/2001 09:00,0,(vco),,,
27/05/2001 09:00,0,(vco),,,
28/05/2001 09:00,0,(vco),,,
29/05/2001 09:00,0,(vco),,,
30/05/2001 09:00,0,(vco),,,
31/05/2001 09:00,0,(vco),,,
13/08/2004 09:00,0,(vau),1.5,,
14/08/2004 09:00,0,(vau),2.1,,
15/08/2004 09:00,0,(vau),2.2,,
16/08/2004 09:00,2.2,(vau),1.3,,
17/08/2004 09:00,2.4,(vau),1.2,,
18/08/2004 09:00,3.1,(vau),3.9,,
19/08/2004 09:00,0,(vau),1.2,,
20/08/2004 09:00,0.1,(vau),1,,
21/08/2004 09:00,0,(vau),2.5,,
22/08/2004 09:00,0,(vau),2,,
23/08/2004 09:00,0,(vau),2.7,,
24/08/2004 09:00,0,(vau),3.8,,
25/08/2004 09:00,0,(vau),3.9,,
26/08/2004 09:00,0,(vau),2.7,,
27/08/2004 09:00,0,(vau),1.4,,
28/08/2004 09:00,0,(vau),3.6,,
29/08/2004 09:00,0,(vau),4.8,,
30/08/2004 09:00,0,(vau),5.1,,
31/08/2004 09:00,0,(vau),1.8,,
01/09/2004 09:00,0,(vau),1.2,,
02/09/2004 09:00,0.4,(vau),1.2,,
03/09/2004 09:00,29.4,(vau),0.6,,
04/09/2004 09:00,0.9,(vau),1,,
05/09/2004 09:00,0,(vau),0.9,,
06/09/2004 09:00,0,(vau),1.2,,
07/09/2004 09:00,0,(vau),0.9,,
08/09/2004 09:00,8.4,(vau),0.4,,
09/09/2004 09:00,0.1,(vau),0.7,,
10/09/2004 09:00,0.1,(vau),0.7,,
11/09/2004 09:00,0,(vau),1.6,,
12/09/2004 09:00,0,(vau),1.8,,
13/09/2004 09:00,0,(vau),3.5,,
14/09/2004 09:00,0.3,(vau),2.2,,
15/09/2004 09:00,0,(vau),2.7,,
16/09/2004 09:00,0,(vau),2.7,,
17/09/2004 09:00,0,(vau),1.5,,
18/09/2004 09:00,0,(vau),0.8,,
19/09/2004 09:00,0,(vau),3.8,,
20/09/2004 09:00,0,(vau),2.8,,
21/09/2004 09:00,0.1,(vau),1,,
22/09/2004 09:00,0,(vau),0.6,,
23/09/2004 09:00,0,(vau),1,,
24/09/2004 09:00,0,(vau),1.2,,
25/09/2004 09:00,0.1,(vau),1.8,,
26/09/2004 09:00,0,(vau),1,,
27/09/2004 09:00,0,(vau),1,,
28/09/2004 09:00,0,(vau),0.9,,
29/09/2004 09:00,0,(vau),0.7,,
30/09/2004 09:00,0,(vau),1.8,,
01/10/2004 09:00,0,(vau),1.6,,
02/10/2004 09:00,0,(vau),1,,
03/10/2004 09:00,0,(vau),1,,
04/10/2004 09:00,0,(vau),0.8,,
05/10/2004 09:00,0,(vau),1,,
06/10/2004 09:00,0.1,(vau),0.7,,
07/10/2004 09:00,0,(vau),0.7,,
08/10/2004 09:00,1.2,(vau),1.6,,
09/10/2004 09:00,1.5,(vau),4.4,,
10/10/2004 09:00,1.8,(vau),2.1,,
11/10/2004 09:00,0.7,(vau),1.1,,
12/10/2004 09:00,0.1,(vau),1,,
13/10/2004 09:00,0,(vau),2.2,,
14/10/2004 09:00,0.5,(vau),1.3,,
15/10/2004 09:00,0.4,(vau),1.2,,
16/10/2004 09:00,0.2,(vau),1.2,,
17/10/2004 09:00,0.6,(vau),0.6,,
18/10/2004 09:00,1.3,(vau),0.7,,
19/10/2004 09:00,11.9,(vau),3.5,,
20/10/2004 09:00,10.6,(vau),6,,
21/10/2004 09:00,4.4,(vau),1.6,,
22/10/2004 09:00,0.1,(vau),0.8,,
23/10/2004 09:00,0.2,(vau),0.7,,
24/10/2004 09:00,9.9,(vau),2.1,,
25/10/2004 09:00,1.1,(vau),0.5,,
26/10/2004 09:00,1.1,(vau),0.3,,
27/10/2004 09:00,17.9,(vau),4,,
28/10/2004 09:00,1.9,(vau),0.8,,
29/10/2004 09:00,13.4,(vau),1.1,,
30/10/2004 09:00,4.4,(vau),0.8,,
31/10/2004 09:00,6.1,(vau),1.1,,
01/11/2004 09:00,0.5,(vau),1.1,,
02/11/2004 09:00,0.3,(vau),0.5,,
03/11/2004 09:00,11.4,(vau),1.1,,
04/11/2004 09:00,1.2,(vau),0.5,,
05/11/2004 09:00,0,(vau),1.5,,
06/11/2004 09:00,0,(vau),2.3,,
07/11/2004 09:00,0,(vau),1.3,,
08/11/2004 09:00,0,(vau),0.3,,
09/11/2004 09:00,0.1,(vau),0.7,,
10/11/2004 09:00,0,(vau),1.8,,
11/11/2004 09:00,0,(vau),3.7,,
12/11/2004 09:00,0,(vau),2.1,,
13/11/2004 09:00,0,(vau),1.3,,
14/11/2004 09:00,0,(vau),1.5,,
15/11/2004 09:00,0,(vau),0.9,,
16/11/2004 09:00,0,(vau),0.7,,
17/11/2004 09:00,0.1,(vau),0.5,,
18/11/2004 09:00,0.1,(vau),0.3,,
19/11/2004 09:00,0,(vau),1.8,,
20/11/2004 09:00,0.1,(vau),0.9,,
21/11/2004 09:00,0.1,(vau),0.5,,
22/11/2004 09:00,0.2,(vau),0.2,,
23/11/2004 09:00,0.1,(vau),0.3,,
24/11/2004 09:00,0.1,(vau),0.5,,
25/11/2004 09:00,0.2,(vau),0.3,,
26/11/2004 09:00,0.1,(vau),0.3,,
27/11/2004 09:00,0.1,(vau),0.5,,
28/11/2004 09:00,0.6,(vau),1.6,,
29/11/2004 09:00,1.4,(vau),2.2,,
30/11/2004 09:00,0.1,(vau),1,,
01/12/2004 09:00,11.8,(vau),1.7,,
02/12/2004 09:00,5.9,(vau),1.3,,
03/12/2004 09:00,0,(vau),1,,
04/12/2004 09:00,0.1,(vau),1,,
05/12/2004 09:00,0,(vau),1,,
06/12/2004 09:00,0,(vau),0.6,,
07/12/2004 09:00,0.2,(vau),0.6,,
08/12/2004 09:00,0,(vau),2,,
09/12/2004 09:00,0.1,(vau),1.1,,
10/12/2004 09:00,0.2,(vau),0.4,,
11/12/2004 09:00,0.1,(vau),0.5,,
12/12/2004 09:00,0,(vau),1.1,,
13/12/2004 09:00,3.9,(vau),3.2,,
14/12/2004 09:00,0,(vau),2.3,,
15/12/2004 09:00,0,(vau),1.1,,
16/12/2004 09:00,0,(vau),2.2,,
17/12/2004 09:00,0,(vau),2.6,,
18/12/2004 09:00,0,(vau),2.6,,
19/12/2004 09:00,0.1,(vau),3.3,,
20/12/2004 09:00,1.6,(vau),2.2,,
21/12/2004 09:00,0,(vau),2.4,,
22/12/2004 09:00,0,(vau),2.9,,
23/12/2004 09:00,0,(vau),1.6,,
24/12/2004 09:00,0,(vau),0.8,,
25/12/2004 09:00,0.5,(vau),2.2,,
26/12/2004 09:00,3.5,(vau),3.6,,
27/12/2004 09:00,0.9,(vau),3.2,,
28/12/2004 09:00,0,(vau),1.7,,
29/12/2004 09:00,1.4,(vau),2.2,,
30/12/2004 09:00,0.1,(vau),2,,
31/12/2004 09:00,0,(vau),0.5,,
01/01/2005 09:00,0.2,(vau),0.7,,
02/01/2005 09:00,0,(vau),3.6,,
03/01/2005 09:00,0.1,(vau),1.6,,
04/01/2005 09:00,0,(vau),0.8,,
05/01/2005 09:00,0.2,(vau),0.4,,
06/01/2005 09:00,0.1,(vau),0.5,,
07/01/2005 09:00,0.1,(vau),0.7,,
08/01/2005 09:00,0.1,(vau),0.4,,
