SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,SÃO VICENTE DE CHÃ (03K/03UG),,SÃO VICENTE DE CHÃ (03K/03UG),,TABUAÇO (07L/09G),,TABUAÇO (07L/09G),,TAIPAS (05G/04UG),,TAIPAS (05G/04UG),,TAMANHOS (09N/01UG),,TAMANHOS (09N/01UG),,TAMEL (04F/02UG),,TAMEL (04F/02UG),,TAROUCA (07K/08U),,TAROUCA (07K/08U),,TAVEIRO (12G/03U),,TAVEIRO (12G/03U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
07/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
08/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
09/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,,,,,
10/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,,,,,,,,,
11/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,,,,,
12/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,,,,,
13/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
14/05/2014 09:00,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,
15/05/2014 09:00,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,,,,,
16/05/2014 09:00,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,
17/05/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
18/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
19/05/2014 09:00,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,
20/05/2014 09:00,,,,,,,,,,,,,3.3,(vau),1.7,,,,,,,,,,,,,,
21/05/2014 09:00,,,,,,,,,,,,,9.5,(vau),2,,,,,,,,,,,,,,
22/05/2014 09:00,,,,,,,,,,,,,12,(vau),3.1,,,,,,,,,,,,,,
23/05/2014 09:00,,,,,,,,,,,,,4,(vau),1.9,,,,,,,,,,,,,,
24/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,,,,,,,,,
25/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.3,,,,,,,,,,,,,,
26/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,,,,,
27/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
28/05/2014 09:00,,,,,,,,,,,,,0.2,(vau),1.2,,,,,,,,,,,,,,
29/05/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,,,,,,,,,
30/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
31/05/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
01/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
02/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
03/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
04/06/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
05/06/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.8,,,,,,,,,,,,,,
06/06/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
07/06/2014 09:00,,,,,,,,,,,,,8.5,(vau),1.6,,,,,,,,,,,,,,
08/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
09/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
10/06/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,,,,,,,,,
11/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
12/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
13/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
14/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
15/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
16/06/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
17/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
18/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
19/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
20/06/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.9,,,,,,,,,,,,,,
21/06/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
22/06/2014 09:00,,,,,,,,,,,,,5,(vau),0.6,,,,,,,,,,,,,,
23/06/2014 09:00,,,,,,,,,,,,,2.5,(vau),0.7,,,,,,,,,,,,,,
24/06/2014 09:00,,,,,,,,,,,,,8.4,(vau),0.4,,,,,,,,,,,,,,
25/06/2014 09:00,,,,,,,,,,,,,14.2,(vau),0.2,,,,,,,,,,,,,,
26/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
27/06/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
28/06/2014 09:00,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,,,,,
29/06/2014 09:00,,,,,,,,,,,,,1,(vau),1,,,,,,,,,,,,,,
30/06/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,,,,,,,,,
01/07/2014 09:00,,,,,,,,,,,,,0.1,(vau),1.5,,,,,,,,,,,,,,
02/07/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.8,,,,,,,,,,,,,,
03/07/2014 09:00,,,,,,,,,,,,,0.5,(vau),0.7,,,,,,,,,,,,,,
04/07/2014 09:00,,,,,,,,,,,,,2.3,(vau),0.6,,,,,,,,,,,,,,
05/07/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,,,,,,,,,
06/07/2014 09:00,,,,,,,,,,,,,0.5,(vau),2.4,,,,,,,,,,,,,,
07/07/2014 09:00,,,,,,,,,,,,,1.7,(vau),0.9,,,,,,,,,,,,,,
08/07/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.4,,,,,,,,,,,,,,
09/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
10/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,
11/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
12/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
13/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
14/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
15/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
16/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
17/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
18/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
19/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,
20/07/2014 09:00,,,,,,,,,,,,,8.4,(vau),1.6,,,,,,,,,,,,,,
21/07/2014 09:00,,,,,,,,,,,,,0.4,(vau),0.4,,,,,,,,,,,,,,
22/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
23/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
24/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.4,,,,,,,,,,,,,,
25/07/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
26/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
27/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
28/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
29/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
30/07/2014 09:00,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,
31/07/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
01/08/2014 09:00,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,
02/08/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
03/08/2014 09:00,,,,,,,,,,,,,1.8,(vau),1,,,,,,,,,,,,,,
04/08/2014 09:00,,,,,,,,,,,,,0.2,(vau),0.5,,,,,,,,,,,,,,
05/08/2014 09:00,,,,,,,,,,,,,0.2,(vau),0.4,,,,,,,,,,,,,,
06/08/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,,,,,
07/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
08/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
09/08/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.6,,,,,,,,,,,,,,
10/08/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
11/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
12/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
13/08/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
14/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
15/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
16/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
17/08/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
18/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
19/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
20/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
21/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
22/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
23/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
24/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.2,,,,,,,,,,,,,,
25/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.3,,,,,,,,,,,,,,
26/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
27/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
28/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
29/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
30/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
31/08/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
01/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
02/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
03/09/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
04/09/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
05/09/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.7,,,,,,,,,,,,,,
06/09/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
07/09/2014 09:00,,,,,,,,,,,,,0.7,(vau),0.9,,,,,,,,,,,,,,
08/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
09/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
10/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
11/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
12/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
13/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
14/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
15/09/2014 09:00,,,,,,,,,,,,,0.4,(vau),0.7,,,,,,,,,,,,,,
16/09/2014 09:00,,,,,,,,,,,,,0.5,(vau),1.1,,,,,,,,,,,,,,
17/09/2014 09:00,,,,,,,,,,,,,1.8,(vau),1.5,,,,,,,,,,,,,,
18/09/2014 09:00,,,,,,,,,,,,,0.3,(vau),1.1,,,,,,,,,,,,,,
19/09/2014 09:00,,,,,,,,,,,,,0.2,(vau),1.7,,,,,,,,,,,,,,
20/09/2014 09:00,,,,,,,,,,,,,0.6,(vau),1,,,,,,,,,,,,,,
21/09/2014 09:00,,,,,,,,,,,,,0.7,(vau),0.9,,,,,,,,,,,,,,
22/09/2014 09:00,,,,,,,,,,,,,6.9,(vau),0.5,,,,,,,,,,,,,,
23/09/2014 09:00,,,,,,,,,,,,,1.9,(vau),0.6,,,,,,,,,,,,,,
24/09/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,,,,,
25/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
26/09/2014 09:00,,,,,,,,,,,,,0.2,(vau),1,,,,,,,,,,,,,,
27/09/2014 09:00,,,,,,,,,,,,,1,(vau),0.9,,,,,,,,,,,,,,
28/09/2014 09:00,,,,,,,,,,,,,3.5,(vau),0.5,,,,,,,,,,,,,,
29/09/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,,,,,
30/09/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
01/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
02/10/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
03/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,
04/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.2,,,,,,,,,,,,,,
05/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
06/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
07/10/2014 09:00,,,,,,,,,,,,,0.3,(vau),2.6,,,,,,,,,,,,,,
08/10/2014 09:00,,,,,,,,,,,,,2.3,(vau),2.7,,,,,,,,,,,,,,
09/10/2014 09:00,,,,,,,,,,,,,1.4,(vau),2.8,,,,,,,,,,,,,,
10/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.2,,,,,,,,,,,,,,
11/10/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.3,,,,,,,,,,,,,,
12/10/2014 09:00,,,,,,,,,,,,,3.3,(vau),1.1,,,,,,,,,,,,,,
13/10/2014 09:00,,,,,,,,,,,,,0.7,(vau),1.3,,,,,,,,,,,,,,
14/10/2014 09:00,,,,,,,,,,,,,12.4,(vau),1,,,,,,,,,,,,,,
15/10/2014 09:00,,,,,,,,,,,,,10.6,(vau),1.6,,,,,,,,,,,,,,
16/10/2014 09:00,,,,,,,,,,,,,32,(vau),3.9,,,,,,,,,,,,,,
17/10/2014 09:00,,,,,,,,,,,,,0.2,(vau),2.4,,,,,,,,,,,,,,
18/10/2014 09:00,,,,,,,,,,,,,0,(vau),2.4,,,,,,,,,,,,,,
19/10/2014 09:00,,,,,,,,,,,,,0.4,(vau),1,,,,,,,,,,,,,,
20/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
21/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
22/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.2,,,,,,,,,,,,,,
23/10/2014 09:00,,,,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
24/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,
25/10/2014 09:00,,,,,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,
26/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,
27/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.2,,,,,,,,,,,,,,
28/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
29/10/2014 09:00,,,,,,,,,,,,,0.8,(vau),0.6,,,,,,,,,,,,,,
30/10/2014 09:00,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
31/10/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
01/11/2014 09:00,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,
02/11/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.2,,,,,,,,,,,,,,
03/11/2014 09:00,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,
04/11/2014 09:00,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,,,,,
05/11/2014 09:00,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,
06/11/2014 09:00,,,,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
07/11/2014 09:00,,,,,,,,,,,,,0,(vau),2.8,,,,,,,,,,,,,,
08/11/2014 09:00,,,,,,,,,,,,,0.3,(vau),0.6,,,,,,,,,,,,,,
09/11/2014 09:00,,,,,,,,,,,,,16.6,(vau),1.2,,,,,,,,,,,,,,
10/11/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.2,,,,,,,,,,,,,,
11/11/2014 09:00,,,,,,,,,,,,,18,(vau),2.3,,,,,,,,,,,,,,
12/11/2014 09:00,,,,,,,,,,,,,8.6,(vau),2.4,,,,,,,,,,,,,,
13/11/2014 09:00,,,,,,,,,,,,,2.2,(vau),2.1,,,,,,,,,,,,,,
14/11/2014 09:00,,,,,,,,,,,,,19.7,(vau),3,,,,,,,,,,,,,,
15/11/2014 09:00,,,,,,,,,,,,,7.1,(vau),2.5,,,,,,,,,,,,,,
16/11/2014 09:00,,,,,,,,,,,,,6.5,(vau),1.9,,,,,,,,,,,,,,
17/11/2014 09:00,,,,,,,,,,,,,1.3,(vau),2,,,,,,,,,,,,,,
18/11/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.2,,,,,,,,,,,,,,
19/11/2014 09:00,,,,,,,,,,,,,3.8,(vau),2.1,,,,,,,,,,,,,,
20/11/2014 09:00,,,,,,,,,,,,,10.4,(vau),1.6,,,,,,,,,,,,,,
21/11/2014 09:00,,,,,,,,,,,,,0.7,(vau),0.8,,,,,,,,,,,,,,
22/11/2014 09:00,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,
23/11/2014 09:00,,,,,,,,,,,,,1,(vau),1.3,,,,,,,,,,,,,,
24/11/2014 09:00,,,,,,,,,,,,,1.1,(vau),1.2,,,,,,,,,,,,,,
25/11/2014 09:00,,,,,,,,,,,,,0.2,(vau),0.5,,,,,,,,,,,,,,
26/11/2014 09:00,,,,,,,,,,,,,0.4,(vau),0.9,,,,,,,,,,,,,,
27/11/2014 09:00,,,,,,,,,,,,,0.8,(vau),1.4,,,,0.2,,,,,,,,,,
28/11/2014 09:00,,,,,,,,,,,,,22.8,(vau),2.7,,7.2,(vau),1.1,,,,,,,,,,
29/11/2014 09:00,,,,,,,,,,,,,0.2,(vau),1.3,,5.1,(vau),0.2,,,,,,,,,,
30/11/2014 09:00,,,,,,,,,,,,,2.2,(vau),1.1,,0,(vau),0.1,,,,,,,,,,
01/12/2014 09:00,,,,,,,,,,,,,1.2,(vau),0.6,,0,(vau),0.4,,,,,,,,,,
02/12/2014 09:00,,,,,,,,,,,,,0,(vau),0.9,,0,(vau),0.2,,,,,,,,,,
03/12/2014 09:00,,,,,,,,,,,,,0,(vau),1,,0,(vau),0.1,,,,,,,,,,
04/12/2014 09:00,,,,,,,,,,,,,0.1,(vau),0.7,,0,(vau),0.1,,,,,,,,,,
05/12/2014 09:00,0,(vau),,,,,,,,,,,0.6,(vau),0.2,,0,(vau),0.1,,,,,,,,,,
06/12/2014 09:00,0.2,(vau),,,,,,,,,,,0.2,(vau),1.1,,0,(vau),0.2,,,,,,,,,,
07/12/2014 09:00,0,(vau),,,,,,,,,,,0,(vau),1.1,,0,(vau),0.1,,,,,,,,,,
08/12/2014 09:00,0,(vau),,,,,,,,,,,0.4,(vau),1.1,,0,(vau),0,,,,,,,,,,
09/12/2014 09:00,0,(vau),,,,,,,,,,,0,(vau),1.2,,0.1,(vau),0.1,,,,,,,,,,
10/12/2014 09:00,0,(vau),,,,,,,,,,,0.1,(vau),1.1,,0,(vau),0.2,,,,,,,,,,
11/12/2014 09:00,0,(vau),,,,,,,,,,,0.1,(vau),1.4,,0,(vau),0,,,,,,,,,,
12/12/2014 09:00,0.1,(vau),,,,,,,,,,,0.1,(vau),1.2,,0.2,(vau),0.2,,,,,,,,,,
13/12/2014 09:00,11.2,(vau),,,,,,,,,,,9.6,(vau),2.6,,38.8,(vau),1.1,,,,,,,,,,
14/12/2014 09:00,5.7,(vau),,,,,,,,,,,15.9,(vau),0.7,,2.8,(vau),0.3,,,,,,,,,,
15/12/2014 09:00,0,(vau),,,,,,,,,,,0.9,(vau),0.7,,0,(vau),0.1,,,,,,,,,,
16/12/2014 09:00,2.6,(vau),,,,,,,,,,,1.3,(vau),0.6,,4.2,(vau),0.1,,,,,,,,,,
17/12/2014 09:00,0.4,(vau),,,,,,,,,,,0,(vau),1.1,,0.2,(vau),0.1,,,,,,,,,,
18/12/2014 09:00,0,(vau),,,,,,,,,,,0.2,(vau),0.5,,0.1,(vau),0.1,,,,,,,,,,
19/12/2014 09:00,0.2,(vau),,,,,,,,,,,0,(vau),0.9,,0.2,(vau),0,,,,,,,,,,
20/12/2014 09:00,0.3,(vau),,,,,,,,,,,0,(vau),1.6,,0.1,(vau),0.1,,,,,,,,,,
21/12/2014 09:00,0.2,(vau),,,,,,,,,,,0.7,(vau),2.8,,0,(vau),0.2,,,,,,,,,,
22/12/2014 09:00,0,(vau),,,,,,,,,,,0.1,(vau),1.1,,0.2,(vau),0.2,,,,,,,,,,
23/12/2014 09:00,0.4,(vau),,,,,,,,,,,0.4,(vau),1.4,,0,(vau),0.2,,,,,,,,,,
24/12/2014 09:00,0,(vau),,,,,,,,,,,0.1,(vau),1.1,,0,(vau),0.2,,,,,,,,,,
25/12/2014 09:00,0,(vau),,,,,,,,,,,0.6,(vau),1.5,,0,(vau),0,,,,,,,,,,
26/12/2014 09:00,0,(vau),,,,,,,,,,,0.3,(vau),1.6,,,,,,,,,,,,,,
27/12/2014 09:00,0.2,(vau),,,,,,,,,,,0.3,(vau),0.8,,,,,,,,,,,,,,
28/12/2014 09:00,1.2,(vau),,,,,,,,,,,1.2,(vau),0.9,,,,,,,,,,,,,,
29/12/2014 09:00,0.3,(vau),,,,,,,,,,,0.1,(vau),1.2,,,,,,,,,,,,,,
30/12/2014 09:00,0,(vau),,,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,
31/12/2014 09:00,0,(vau),,,,,,,,,,,0,(vau),2.1,,,,,,,,,,,,,,
01/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,
02/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,
03/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,
04/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,
05/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,
06/01/2015 09:00,0.1,(vau),,,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,
07/01/2015 09:00,0,(vau),,,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,
08/01/2015 09:00,0.3,(vau),,,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,
09/01/2015 09:00,0.1,(vau),,,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,
10/01/2015 09:00,0,(vau),,,,,,,0,(vau),0,,0.6,(vau),1.7,,,,,,,,,,,,,,
11/01/2015 09:00,0.4,(vau),,,,,,,0.3,(vau),0,,0.2,(vau),0.4,,,,,,,,,,,,,,
12/01/2015 09:00,0.1,(vau),,,,,,,0.1,(vau),0,,0.3,(vau),1.9,,,,,,,,,,,,,,
13/01/2015 09:00,0.2,(vau),,,,,,,0,(vau),0,,0,(vau),0.6,,,,,,,,,,,,,,
14/01/2015 09:00,6.8,(vau),,,,,,,9.5,(vau),0,,1.2,(vau),1.7,,,,,,,,,,,,,,
15/01/2015 09:00,1.5,(vau),,,,,,,0.1,(vau),0.1,,0,(vau),2.6,,,,,,,,,,,,,,
16/01/2015 09:00,22.5,(vau),,,,,,,35.5,(vau),0.1,,8.5,(vau),2.6,,,,,,,,,,,,,,
17/01/2015 09:00,8.2,(vau),,,,,,,4.5,(vau),0,,0.6,(vau),0.6,,,,,,,,,,,,,,
18/01/2015 09:00,6.2,(vau),,,,,,,10.4,(vau),0,,2.3,(vau),2.8,,,,,,,,,,,,,,
19/01/2015 09:00,7.8,(vau),,,,,,,3,(vau),0.3,,4.9,(vau),2,,,,,,,,,,,,,,
20/01/2015 09:00,0.1,(vau),,,,,,,3,(vau),0.1,,0.5,(vau),1,,,,,,,,,,,,,,
21/01/2015 09:00,3.9,(vau),,,,,,,1.9,(vau),0.4,,0.2,(vau),1.1,,,,,,,,,,,,,,
22/01/2015 09:00,3.7,(vau),,,,,,,0.9,(vau),1.3,,0.8,(vau),0.8,,,,,,,,,,,,,,
23/01/2015 09:00,0.9,(vau),,,,,,,0.3,(vau),0,,0,(vau),0.5,,,,,,,,,,,,,,
24/01/2015 09:00,0.1,(vau),,,,,,,0,(vau),0,,0,(vau),0.8,,,,,,,,,,,,,,
25/01/2015 09:00,0,(vau),,,,,,,0,(vau),0,,0.1,(vau),1.8,,,,,,,,,,,,,,
26/01/2015 09:00,0.1,(vau),,,,,,,0.2,(vau),0,,0,(vau),2,,,,,,,,,,,,,,
27/01/2015 09:00,0,(vau),,,,,,,0.1,(vau),0,,0.1,(vau),1.9,,,,,,,,,,,,,,
28/01/2015 09:00,0.1,(vau),,,,,,,0.1,(vau),0,,0.1,(vau),0.9,,,,,,,,,,,,,,
29/01/2015 09:00,0.2,(vau),,,,,,,1,(vau),0.5,,0,(vau),0.7,,,,,,,,,,,,,,
