DATA,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
02/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,1,,,,0,(vau),,,1.4,,81,(vau),0,(vau),12.5,(vco),1.7,,,,,,,,,,76,(vau),0,(vau),20.5,(vau),1.2,,
03/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.5,,,,0,(vau),,,0.8,,,,0,(vau),,,1.4,,70,(vau),0,(vau),15.9,(vco),2,,,,,,,,,,70,(vau),0.5,(vau),21.1,(vau),1.7,,
04/07/2007 09:00,,,,,,,,,,,0.7,(vau),,,1.5,,,,0,(vau),,,1.2,,,,0.1,(vau),,,1.7,,94,(vau),3,(vau),13.8,(vco),1.2,,,,,,,,,,82,(vau),0,(vau),21.8,(vau),2,,
05/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.7,,,,0,(vau),,,0.8,,,,0,(vau),,,1.1,,59,(vau),0,(vau),14.9,(vco),1.7,,,,,,,,,,62,(vau),0,(vau),21.8,(vau),1.9,,
06/07/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.6,,,,0,(vau),,,0.7,,62,(vau),0,(vau),18.5,(vco),0.9,,,,,,,,,,52,(vau),0,(vau),25.4,(vau),1.3,,
07/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.8,,,,0,(vau),,,0.3,,,,0,(vau),,,0.6,,61,(vau),0,(vau),21.3,(vco),1,,,,,,,,,,65,(vau),0,(vau),24.3,(vau),1.1,,
08/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.6,,,,0,(vau),,,0.7,,,,0,(vau),,,1.2,,63,(vau),0,(vau),19.3,(vco),1.3,,,,,,,,,,71,(vau),0.1,(vau),22.3,(vau),1.3,,
09/07/2007 09:00,,,,,,,,,,,0,(vau),,,2.4,,,,0,(vau),,,0.9,,,,0,(vau),,,1.4,,64,(vau),0,(vau),14.6,(vco),1.7,,,,,,,,,,67,(vau),0,(vau),20.9,(vau),2.1,,
10/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.7,,,,0,(vau),,,0.8,,,,0,(vau),,,1,,64,(vau),0,(vau),14.2,(vco),2,,,,,,,,,,63,(vau),0,(vau),21,(vau),2.5,,
11/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.5,,,,0,(vau),,,0.7,,66,(vau),0,(vau),16.7,(vco),1.5,,,,,,,,,,60,(vau),0,(vau),23.3,(vau),1.5,,
12/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,65,(vau),0,(vau),18.3,(vco),1,,,,,,,,,,63,(vau),0,(vau),24,(vau),1.3,,
13/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,0.5,,,,0,(vau),,,0.6,,57,(vau),0,(vau),19.9,(vco),1,,,,,,,,,,57,(vau),0,(vau),24.5,(vau),0.8,,
14/07/2007 09:00,,,,,,,,,,,0.1,(vau),,,1.1,,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,44,(vau),0,(vau),18.7,(vco),1.6,,,,,,,,,,68,(vau),0,(vau),22.6,(vau),0.9,,
15/07/2007 09:00,,,,,,,,,,,0.1,(vau),,,1.1,,,,0,(vau),,,0.4,,,,0,(vau),,,1.7,,59,(vau),0,(vau),19.2,(vco),1.3,,,,,,,,,,74,(vau),0,(vau),22.6,(vau),0.9,,
16/07/2007 09:00,,,,,,,,,,,7.3,(vau),,,0.7,,,,0.1,(vau),,,0.5,,,,1.9,(vau),,,1.7,,96,(vau),13.3,(vau),13,(vco),0.7,,,,,,,,,,90,(vau),0.4,(vau),19.5,(vau),1.1,,
17/07/2007 09:00,,,,,,,,,,,1.3,(vau),,,0.6,,,,0,(vau),,,0.3,,,,0.2,(vau),,,0.7,,86,(vau),0.5,(vau),11.7,(vco),1,,,,,,,,,,82,(vau),0.5,(vau),19.8,(vau),1.1,,
18/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.6,,,,0,(vau),,,0.6,,,,0,(vau),,,1,,67,(vau),0,(vau),13.7,(vco),1.3,,,,,,,,,,69,(vau),0.1,(vau),19.8,(vau),1.4,,
19/07/2007 09:00,,,,,,,,,,,0,(vau),,,2,,,,0,(vau),,,0.8,,,,0,(vau),,,1,,69,(vau),0,(vau),13.7,(vco),1.3,,,,,,,,,,69,(vau),0,(vau),19.6,(vau),1.5,,
20/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.9,,,,0,(vau),,,0.8,,,,0,(vau),,,1.4,,67,(vau),0,(vau),12.3,(vco),1.6,,,,,,,,,,69,(vau),0,(vau),19,(vau),1.9,,
21/07/2007 09:00,,,,,,,,,,,0,(vau),,,2.2,,,,0,(vau),,,0.7,,,,0,(vau),,,0.8,,63,(vau),0,(vau),13.6,(vco),1.2,,,,,,,,,,68,(vau),0,(vau),18.9,(vau),1.6,,
22/07/2007 09:00,,,,,,,,,,,0.1,(vau),,,1.4,,,,0,(vau),,,0.6,,,,0,(vau),,,1.1,,68,(vau),0,(vau),12.7,(vco),1.3,,,,,,,,,,69,(vau),0,(vau),18.6,(vau),1.3,,
23/07/2007 09:00,,,,,,,,,,,4.6,(vau),,,1.2,,,,0.7,(vau),,,0.8,,,,3.6,(vau),,,3.3,,83,(vau),7.7,(vau),14,(vco),1.8,,,,,,,,,,76,(vau),0.5,(vau),21.1,(vau),1.1,,
24/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0.1,(vau),,,1,,,,0,(vau),,,1.6,,77,(vau),0,(vau),13.2,(vco),1.7,,,,,,,,,,78,(vau),0.1,(vau),19.8,(vau),1.3,,
25/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,69,(vau),0,(vau),16.3,(vco),0.9,,,,,,,,,,69,(vau),0,(vau),20.9,(vau),1,,
26/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.5,,,,0,(vau),,,0.5,,,,0,(vau),,,0.9,,59,(vau),0,(vau),18.3,(vco),1.2,,,,,,,,,,70,(vau),0,(vau),22.3,(vau),1.1,,
27/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.6,,,,0,(vau),,,1.2,,59,(vau),0,(vau),18.4,(vco),1.4,,,,,,,,,,67,(vau),0,(vau),21.9,(vau),1,,
28/07/2007 09:00,,,,,,,,,,,0,(vau),,,1.6,,,,0,(vau),,,0.6,,,,0,(vau),,,1.1,,60,(vau),0,(vau),20.1,(vco),1.3,,,,,,,,,,58,(vau),0,(vau),24.3,(vau),1.4,,
29/07/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.5,,,,0,(vau),,,0.9,,57,(vau),0,(vau),22.1,(vco),0.9,,,,,,,,,,59,(vau),0,(vau),27.2,(vau),0.7,,
30/07/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.4,,,,0,(vau),,,0.8,,51,(vau),0,(vau),21.8,(vco),0.9,,,,,,,,,,55,(vau),0,(vau),27.7,(vau),0.5,,
31/07/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,45,(vau),0,(vau),22.1,(vco),0.8,,,,,,,,,,51,(vau),0,(vau),27.6,(vau),0.7,,
01/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.5,,,,0,(vau),,,2.1,,63,(vau),0,(vau),19.2,(vco),1.4,,,,,,,,,,80,(vau),0,(vau),21,(vau),0.8,,
02/08/2007 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,0.7,,,,0,(vau),,,1.3,,75,(vau),0,(vau),15.4,(vco),1.3,,,,,,,,,,74,(vau),0,(vau),22,(vau),1.1,,
03/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.8,,,,0,(vau),,,1.4,,59,(vau),0,(vau),19.2,(vco),0.9,,,,,,,,,,65,(vau),0.5,(vau),24,(vau),0.9,,
04/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,0.4,,,,0,(vau),,,0.9,,44,(vau),0,(vau),21.1,(vco),1.1,,,,,,,,,,64,(vau),0,(vau),24.4,(vau),0.9,,
05/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,0.4,,,,0,(vau),,,0.9,,47,(vau),0,(vau),23.8,(vco),1.1,,,,,,,,,,67,(vau),0,(vau),26.8,(vau),0.8,,
06/08/2007 09:00,,,,,,,,,,,0,(vau),,,2,,,,0,(vau),,,0.6,,,,0.4,(vau),,,1.4,,62,(vau),0.1,(vau),21.1,(vco),1.3,,,,,,,,,,78,(vau),0,(vau),22.2,(vau),1.5,,
07/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.7,,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,75,(vau),0,(vau),15.4,(vco),1.2,,,,,,,,,,74,(vau),0,(vau),19.1,(vau),1.5,,
08/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.8,,,,0,(vau),,,1.5,,61,(vau),0,(vau),15.4,(vco),0.9,,,,,,,,,,69,(vau),0,(vau),20.3,(vau),0.9,,
09/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.5,,,,0,(vau),,,1.3,,53,(vau),0,(vau),16.1,(vco),0.7,,,,,,,,,,57,(vau),0,(vau),23.8,(vau),0.7,,
10/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.4,,,,0,(vau),,,1.1,,48,(vau),0,(vau),18,(vco),0.7,,,,,,,,,,66,(vau),0,(vau),23.5,(vau),0.6,,
11/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.4,,,,0,(vau),,,0.8,,49,(vau),0,(vau),19.4,(vco),0.9,,,,,,,,,,79,(vau),0.1,(vau),19.7,(vau),0.9,,
12/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.6,,,,0,(vau),,,0.5,,,,0,(vau),,,1.3,,65,(vau),0,(vau),19.8,(vco),1.2,,,,,,,,,,78,(vau),0.1,(vau),20,(vau),0.8,,
13/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.4,,,,0.1,(vau),,,0.4,,,,0,(vau),,,0.9,,69,(vau),0,(vau),17.5,(vco),1.2,,,,,,,,,,75,(vau),0,(vau),19.5,(vau),1.1,,
14/08/2007 09:00,,,,,,,,,,,0.1,(vau),,,1.1,,,,0,(vau),,,0.5,,,,0,(vau),,,1,,66,(vau),0,(vau),16.8,(vco),1.1,,,,,,,,,,76,(vau),0,(vau),19.5,(vau),1,,
15/08/2007 09:00,,,,,,,,,,,0.2,(vau),,,1,,,,0.1,(vau),,,0.6,,,,0,(vau),,,2.2,,80,(vau),1.2,(vau),18.2,(vco),1.7,,,,,,,,,,79,(vau),0.9,(vau),21.8,(vau),0.7,,
16/08/2007 09:00,,,,,,,,,,,2.4,(vau),,,1.6,,,,2.8,(vau),,,0.7,,,,4.3,(vau),,,1.2,,79,(vau),2.4,(vau),13.3,(vco),1.5,,,,,,,,,,86,(vau),0.3,(vau),19.5,(vau),1.2,,
17/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,0.6,,,,0,(vau),,,1,,68,(vau),0,(vau),12.9,(vco),1.3,,,,,,,,,,66,(vau),0,(vau),19.9,(vau),1.9,,
18/08/2007 09:00,,,,,,,,,,,0.1,(vau),,,1.6,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,62,(vau),0,(vau),15,(vco),0.9,,,,,,,,,,63,(vau),0,(vau),21.4,(vau),1,,
19/08/2007 09:00,,,,,,,,,,,0,(vau),,,2,,,,0,(vau),,,0.7,,,,0,(vau),,,1.5,,57,(vau),0,(vau),17.4,(vco),2,,,,,,,,,,69,(vau),0,(vau),21.4,(vau),1.8,,
20/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.5,,,,0,(vau),,,1.1,,,,0,(vau),,,1.3,,61,(vau),0,(vau),13.7,(vco),1.6,,,,,,,,,,63,(vau),0,(vau),20.8,(vau),1.8,,
21/08/2007 09:00,,,,,,,,,,,0,(vau),,,2.3,,,,0,(vau),,,1,,,,0,(vau),,,1.5,,66,(vau),0,(vau),14.6,(vco),1.7,,,,,,,,,,66,(vau),0,(vau),21.7,(vau),2.3,,
22/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.3,,,,0,(vau),,,1,,,,0,(vau),,,1.1,,61,(vau),0,(vau),11.9,(vco),2.4,,,,,,,,,,60,(vau),0,(vau),20.4,(vau),1.6,,
23/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.9,,,,0,(vau),,,1.1,,67,(vau),0,(vau),13.9,(vco),1.1,,,,,,,,,,53,(vau),0,(vau),21.1,(vau),1.1,,
24/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.9,,,,0,(vau),,,1.4,,61,(vau),0,(vau),15.5,(vco),0.9,,,,,,,,,,51,(vau),0,(vau),23.5,(vau),1.2,,
25/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,55,(vau),0,(vau),18.3,(vco),1.8,,,,,,,,,,46,(vau),0,(vau),26.5,(vau),1.4,,
26/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.5,,,,12.9,(vau),,,0.4,,,,13.1,(vau),,,1.9,,76,(vau),37.8,(vau),17.5,(vco),1.8,,,,,,,,,,93,(vau),13,(vau),18.7,(vau),0.6,,
27/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,1.1,(vau),,,0.2,,,,8.8,(vau),,,0.6,,88,(vau),2.4,(vau),17.9,(vco),0.6,,,,,,,,,,74,(vau),0,(vau),22.6,(vau),0.4,,
28/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0.1,(vau),,,0.6,,,,0,(vau),,,0.8,,71,(vau),0,(vau),21.6,(vco),0.9,,,,,,,,,,74,(vau),0,(vau),22,(vau),0.8,,
29/08/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0.1,(vau),,,0.5,,,,0,(vau),,,1.7,,70,(vau),0,(vau),18,(vco),1.4,,,,,,,,,,83,(vau),0,(vau),20.1,(vau),0.6,,
30/08/2007 09:00,,,,,,,,,,,0.1,(vau),,,0.8,,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,73,(vau),0,(vau),16.1,(vco),1.2,,,,,,,,,,89,(vau),0,(vau),19.3,(vau),0.9,,
31/08/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,1.2,,,,0,(vau),,,2.1,,56,(vau),0,(vau),14.9,(vco),1,,,,,,,,,,68,(vau),0,(vau),21.7,(vau),0.7,,
01/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,0.8,,,,0,(vau),,,1.8,,50,(vau),0,(vau),16.8,(vco),0.8,,,,,,,,,,52,(vau),0.5,(vau),23.2,(vau),0.6,,
02/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.3,,,,0,(vau),,,0.6,,54,(vau),0,(vau),16.7,(vco),1.1,,,,,,,,,,70,(vau),0,(vau),23.2,(vau),0.6,,
03/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.2,,,,0,(vau),,,0.9,,58,(vau),0,(vau),18.7,(vco),1,,,,,,,,,,76,(vau),0,(vau),21.3,(vau),0.7,,
04/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.4,,,,0,(vau),,,1.1,,54,(vau),0,(vau),18.7,(vco),1,,,,,,,,,,85,(vau),0,(vau),20.4,(vau),0.9,,
05/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.8,,,,0,(vau),,,1.9,,51,(vau),0,(vau),17.6,(vco),1.4,,,,,,,,,,82,(vau),0,(vau),21.6,(vau),0.7,,
06/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,0.4,,,,0,(vau),,,1.5,,27,(vau),0,(vau),18.6,(vco),1,,,,,,,,,,62,(vau),0,(vau),25.1,(vau),0.9,,
07/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.5,,,,0,(vau),,,1.4,,30,(vau),0,(vau),21.9,(vco),1.2,,,,,,,,,,78,(vau),0,(vau),23,(vau),1,,
08/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.4,,,,0,(vau),,,1.3,,42,(vau),0,(vau),20,(vco),0.7,,,,,,,,,,77,(vau),0,(vau),22.5,(vau),1,,
09/09/2007 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,0.3,,,,0,(vau),,,1,,40,(vau),0,(vau),18.6,(vco),0.9,,,,,,,,,,87,(vau),0,(vau),20.8,(vau),0.6,,
10/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.8,,,,0,(vau),,,0.2,,,,0,(vau),,,1.2,,38,(vau),0,(vau),19.5,(vco),0.8,,,,,,,,,,82,(vau),0,(vau),20.1,(vau),0.7,,
11/09/2007 09:00,,,,,,,,,,,6.7,(vau),,,0.7,,,,0,(vau),,,0.3,,,,0,(vau),,,1.4,,30,(vau),0,(vau),20.2,(vco),0.8,,,,,,,,,,77,(vau),0.1,(vau),22.4,(vau),0.6,,
12/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,0,(vau),,,0.3,,,,0,(vau),,,1.4,,42,(vau),0,(vau),18.8,(vco),0.8,,,,,,,,,,80,(vau),5.4,(vau),21.5,(vau),1.2,,
13/09/2007 09:00,,,,,,,,,,,2.1,(vau),,,0.6,,,,6.4,(vau),,,0.3,,,,0,(vau),,,0.9,,56,(vau),0,(vau),18,(vco),0.8,,,,,,,,,,88,(vau),0.3,(vau),19.9,(vau),0.4,,
14/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.9,,,,17.5,(vau),,,0.2,,,,0,(vau),,,0.7,,62,(vau),0.1,(vau),18.1,(vco),0.9,,,,,,,,,,82,(vau),0,(vau),21,(vau),0.4,,
15/09/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,5.1,(vau),,,0.3,,,,0,(vau),,,1.1,,57,(vau),0,(vau),18.5,(vco),0.6,,,,,,,,,,83,(vau),0,(vau),20.8,(vau),0.7,,
16/09/2007 09:00,,,,,,,,,,,0.1,(vau),,,0.6,,,,0,(vau),,,0.2,,,,0,(vau),,,0.7,,61,(vau),0,(vau),17.9,(vco),0.9,,,,,,,,,,87,(vau),2.4,(vau),20.8,(vau),0.4,,
17/09/2007 09:00,,,,,,,,,,,2.7,(vau),,,0.6,,,,1.6,(vau),,,0.2,,,,8.5,(vau),,,1,,81,(vau),1,(vau),16,(vco),0.8,,,,,,,,,,79,(vau),0,(vau),22.4,(vau),0.4,,
18/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,5,(vau),,,0.3,,,,0,(vau),,,0.9,,87,(vau),3.5,(vau),13.3,(vco),1,,,,,,,,,,90,(vau),0,(vau),18.5,(vau),0.4,,
19/09/2007 09:00,,,,,,,,,,,4.8,(vau),,,0.5,,,,2.8,(vau),,,0.6,,,,0,(vau),,,1.9,,69,(vau),0,(vau),13.3,(vco),0.7,,,,,,,,,,81,(vau),0,(vau),19.7,(vau),0.5,,
20/09/2007 09:00,,,,,,,,,,,0.1,(vau),,,0.5,,,,0,(vau),,,0.3,,,,0,(vau),,,0.9,,69,(vau),0,(vau),14.4,(vco),0.7,,,,,,,,,,86,(vau),0,(vau),20.4,(vau),0.8,,
21/09/2007 09:00,,,,,,,,,,,0.5,(vau),,,0.7,,,,6.8,(vau),,,0.3,,,,0,(vau),,,0.8,,63,(vau),0,(vau),16.3,(vco),0.9,,,,,,,,,,77,(vau),5.9,(vau),22.1,(vau),0.7,,
22/09/2007 09:00,,,,,,,,,,,3.5,(vau),,,0.6,,,,0,(vau),,,0.2,,,,0,(vau),,,1,,69,(vau),0,(vau),16.4,(vco),1.1,,,,,,,,,,89,(vau),0,(vau),18.8,(vau),0.7,,
23/09/2007 09:00,,,,,,,,,,,0,(vau),,,1.4,,,,0,(vau),,,0.2,,,,0,(vau),,,0.7,,69,(vau),0,(vau),14.4,(vco),1.1,,,,,,,,,,79,(vau),0.1,(vau),18.2,(vau),0.9,,
24/09/2007 09:00,,,,,,,,,,,0,(vau),,,1.1,,,,0,(vau),,,0.2,,,,0,(vau),,,0.6,,65,(vau),0,(vau),15.3,(vco),1,,,,,,,,,,78,(vau),0,(vau),18.9,(vau),0.3,,
25/09/2007 09:00,,,,,,,,,,,0,(vau),,,1.8,,,,0,(vau),,,0.5,,,,0,(vau),,,1.3,,73,(vau),0,(vau),12.5,(vco),1.4,,,,,,,,,,74,(vau),0,(vau),20.4,(vau),1.2,,
26/09/2007 09:00,,,,,,,,,,,0,(vau),,,1.2,,,,0,(vau),,,0.8,,,,0,(vau),,,1.2,,72,(vau),0,(vau),10.3,(vco),0.8,,,,,,,,,,73,(vau),0,(vau),17.2,(vau),1,,
27/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.6,,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,66,(vau),0,(vau),10,(vco),0.8,,,,,,,,,,67,(vau),0,(vau),17.3,(vau),0.4,,
28/09/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0,(vau),,,0.5,,,,0,(vau),,,1.9,,55,(vau),0,(vau),10.4,(vco),0.8,,,,,,,,,,67,(vau),0,(vau),16.8,(vau),0.4,,
29/09/2007 09:00,,,,,,,,,,,0,(vau),,,1,,,,0,(vau),,,0.4,,,,0,(vau),,,1.1,,61,(vau),0,(vau),11,(vco),0.7,,,,,,,,,,74,(vau),0,(vau),18.4,(vau),1,,
30/09/2007 09:00,,,,,,,,,,,31.8,(vau),,,1.8,,,,12,(vau),,,0.6,,,,1.5,(vau),,,2.8,,94,(vau),9.4,(vau),11.6,(vco),0.8,,,,,,,,,,88,(vau),37.4,(vau),19.7,(vau),2.3,,
01/10/2007 09:00,,,,,,,,,,,0.2,(vau),,,1.2,,,,29.8,(vau),,,0.2,,,,4.6,(vau),,,2.1,,99,(vau),17.7,(vau),13.4,(vco),0.6,,,,,,,,,,99,(vau),6.1,(vau),19.2,(vau),1.1,,
02/10/2007 09:00,,,,,,,,,,,0.1,(vau),,,1,,,,0.4,(vau),,,0.3,,,,2.4,(vau),,,1.9,,89,(vau),4.7,(vau),14.2,(vco),0.6,,,,,,,,,,92,(vau),0.2,(vau),18.7,(vau),0.9,,
03/10/2007 09:00,,,,,,,,,,,7,(vau),,,0.2,,,,6.3,(vau),,,0.3,,,,10.9,(vau),,,0.5,,88,(vau),6.7,(vau),13.3,(vco),0.5,,,,,,,,,,,,,,,,,,
04/10/2007 09:00,,,,,,,,,,,11.6,(vau),,,0.5,,,,14.5,(vau),,,0.2,,,,21,(vau),,,1.3,,98,(vau),6.2,(vau),12.4,(vco),0.5,,,,,,,,,,,,,,,,,,
05/10/2007 09:00,,,,,,,,,,,0.2,(vau),,,0.4,,,,0.2,(vau),,,0.1,,,,0,(vau),,,0.3,,87,(vau),0.1,(vau),11.4,(vco),0.7,,,,,,,,,,,,,,,,,,
06/10/2007 09:00,,,,,,,,,,,0.2,(vau),,,0.4,,,,0.3,(vau),,,0.2,,,,0,(vau),,,0.6,,85,(vau),0,(vau),12.5,(vco),1,,,,,,,,,,,,,,,,,,
07/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.2,,,,0,(vau),,,0.1,,,,0,(vau),,,0.4,,88,(vau),0,(vau),11.6,(vco),0.8,,,,,,,,,,,,,,,,,,
08/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.7,,,,0.1,(vau),,,0.1,,,,0,(vau),,,0.3,,85,(vau),0,(vau),11.5,(vco),0.8,,,,,,,,,,,,,,,,,,
09/10/2007 09:00,,,,,,,,,,,0.1,(vau),,,1,,,,0,(vau),,,0.4,,,,0,(vau),,,0.8,,80,(vau),0,(vau),13,(vco),0.5,,,,,,,,,,,,,,,,,,
10/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,0.5,,,,0,(vau),,,1.2,,79,(vau),0,(vau),11.8,(vco),0.7,,,,,,,,,,,,,,,,,,
11/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,,,0,(vau),,,1,,69,(vau),0,(vau),12.3,(vco),1,,,,,,,,,,,,,,,,,,
12/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,0.7,,,,0,(vau),,,1.6,,69,(vau),0,(vau),11.2,(vco),0.7,,,,,,,,,,,,,,,,,,
13/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0,(vau),,,0.2,,,,0,(vau),,,0.5,,77,(vau),0,(vau),9.8,(vco),0.7,,,,,,,,,,,,,,,,,,
14/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.4,,,,0,(vau),,,0.1,,,,0,(vau),,,0.5,,69,(vau),0,(vau),10.3,(vco),0.7,,,,,,,,,,,,,,,,,,
15/10/2007 09:00,,,,,,,,,,,0,(vau),,,0.3,,,,0,(vau),,,0.1,,,,0,(vau),,,0.4,,72,(vau),0,(vau),11.3,(vco),0.8,,,,,,,,,,,,,,,,,,
