SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MEIMOA (12O/04C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MIRA (28G/01C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (19H/02C),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,BARRAGEM DE ODELOUCA (30G/04U),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
25/03/2001 09:00,,,,,,,,,,,3.6,(vco),,,,,83,(vau),3.6,(vau),12,(vco),0.7,,,,,,,,,,,,,,,,,,
26/03/2001 09:00,,,,,,,,,,,14.7,(vco),,,,,86,(vau),14.1,(vau),12.1,(vco),0.7,,,,,,,,,,,,,,,,,,
27/03/2001 09:00,,,,,,,,,,,0,(vco),,,,,80,(vau),2.5,(vau),12,(vco),0.2,,,,,,,,,,,,,,,,,,
28/03/2001 09:00,,,,,,,,,,,4.1,(vco),,,,,86,(vau),1.1,(vau),11.3,(vco),0.1,,,,,,,,,,,,,,,,,,
29/03/2001 09:00,,,,,,,,,,,0,(vco),,,,,84,(vau),1,(vau),12.6,(vco),0.4,,,,,,,,,,,,,,,,,,
30/03/2001 09:00,,,,,,,,,,,0,(vco),,,,,82,(vau),0,(vau),13.1,(vco),0.3,,,,,,,,,,,,,,,,,,
31/03/2001 09:00,,,,,,,,,,,0,(vco),,,,,87,(vau),0,(vau),13.3,(vco),0.2,,,,,,,,,,,,,,,,,,
01/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,76,(vau),0,(vau),16.9,(vco),0.3,,,,,,,,,,,,,,,,,,
02/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,70,(vau),0,(vau),18.3,(vco),0.4,,,,,,,,,,,,,,,,,,
03/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,81,(vau),0,(vau),10.9,(vco),0.1,,,,,,,,,,,,,,,,,,
04/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,77,(vau),0.9,(vau),12.9,(vco),0.1,,,,,,,,,,,,,,,,,,
05/04/2001 09:00,,,,,,,,,,,1.7,(vco),,,,,89,(vau),0.3,(vau),15.3,(vco),0.2,,,,,,,,,,,,,,,,,,
06/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,81,(vau),0,(vau),16.2,(vco),0.2,,,,,,,,,,,,,,,,,,
07/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,82,(vau),0,(vau),14.8,(vco),0.3,,,,,,,,,,,,,,,,,,
08/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,69,(vau),0,(vau),12.4,(vco),0.1,,,,,,,,,,,,,,,,,,
09/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,65,(vau),0,(vau),15.2,(vco),0.4,,,,,,,,,,,,,,,,,,
10/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,57,(vau),0,(vau),17.8,(vco),0.1,,,,,,,,,,,,,,,,,,
11/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,64,(vau),0,(vau),18.6,(vco),0.2,,,,,,,,,,,,,,,,,,
12/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,57,(vau),0,(vau),19,(vco),0.3,,,,,,,,,,,,,,,,,,
13/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,60,(vau),0,(vau),16.3,(vco),0.3,,,,,,,,,,,,,,,,,,
14/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,47,(vau),0,(vau),17.8,(vco),0.6,,,,,,,,,,,,,,,,,,
15/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,61,(vau),0,(vau),15.7,(vco),0.4,,,,,,,,,,,,,,,,,,
16/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,63,(vau),0,(vau),16.3,(vco),0.3,,,,,,,,,,,,,,,,,,
17/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,73,(vau),0,(vau),14.7,(vco),0.3,,,,,,,,,,,,,,,,,,
18/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,77,(vau),0,(vau),13.1,(vco),0.1,,,,,,,,,,,,,,,,,,
19/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,68,(vau),0,(vau),15,(vco),0.1,,,,,,,,,,,,,,,,,,
20/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,62,(vau),0,(vau),14.4,(vco),0.3,,,,,,,,,,,,,,,,,,
21/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,57,(vau),0,(vau),14.2,(vco),0.4,,,,,,,,,,,,,,,,,,
22/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,58,(vau),0,(vau),13.9,(vco),0.5,,,,,,,,,,,,,,,,,,
23/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,75,(vau),0,(vau),15,(vco),0.4,,,,,,,,,,,,,,,,,,
24/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,84,(vau),0,(vau),14.2,(vco),0.5,,,,,,,,,,,,,,,,,,
25/04/2001 09:00,,,,,,,,,,,0.5,(vco),,,,,89,(vau),3.1,(vau),11.5,(vco),0.7,,,,,,,,,,,,,,,,,,
26/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,66,(vau),0.1,(vau),13.5,(vco),0.3,,,,,,,,,,,,,,,,,,
27/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,65,(vau),0,(vau),14.5,(vco),0.3,,,,,,,,,,,,,,,,,,
28/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,73,(vau),0,(vau),14.1,(vco),0.4,,,,,,,,,,,,,,,,,,
29/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,63,(vau),0,(vau),16.9,(vco),0.4,,,,,,,,,,,,,,,,,,
30/04/2001 09:00,,,,,,,,,,,0,(vco),,,,,66,(vau),0,(vau),11.1,(vco),0.8,,,,,,,,,,,,,,,,,,
01/05/2001 09:00,,,,,,,,,,,,,,,,,80,(vau),9.8,(vau),8.9,(vco),0.4,,,,,,,,,,,,,,,,,,
02/05/2001 09:00,,,,,,,,,,,,,,,,,72,(vau),2.8,(vau),10.3,(vco),0.3,,,,,,,,,,,,,,,,,,
03/05/2001 09:00,,,,,,,,,,,,,,,,,87,(vau),3.1,(vau),10.2,(vco),0.2,,,,,,,,,,,,,,,,,,
04/05/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),12,(vco),0.2,,,,,,,,,,,,,,,,,,
05/05/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),12.1,(vco),0.2,,,,,,,,,,,,,,,,,,
06/05/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),13.5,(vco),0.3,,,,,,,,,,,,,,,,,,
07/05/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),14,(vco),0.2,,,,,,,,,,,,,,,,,,
08/05/2001 09:00,,,,,,,,,,,,,,,,,70,(vau),0,(vau),13.4,(vco),0.3,,,,,,,,,,,,,,,,,,
09/05/2001 09:00,,,,,,,,,,,,,,,,,84,(vau),2,(vau),11.5,(vco),0.2,,,,,,,,,,,,,,,,,,
10/05/2001 09:00,,,,,,,,,,,,,,,,,91,(vau),4.2,(vau),10.7,(vco),0,,,,,,,,,,,,,,,,,,
11/05/2001 09:00,,,,,,,,,,,,,,,,,77,(vau),0,(vau),13.3,(vco),0.1,,,,,,,,,,,,,,,,,,
12/05/2001 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),16.1,(vco),0.3,,,,,,,,,,,,,,,,,,
13/05/2001 09:00,,,,,,,,,,,,,,,,,91,(vau),5,(vau),12.5,(vco),0.4,,,,,,,,,,,,,,,,,,
14/05/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),2.8,(vau),15.4,(vco),1,,,,,,,,,,,,,,,,,,
15/05/2001 09:00,,,,,,,,,,,,,,,,,95,(vau),17,(vau),13.8,(vco),0.9,,,,,,,,,,,,,,,,,,
16/05/2001 09:00,,,,,,,,,,,,,,,,,76,(vau),0,(vau),16.9,(vco),0.4,,,,,,,,,,,,,,,,,,
17/05/2001 09:00,,,,,,,,,,,,,,,,,88,(vau),0,(vau),16.5,(vco),0.4,,,,,,,,,,,,,,,,,,
18/05/2001 09:00,,,,,,,,,,,,,,,,,79,(vau),0,(vau),18.5,(vco),0.2,,,,,,,,,,,,,,,,,,
19/05/2001 09:00,,,,,,,,,,,,,,,,,77,(vau),8.8,(vau),19.5,(vco),0.2,,,,,,,,,,,,,,,,,,
20/05/2001 09:00,,,,,,,,,,,,,,,,,76,(vau),0,(vau),18.5,(vco),0.3,,,,,,,,,,,,,,,,,,
21/05/2001 09:00,,,,,,,,,,,,,,,,,70,(vau),0,(vau),18.7,(vco),0.3,,,,,,,,,,,,,,,,,,
22/05/2001 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),17.1,(vco),0.3,,,,,,,,,,,,,,,,,,
23/05/2001 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),16.4,(vco),0.3,,,,,,,,,,,,,,,,,,
24/05/2001 09:00,,,,,,,,,,,,,,,,,68,(vau),0,(vau),18.3,(vco),0.3,,,,,,,,,,,,,,,,,,
25/05/2001 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),19.3,(vco),0.2,,,,,,,,,,,,,,,,,,
26/05/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),21.4,(vco),0.3,,,,,,,,,,,,,,,,,,
27/05/2001 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),24.7,(vco),0.3,,,,,,,,,,,,,,,,,,
28/05/2001 09:00,,,,,,,,,,,,,,,,,58,(vau),0,(vau),26.8,(vco),0.2,,,,,,,,,,,,,,,,,,
29/05/2001 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),27.3,(vco),0.5,,,,,,,,,,,,,,,,,,
30/05/2001 09:00,,,,,,,,,,,,,,,,,54,(vau),0,(vau),26.7,(vco),0.3,,,,,,,,,,,,,,,,,,
31/05/2001 09:00,,,,,,,,,,,,,,,,,61,(vau),0,(vau),25.1,(vco),0.4,,,,,,,,,,,,,,,,,,
01/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,60,(vau),0,(vau),25.9,(vco),0.4,,,,,,,,,,,,,,,,,,
02/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,46,(vau),0,(vau),24.3,(vco),0.4,,,,,,,,,,,,,,,,,,
03/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,62,(vau),0,(vau),22.3,(vco),0.5,,,,,,,,,,,,,,,,,,
04/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,68,(vau),0,(vau),19.3,(vco),0.4,,,,,,,,,,,,,,,,,,
05/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,65,(vau),0,(vau),20.1,(vco),0.4,,,,,,,,,,,,,,,,,,
06/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,62,(vau),0,(vau),20.1,(vco),0.5,,,,,,,,,,,,,,,,,,
07/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,57,(vau),0,(vau),20.5,(vco),0.3,,,,,,,,,,,,,,,,,,
08/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,61,(vau),0,(vau),21.1,(vco),0.4,,,,,,,,,,,,,,,,,,
09/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,69,(vau),1.1,(vau),19.7,(vco),0.2,,,,,,,,,,,,,,,,,,
10/06/2001 09:00,,,,,,,,,,,14,(vco),,,,,96,(vau),16.3,(vau),15.3,(vco),0.1,,,,,,,,,,,,,,,,,,
11/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,66,(vau),0,(vau),19.3,(vco),0.5,,,,,,,,,,,,,,,,,,
12/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,53,(vau),0,(vau),22.2,(vco),0.3,,,,,,,,,,,,,,,,,,
13/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,58,(vau),0,(vau),20.4,(vco),0.3,,,,,,,,,,,,,,,,,,
14/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,65,(vau),0,(vau),20.4,(vco),0.4,,,,,,,,,,,,,,,,,,
15/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,70,(vau),0,(vau),20.3,(vco),0.4,,,,,,,,,,,,,,,,,,
16/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,67,(vau),0,(vau),18.2,(vco),0.5,,,,,,,,,,,,,,,,,,
17/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,56,(vau),0,(vau),18.7,(vco),0.3,,,,,,,,,,,,,,,,,,
18/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,54,(vau),0,(vau),20.2,(vco),0.5,,,,,,,,,,,,,,,,,,
19/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,39,(vau),0,(vau),25.7,(vco),0.5,,,,,,,,,,,,,,,,,,
20/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,42,(vau),0,(vau),27.3,(vco),0.4,,,,,,,,,,,,,,,,,,
21/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,55,(vau),0,(vau),24.8,(vco),0.6,,,,,,,,,,,,,,,,,,
22/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,55,(vau),0,(vau),25.7,(vco),0.4,,,,,,,,,,,,,,,,,,
23/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,57,(vau),0,(vau),23.8,(vco),0.5,,,,,,,,,,,,,,,,,,
24/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,59,(vau),0,(vau),22.5,(vco),0.3,,,,,,,,,,,,,,,,,,
25/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,64,(vau),0,(vau),22.4,(vco),0.5,,,,,,,,,,,,,,,,,,
26/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,67,(vau),0,(vau),19.9,(vco),0.6,,,,,,,,,,,,,,,,,,
27/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,67,(vau),0,(vau),20.2,(vco),0.3,,,,,,,,,,,,,,,,,,
28/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,66,(vau),0,(vau),20.1,(vco),0.3,,,,,,,,,,,,,,,,,,
29/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,60,(vau),0,(vau),22.8,(vco),0.4,,,,,,,,,,,,,,,,,,
30/06/2001 09:00,,,,,,,,,,,0,(vco),,,,,59,(vau),0,(vau),24.2,(vco),0.4,,,,,,,,,,,,,,,,,,
01/07/2001 09:00,,,,,,,,,,,,,,,,,54,(vau),0,(vau),26,(vco),0.3,,,,,,,,,,,,,,,,,,
02/07/2001 09:00,,,,,,,,,,,,,,,,,58,(vau),0,(vau),27,(vco),0.6,,,,,,,,,,,,,,,,,,
03/07/2001 09:00,,,,,,,,,,,,,,,,,63,(vau),0,(vau),22.8,(vco),0.5,,,,,,,,,,,,,,,,,,
04/07/2001 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),22,(vco),0.5,,,,,,,,,,,,,,,,,,
05/07/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),18.6,(vco),0.3,,,,,,,,,,,,,,,,,,
06/07/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),18.6,(vco),0.6,,,,,,,,,,,,,,,,,,
07/07/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),19.3,(vco),0.3,,,,,,,,,,,,,,,,,,
08/07/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),19.8,(vco),0.3,,,,,,,,,,,,,,,,,,
09/07/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),20.2,(vco),0.5,,,,,,,,,,,,,,,,,,
10/07/2001 09:00,,,,,,,,,,,,,,,,,77,(vau),0,(vau),20.4,(vco),0.3,,,,,,,,,,,,,,,,,,
11/07/2001 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),23.2,(vco),0.4,,,,,,,,,,,,,,,,,,
12/07/2001 09:00,,,,,,,,,,,,,,,,,49,(vau),0,(vau),27.9,(vco),0.6,,,,,,,,,,,,,,,,,,
13/07/2001 09:00,,,,,,,,,,,,,,,,,56,(vau),0,(vau),25,(vco),0.4,,,,,,,,,,,,,,,,,,
14/07/2001 09:00,,,,,,,,,,,,,,,,,63,(vau),0,(vau),23.4,(vco),0.5,,,,,,,,,,,,,,,,,,
15/07/2001 09:00,,,,,,,,,,,,,,,,,78,(vau),0.3,(vau),18.8,(vco),0.4,,,,,,,,,,,,,,,,,,
16/07/2001 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),19.5,(vco),0.4,,,,,,,,,,,,,,,,,,
17/07/2001 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),20.6,(vco),0.4,,,,,,,,,,,,,,,,,,
18/07/2001 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),20.6,(vco),0.4,,,,,,,,,,,,,,,,,,
19/07/2001 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),18.8,(vco),0.6,,,,,,,,,,,,,,,,,,
20/07/2001 09:00,,,,,,,,,,,,,,,,,60,(vau),0,(vau),19.7,(vco),0.5,,,,,,,,,,,,,,,,,,
21/07/2001 09:00,,,,,,,,,,,,,,,,,48,(vau),0,(vau),23.5,(vco),0.4,,,,,,,,,,,,,,,,,,
22/07/2001 09:00,,,,,,,,,,,,,,,,,51,(vau),0,(vau),24.8,(vco),0.4,,,,,,,,,,,,,,,,,,
23/07/2001 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),23.6,(vco),0.4,,,,,,,,,,,,,,,,,,
24/07/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),22.8,(vco),0.4,,,,,,,,,,,,,,,,,,
25/07/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),21.3,(vco),0.5,,,,,,,,,,,,,,,,,,
26/07/2001 09:00,,,,,,,,,,,,,,,,,65,(vau),0,(vau),20.9,(vco),0.4,,,,,,,,,,,,,,,,,,
27/07/2001 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),21.3,(vco),0.5,,,,,,,,,,,,,,,,,,
28/07/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),20.8,(vco),0.4,,,,,,,,,,,,,,,,,,
29/07/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),22.8,(vco),0.3,,,,,,,,,,,,,,,,,,
30/07/2001 09:00,,,,,,,,,,,,,,,,,62,(vau),0,(vau),24.5,(vco),0.3,,,,,,,,,,,,,,,,,,
31/07/2001 09:00,,,,,,,,,,,,,,,,,70,(vau),9.1,(vau),24.8,(vco),0.4,,,,,,,,,,,,,,,,,,
01/08/2001 09:00,,,,,,,,,,,,,,,,,73,(vau),0,(vau),23.9,(vco),0.7,,,,,,,,,,,,,,,,,,
02/08/2001 09:00,,,,,,,,,,,,,,,,,80,(vau),0,(vau),21.4,(vco),0.7,,,,,,,,,,,,,,,,,,
03/08/2001 09:00,,,,,,,,,,,,,,,,,76,(vau),0,(vau),21,(vco),0.2,,,,,,,,,,,,,,,,,,
04/08/2001 09:00,,,,,,,,,,,,,,,,,51,(vau),0,(vau),24.9,(vco),0.3,,,,,,,,,,,,,,,,,,
05/08/2001 09:00,,,,,,,,,,,,,,,,,52,(vau),0,(vau),23.3,(vco),0.6,,,,,,,,,,,,,,,,,,
06/08/2001 09:00,,,,,,,,,,,,,,,,,53,(vau),0,(vau),25.7,(vco),0.3,,,,,,,,,,,,,,,,,,
07/08/2001 09:00,,,,,,,,,,,,,,,,,44,(vau),0,(vau),27.9,(vco),0.5,,,,,,,,,,,,,,,,,,
08/08/2001 09:00,,,,,,,,,,,,,,,,,59,(vau),0,(vau),25.2,(vco),0.5,,,,,,,,,,,,,,,,,,
09/08/2001 09:00,,,,,,,,,,,,,,,,,60,(vau),0,(vau),23.4,(vco),0.6,,,,,,,,,,,,,,,,,,
10/08/2001 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),23,(vco),0.3,,,,,,,,,,,,,,,,,,
11/08/2001 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),24.7,(vco),0.2,,,,,,,,,,,,,,,,,,
12/08/2001 09:00,,,,,,,,,,,,,,,,,60,(vau),0,(vau),24.9,(vco),0.5,,,,,,,,,,,,,,,,,,
13/08/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),23.1,(vco),0.3,,,,,,,,,,,,,,,,,,
14/08/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),21.9,(vco),0.3,,,,,,,,,,,,,,,,,,
15/08/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),21.9,(vco),0.3,,,,,,,,,,,,,,,,,,
16/08/2001 09:00,,,,,,,,,,,,,,,,,73,(vau),0,(vau),21.1,(vco),0.3,,,,,,,,,,,,,,,,,,
17/08/2001 09:00,,,,,,,,,,,,,,,,,63,(vau),0,(vau),19.3,(vco),0.5,,,,,,,,,,,,,,,,,,
18/08/2001 09:00,,,,,,,,,,,,,,,,,64,(vau),0,(vau),22.5,(vco),0.5,,,,,,,,,,,,,,,,,,
19/08/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),19.6,(vco),0.4,,,,,,,,,,,,,,,,,,
20/08/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),23.1,(vco),0.4,,,,,,,,,,,,,,,,,,
21/08/2001 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),23,(vco),0.2,,,,,,,,,,,,,,,,,,
22/08/2001 09:00,,,,,,,,,,,,,,,,,67,(vau),0,(vau),21.1,(vco),0.4,,,,,,,,,,,,,,,,,,
23/08/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),23.1,(vco),0.3,,,,,,,,,,,,,,,,,,
24/08/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),23.1,(vco),0.4,,,,,,,,,,,,,,,,,,
25/08/2001 09:00,,,,,,,,,,,,,,,,,47,(vau),0,(vau),26.9,(vco),0.4,,,,,,,,,,,,,,,,,,
26/08/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),2.4,(vau),22.8,(vco),0.3,,,,,,,,,,,,,,,,,,
27/08/2001 09:00,,,,,,,,,,,,,,,,,73,(vau),0,(vau),21.1,(vco),0.3,,,,,,,,,,,,,,,,,,
28/08/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),22.7,(vco),0.3,,,,,,,,,,,,,,,,,,
29/08/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),22.6,(vco),0.4,,,,,,,,,,,,,,,,,,
30/08/2001 09:00,,,,,,,,,,,,,,,,,72,(vau),0,(vau),21.3,(vco),0.3,,,,,,,,,,,,,,,,,,
31/08/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),21.9,(vco),0.4,,,,,,,,,,,,,,,,,,
01/09/2001 09:00,,,,,,,,,,,,,,,,,68,(vau),0,(vau),20.9,(vco),0.3,,,,,,,,,,,,,,,,,,
02/09/2001 09:00,,,,,,,,,,,,,,,,,58,(vau),0,(vau),23.5,(vco),0.3,,,,,,,,,,,,,,,,,,
03/09/2001 09:00,,,,,,,,,,,,,,,,,50,(vau),0,(vau),24.8,(vco),0.4,,,,,,,,,,,,,,,,,,
04/09/2001 09:00,,,,,,,,,,,,,,,,,52,(vau),0,(vau),25.6,(vco),0.4,,,,,,,,,,,,,,,,,,
05/09/2001 09:00,,,,,,,,,,,,,,,,,65,(vau),0,(vau),25.1,(vco),0.6,,,,,,,,,,,,,,,,,,
06/09/2001 09:00,,,,,,,,,,,,,,,,,79,(vau),0,(vau),20.4,(vco),0.4,,,,,,,,,,,,,,,,,,
07/09/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),21,(vco),0.3,,,,,,,,,,,,,,,,,,
08/09/2001 09:00,,,,,,,,,,,,,,,,,46,(vau),0,(vau),24.9,(vco),0.3,,,,,,,,,,,,,,,,,,
09/09/2001 09:00,,,,,,,,,,,,,,,,,40,(vau),0,(vau),26.2,(vco),0.3,,,,,,,,,,,,,,,,,,
10/09/2001 09:00,,,,,,,,,,,,,,,,,47,(vau),0,(vau),24.5,(vco),0.3,,,,,,,,,,,,,,,,,,
11/09/2001 09:00,,,,,,,,,,,,,,,,,66,(vau),0,(vau),21.7,(vco),0.5,,,,,,,,,,,,,,,,,,
12/09/2001 09:00,,,,,,,,,,,,,,,,,70,(vau),0,(vau),19.9,(vco),0.4,,,,,,,,,,,,,,,,,,
13/09/2001 09:00,,,,,,,,,,,,,,,,,74,(vau),0,(vau),18.5,(vco),0.3,,,,,,,,,,,,,,,,,,
14/09/2001 09:00,,,,,,,,,,,,,,,,,70,(vau),0,(vau),19.4,(vco),0.3,,,,,,,,,,,,,,,,,,
15/09/2001 09:00,,,,,,,,,,,,,,,,,69,(vau),0,(vau),19.2,(vco),0.3,,,,,,,,,,,,,,,,,,
16/09/2001 09:00,,,,,,,,,,,,,,,,,51,(vau),0,(vau),23.8,(vco),0.3,,,,,,,,,,,,,,,,,,
17/09/2001 09:00,,,,,,,,,,,,,,,,,55,(vau),0,(vau),24.1,(vco),0.4,,,,,,,,,,,,,,,,,,
18/09/2001 09:00,,,,,,,,,,,,,,,,,60,(vau),0.1,(vau),21.8,(vco),0.4,,,,,,,,,,,,,,,,,,
19/09/2001 09:00,,,,,,,,,,,,,,,,,60,(vau),0,(vau),20.5,(vco),0.3,,,,,,,,,,,,,,,,,,
20/09/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),20.1,(vco),0.2,,,,,,,,,,,,,,,,,,
21/09/2001 09:00,,,,,,,,,,,,,,,,,71,(vau),0,(vau),19.9,(vco),0.3,,,,,,,,,,,,,,,,,,
22/09/2001 09:00,,,,,,,,,,,,,,,,,96,(vau),28.3,(vau),17.2,(vco),0.2,,,,,,,,,,,,,,,,,,
23/09/2001 09:00,,,,,,,,,,,,,,,,,92,(vau),1.9,(vau),17.2,(vco),0.2,,,,,,,,,,,,,,,,,,
24/09/2001 09:00,,,,,,,,,,,,,,,,,89,(vau),0.4,(vau),16.7,(vco),0.2,,,,,,,,,,,,,,,,,,
25/09/2001 09:00,,,,,,,,,,,,,,,,,77,(vau),0,(vau),16.1,(vco),0.2,,,,,,,,,,,,,,,,,,
