SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE SABOR (06O/02UG),,PONTE SABOR (06O/02UG),,PONTE SÔR (18I/02U),,PONTE SÔR (18I/02U),,PONTÉVEL (19E/03UG),,PONTÉVEL (19E/03UG),,PORCHES (31G/02UG),,PORCHES (31G/02UG),,PORRAIS (05Q/05G),,PORRAIS (05Q/05G),,PORTA COVA (02G/02U),,PORTA COVA (02G/02U),,PORTEL (24K/01UG),,PORTEL (24K/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
13/07/2007 09:00,0,(vau),0.6,,,,,,0,(vau),1.5,,0,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),2.5,,
14/07/2007 09:00,0,(vau),0.7,,,,,,0,(vau),1.3,,0,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),2.4,,
15/07/2007 09:00,0,(vau),0.9,,,,,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),1,,,,,,0,(vau),2.5,,
16/07/2007 09:00,5.8,(vau),0.8,,,,,,1.6,(vau),0.6,,0,(vau),0.5,,0.2,(vau),1,,,,,,0,(vau),2.5,,
17/07/2007 09:00,0,(vau),0.8,,,,,,0.3,(vau),0.7,,0,(vau),0.6,,0.1,(vau),0.5,,,,,,0,(vau),2.7,,
18/07/2007 09:00,0,(vau),1.1,,,,,,0,(vau),0.9,,0,(vau),0.6,,0,(vau),0.5,,,,,,0,(vau),3.4,,
19/07/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1.1,,0,(vau),0.9,,0,(vau),0.6,,,,,,0,(vau),4,,
20/07/2007 09:00,0,(vau),1.9,,,,,,0,(vau),1.2,,0,(vau),0.9,,0,(vau),0.6,,,,,,0,(vau),4.7,,
21/07/2007 09:00,0,(vau),1.2,,,,,,0,(vau),1.3,,0,(vau),0.9,,0,(vau),0.8,,,,,,0,(vau),4.1,,
22/07/2007 09:00,0,(vau),1.3,,,,,,0,(vau),1.1,,0,(vau),0.8,,0,(vau),0.7,,,,,,0,(vau),3.1,,
23/07/2007 09:00,0,(vau),1.5,,,,,,0.4,(vau),1,,2.2,(vau),0.4,,0.3,(vau),1.8,,,,,,0,(vau),3.4,,
24/07/2007 09:00,0,(vau),1,,,,,,0.1,(vau),0.9,,0.1,(vau),0.7,,0.1,(vau),0.9,,,,,,0,(vau),3.1,,
25/07/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1.4,,0,(vau),0.5,,0,(vau),0.8,,,,,,0,(vau),2.3,,
26/07/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1.5,,0,(vau),0.5,,0,(vau),0.7,,,,,,0,(vau),2.3,,
27/07/2007 09:00,0,(vau),0.9,,,,,,0,(vau),1.3,,0,(vau),0.5,,0,(vau),0.8,,,,,,0,(vau),2.8,,
28/07/2007 09:00,0,(vau),1.3,,,,,,0,(vau),1.6,,0,(vau),0.5,,0,(vau),0.8,,,,,,0,(vau),2.4,,
29/07/2007 09:00,0,(vau),1.1,,,,,,0,(vau),1.1,,0,(vau),0.3,,0,(vau),1.6,,,,,,0,(vau),1.9,,
30/07/2007 09:00,0,(vau),1,,,,,,0,(vau),0.6,,0,(vau),0.4,,0,(vau),1.7,,,,,,0,(vau),2.3,,
31/07/2007 09:00,0,(vau),0.6,,,,,,0,(vau),0.9,,0,(vau),0.4,,0,(vau),1,,,,,,0,(vau),2,,
01/08/2007 09:00,0,(vau),1,,,,,,0,(vau),0.7,,0.3,(vau),0.5,,0,(vau),1.1,,,,,,0,(vau),3.1,,
02/08/2007 09:00,0,(vau),1.3,,,,,,0,(vau),1,,0.1,(vau),0.6,,0,(vau),0.9,,,,,,0,(vau),2.6,,
03/08/2007 09:00,0,(vau),1.5,,,,,,0,(vau),1.2,,0,(vau),0.4,,0,(vau),2.2,,,,,,0,(vau),1.4,,
04/08/2007 09:00,0,(vau),0.6,,,,,,0,(vau),0.5,,0,(vau),0.3,,0,(vau),1.4,,,,,,0,(vau),1.6,,
05/08/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.7,,0,(vau),0.5,,0,(vau),0.7,,,,,,0,(vau),2,,
06/08/2007 09:00,0.1,(vau),1,,,,,,0,(vau),1.3,,3.7,(vau),0.7,,0,(vau),1.1,,,,,,0,(vau),3.7,,
07/08/2007 09:00,0,(vau),1.8,,,,,,0,(vau),1.6,,0,(vau),0.6,,0,(vau),1.6,,,,,,0,(vau),3.2,,
08/08/2007 09:00,0,(vau),2,,,,,,0,(vau),1.3,,0,(vau),0.3,,0,(vau),2.1,,,,,,0,(vau),1.2,,
09/08/2007 09:00,0,(vau),1,,,,,,0,(vau),0.8,,0,(vau),0.4,,0,(vau),1.9,,,,,,0,(vau),1.6,,
10/08/2007 09:00,0,(vau),0.8,,,,,,0,(vau),0.9,,0,(vau),0.4,,0,(vau),1.9,,,,,,0,(vau),2.1,,
11/08/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.6,,0,(vau),0.3,,0,(vau),0.9,,,,,,0,(vau),2.4,,
12/08/2007 09:00,0,(vau),0.9,,,,,,0,(vau),1,,0,(vau),0.6,,0,(vau),0.8,,,,,,0,(vau),3.7,,
13/08/2007 09:00,0,(vau),1.1,,,,,,0,(vau),1.4,,0.1,(vau),0.4,,0,(vau),1.1,,,,,,0,(vau),3.1,,
14/08/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),2.5,,
15/08/2007 09:00,0,(vau),1.4,,,,,,0,(vau),0.7,,0,(vau),0.4,,0,(vau),1.4,,,,,,0,(vau),2.4,,
16/08/2007 09:00,0.8,(vau),0.9,,,,,,6.7,(vau),0.8,,0,(vau),0.7,,2.5,(vau),0.7,,,,,,0,(vau),3.8,,
17/08/2007 09:00,0,(vau),1.9,,,,,,0,(vau),1.3,,0,(vau),0.7,,0,(vau),2,,,,,,0,(vau),2.5,,
18/08/2007 09:00,0,(vau),0.9,,,,,,0,(vau),1.8,,0,(vau),0.4,,0,(vau),1.2,,,,,,0,(vau),2.3,,
19/08/2007 09:00,0,(vau),1.9,,,,,,0,(vau),1.6,,0,(vau),0.7,,0,(vau),0.9,,,,,,0,(vau),3.2,,
20/08/2007 09:00,0,(vau),2.3,,,,,,0,(vau),1.7,,0,(vau),0.7,,0,(vau),1.9,,,,,,0,(vau),3.3,,
21/08/2007 09:00,0,(vau),2.4,,,,,,0,(vau),1.5,,0,(vau),0.7,,0,(vau),1.5,,,,,,0,(vau),3.4,,
22/08/2007 09:00,0,(vau),2.2,,,,,,0,(vau),1.4,,0,(vau),0.6,,0,(vau),1.6,,,,,,0,(vau),3.1,,
23/08/2007 09:00,0,(vau),1.2,,,,,,0,(vau),1,,0.6,(vau),0.3,,0,(vau),1.5,,,,,,0,(vau),1.8,,
24/08/2007 09:00,0,(vau),1.4,,,,,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.9,,,,,,0.6,(vau),2.1,,
25/08/2007 09:00,0,(vau),2.4,,,,,,0.2,(vau),1.2,,3.6,(vau),0.4,,0,(vau),3.2,,,,,,1.4,(vau),1.6,,
26/08/2007 09:00,24.3,(vau),1.1,,,,,,3.3,(vau),0.6,,2.9,(vau),0.1,,26.7,(vau),2.1,,,,,,11.5,(vau),0.8,,
27/08/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,2.8,(vau),0.3,,2.6,(vau),0.6,,,,,,0.1,(vau),1.1,,
28/08/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.6,,0,(vau),0.3,,0,(vau),0.6,,,,,,0,(vau),1.8,,
29/08/2007 09:00,0,(vau),1,,,,,,0,(vau),0.7,,0,(vau),0.3,,0,(vau),1.1,,,,,,0,(vau),2.9,,
30/08/2007 09:00,0,(vau),1.5,,,,,,0,(vau),0.9,,1.4,(vau),0.4,,0,(vau),1.8,,,,,,0,(vau),3.1,,
31/08/2007 09:00,0,(vau),1.8,,,,,,0,(vau),0.9,,0,(vau),0.3,,0,(vau),2.5,,,,,,0,(vau),1.4,,
01/09/2007 09:00,0,(vau),1.6,,,,,,0,(vau),0.8,,0,(vau),0.4,,0,(vau),2.8,,,,,,0,(vau),1.5,,
02/09/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.7,,0,(vau),0.4,,0,(vau),1,,,,,,0,(vau),1.6,,
03/09/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1.1,,0.3,(vau),0.4,,0,(vau),1.6,,,,,,0,(vau),1.9,,
04/09/2007 09:00,0,(vau),1.4,,,,,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),2.2,,,,,,0,(vau),1.5,,
05/09/2007 09:00,0,(vau),1.8,,,,,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),2.8,,,,,,0,(vau),1.3,,
06/09/2007 09:00,0,(vau),0.8,,,,,,0,(vau),0.9,,0,(vau),0.8,,0,(vau),2.5,,,,,,0,(vau),1.7,,
07/09/2007 09:00,0,(vau),1,,,,,,0,(vau),0.9,,0,(vau),0.5,,0,(vau),2.2,,,,,,0,(vau),1.8,,
08/09/2007 09:00,0,(vau),1,,,,,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),1.9,,,,,,0,(vau),1.7,,
09/09/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),1.4,,,,,,0,(vau),2.4,,
10/09/2007 09:00,0,(vau),0.9,,,,,,0,(vau),0.8,,0,(vau),0.3,,0,(vau),1.6,,,,,,0,(vau),1.9,,
11/09/2007 09:00,0,(vau),1,,,,,,0,(vau),0.7,,0.5,(vau),0.2,,0,(vau),2.1,,,,,,3.1,(vau),1.4,,
12/09/2007 09:00,0,(vau),0.9,,,,,,1.8,(vau),1,,24.5,(vau),0.2,,0,(vau),2.3,,,,,,3,(vau),1.9,,
13/09/2007 09:00,0,(vau),0.8,,,,,,0.7,(vau),0.4,,3.1,(vau),0.2,,0,(vau),0.9,,,,,,0.6,(vau),0.7,,
14/09/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.9,,0,(vau),0.2,,2.3,(vau),0.6,,,,,,0.1,(vau),1,,
15/09/2007 09:00,0,(vau),0.7,,,,,,0,(vau),1,,0,(vau),0.3,,0,(vau),1.8,,,,,,0.8,(vau),1.6,,
16/09/2007 09:00,0,(vau),0.5,,,,,,2.4,(vau),0.6,,0,(vau),0.3,,0,(vau),0.9,,,,,,4.5,(vau),0.8,,
17/09/2007 09:00,2.4,(vau),0.6,,,,,,0.8,(vau),0.3,,0,(vau),0.3,,12.3,(vau),0.5,,,,,,0,(vau),1.2,,
18/09/2007 09:00,0.5,(vau),0.6,,,,,,0.4,(vau),0.3,,0,(vau),0.3,,0,(vau),0.6,,,,,,0.1,(vau),1.7,,
19/09/2007 09:00,0,(vau),2.3,,,,,,0,(vau),0.5,,0,(vau),0.3,,0,(vau),3.1,,,,,,0,(vau),1.1,,
20/09/2007 09:00,0,(vau),0.7,,,,,,0.2,(vau),0.6,,0.1,(vau),0.3,,0,(vau),1.3,,,,,,0,(vau),1.1,,
21/09/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.6,,0,(vau),0.1,,0,(vau),1.3,,,,,,1.4,(vau),1.4,,
22/09/2007 09:00,0,(vau),0.8,,,,,,0,(vau),0.9,,0,(vau),0.4,,0,(vau),0.7,,,,,,1.2,(vau),1.6,,
23/09/2007 09:00,0,(vau),0.9,,,,,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1,,,,,,0,(vau),2.2,,
24/09/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.5,,,,,,0,(vau),1.8,,
25/09/2007 09:00,0,(vau),1.2,,,,,,0,(vau),1.3,,0,(vau),0.5,,0,(vau),0.8,,,,,,0,(vau),2.4,,
26/09/2007 09:00,0,(vau),1.5,,,,,,0,(vau),1.1,,0,(vau),0.4,,0,(vau),1.7,,,,,,0,(vau),2.1,,
27/09/2007 09:00,0,(vau),0.8,,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),1.4,,,,,,0,(vau),0.9,,
28/09/2007 09:00,0,(vau),1.1,,,,,,0,(vau),0.6,,0,(vau),0.3,,0,(vau),1.8,,,,,,0,(vau),1.1,,
29/09/2007 09:00,0,(vau),0.7,,,,,,0,(vau),0.5,,0,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),1.8,,
30/09/2007 09:00,1.9,(vau),1.7,,,,,,16.6,(vau),1.5,,1.6,(vau),0.9,,2.5,(vau),1.9,,,,,,10.6,(vau),2.8,,
01/10/2007 09:00,0.9,(vau),1,,,,,,0.5,(vau),0.8,,9.3,(vau),0.5,,4.7,(vau),1.1,,,,,,9.2,(vau),2,,
02/10/2007 09:00,0.1,(vau),1,,,,,,0.1,(vau),0.8,,0,(vau),0.2,,1.4,(vau),1.1,,,,,,16.7,(vau),0.6,,
03/10/2007 09:00,15.2,(vau),0.3,,,,,,0.2,(vau),0.3,,0,(vau),0.2,,10.3,(vau),0.7,,,,,,10.4,(vau),1.1,,
04/10/2007 09:00,30.9,(vau),0.1,,,,,,1.6,(vau),0.2,,0,(vau),0.3,,25.1,(vau),0.7,,,,,,1.8,(vau),0.8,,
05/10/2007 09:00,0,(vau),0.4,,,,,,0.2,(vau),0.3,,0,(vau),0.3,,0,(vau),0.3,,,,,,0.7,(vau),0.7,,
06/10/2007 09:00,0,(vau),0.5,,,,,,0.2,(vau),0.2,,0,(vau),0.2,,0,(vau),0.4,,,,,,0.1,(vau),0.9,,
07/10/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.3,,0,(vau),0.2,,0,(vau),0.2,,,,,,0,(vau),0.9,,
08/10/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),0.2,,,,,,0,(vau),1.5,,
09/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),1.1,,,,,,0,(vau),1.5,,
10/10/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),1.4,,,,,,0,(vau),1.6,,
11/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.7,,0,(vau),0.3,,0,(vau),0.9,,,,,,0,(vau),1.4,,
12/10/2007 09:00,0,(vau),0.8,,,,,,0,(vau),1,,0,(vau),0.2,,0,(vau),2.1,,,,,,0,(vau),1.5,,
13/10/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),0.7,,,,,,0,(vau),1.6,,
14/10/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.6,,,,,,0,(vau),0.7,,
15/10/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.7,,0,(vau),0.4,,0,(vau),0.5,,,,,,0.1,(vau),0.7,,
16/10/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.2,,0,(vau),0.3,,0,(vau),0.2,,,,,,0,(vau),0.9,,
17/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.5,,0,(vau),0.3,,0,(vau),0.3,,,,,,0,(vau),0.8,,
18/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.7,,,,,,0,(vau),0.9,,
19/10/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),1.7,,,,,,0,(vau),1.9,,
20/10/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.5,,,,,,0,(vau),1.3,,
21/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),1,,,,,,0,(vau),0.9,,
22/10/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),0.3,,,,,,0,(vau),0.6,,
23/10/2007 09:00,0,(vau),0.3,,,,,,0.1,(vau),0.5,,0,(vau),0.2,,0,(vau),0.4,,,,,,0,(vau),1.1,,
24/10/2007 09:00,0.1,(vau),0.2,,,,,,0.5,(vau),0.2,,0,(vau),0.3,,3.8,(vau),0.5,,,,,,2.3,(vau),2.1,,
25/10/2007 09:00,0.1,(vau),0.3,,,,,,0.2,(vau),0.3,,0,(vau),0.2,,0.1,(vau),0.5,,,,,,0.7,(vau),1,,
26/10/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),0.6,,,,,,0,(vau),0.8,,
27/10/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.5,,0,(vau),0.1,,0,(vau),0.8,,,,,,0,(vau),1.5,,
28/10/2007 09:00,0,(vau),0.6,,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),1.3,,,,,,0,(vau),1.4,,
29/10/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.8,,0,(vau),0.1,,0,(vau),0.2,,,,,,0,(vau),1.5,,
30/10/2007 09:00,0,(vau),0.7,,,,,,0,(vau),1.2,,0,(vau),0.5,,0,(vau),0.8,,,,,,0.1,(vau),2.4,,
31/10/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.9,,,,,,0,(vau),2.1,,
01/11/2007 09:00,0,(vau),1.2,,,,,,0,(vau),0.8,,0,(vau),0.2,,0,(vau),1.6,,,,,,0,(vau),1.4,,
02/11/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.6,,0,(vau),0.2,,0,(vau),1,,,,,,0,(vau),1.2,,
03/11/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.3,,0,(vau),0.2,,0,(vau),1.5,,,,,,0,(vau),0.9,,
04/11/2007 09:00,0,(vau),0.1,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),0.7,,,,,,0,(vau),1,,
05/11/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.6,,0,(vau),0.2,,0,(vau),0.5,,,,,,0,(vau),1.1,,
06/11/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),0.9,,,,,,0,(vau),1,,
07/11/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.4,,0,(vau),0.2,,0,(vau),1.9,,,,,,0,(vau),0.8,,
08/11/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),0.4,,,,,,0,(vau),0.9,,
09/11/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.6,,0,(vau),0.1,,0,(vau),1.2,,,,,,0,(vau),1.3,,
10/11/2007 09:00,0,(vau),0.9,,,,,,0,(vau),0.3,,0,(vau),0.1,,0,(vau),2.7,,,,,,0,(vau),0.7,,
11/11/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.5,,0,(vau),0.1,,0,(vau),0.7,,,,,,0,(vau),0.6,,
12/11/2007 09:00,0,(vau),0.1,,,,,,0,(vau),0.2,,0,(vau),0.1,,0,(vau),0.2,,,,,,0,(vau),0.6,,
13/11/2007 09:00,0,(vau),0.2,,,,,,0,(vau),0.6,,0,(vau),0.1,,0,(vau),0.6,,,,,,0,(vau),1.3,,
14/11/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.9,,0,(vau),0.2,,0,(vau),0.7,,,,,,0,(vau),1.8,,
15/11/2007 09:00,0.1,(vau),0.3,,,,,,0,(vau),0.7,,0,(vau),0.2,,0,(vau),0.6,,,,,,0,(vau),1.3,,
16/11/2007 09:00,0,(vau),0.6,,,,,,0,(vau),0.5,,0,(vau),0.1,,0,(vau),1.5,,,,,,0,(vau),0.9,,
17/11/2007 09:00,0,(vau),,,,,,,0,(vau),0.8,,0,(vau),0.1,,0,(vau),0.9,,,,,,0,(vau),1.2,,
18/11/2007 09:00,0,(vau),,,,,,,0,(vau),0.3,,0,(vau),0.1,,0,(vau),0.2,,,,,,0,(vau),0.5,,
19/11/2007 09:00,0.1,(vau),,,,,,,0.7,(vau),0.2,,0.1,(vau),0.1,,0,(vau),1.4,,,,,,0.1,(vau),0.8,,
20/11/2007 09:00,37.3,(vau),0.7,,,,,,42.2,(vau),0.8,,0.2,(vau),1.4,,39.1,(vau),1,,,,,,47.3,(vau),2.8,,
21/11/2007 09:00,1.1,(vau),0.3,,,,,,0.3,(vau),0.3,,0.1,(vau),0.3,,0.4,(vau),0.5,,,,,,13,(vau),1.5,,
22/11/2007 09:00,4,(vau),0.3,,,,,,3.1,(vau),0.4,,0,(vau),0.1,,8,(vau),1,,,,,,2.2,(vau),0.6,,
23/11/2007 09:00,0.1,(vau),0.6,,,,,,1.1,(vau),0.5,,0,(vau),0.2,,0,(vau),0.4,,,,,,0,(vau),2.4,,
24/11/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.3,,0,(vau),0.1,,0.1,(vau),0.3,,,,,,0.1,(vau),1.2,,
25/11/2007 09:00,0,(vau),0.7,,,,,,0.1,(vau),0.9,,0,(vau),0.6,,0,(vau),1.7,,,,,,0,(vau),3,,
26/11/2007 09:00,0,(vau),0.4,,,,,,0,(vau),0.7,,0,(vau),0.3,,0,(vau),0.8,,,,,,0,(vau),2.1,,
27/11/2007 09:00,0,(vau),0.5,,,,,,0,(vau),0.5,,0,(vau),0.2,,0,(vau),1.8,,,,,,0,(vau),1.5,,
28/11/2007 09:00,0,(vau),0.8,,,,,,0,(vau),0.4,,0,(vau),0.1,,0,(vau),1.8,,,,,,0.1,(vau),1,,
29/11/2007 09:00,0.1,(vau),0.3,,,,,,0.1,(vau),0.3,,0,(vau),0.1,,0,(vau),0.4,,,,,,0.2,(vau),0.5,,
30/11/2007 09:00,0.2,(vau),0.2,,,,,,0,(vau),0.3,,0,(vau),0.1,,0,(vau),0.4,,,,,,0.2,(vau),0.7,,
01/12/2007 09:00,0,(vau),0.3,,,,,,0,(vau),0.2,,0,(vau),0.1,,0,(vau),0.4,,,,,,0.2,(vau),0.4,,
02/12/2007 09:00,,,,,,,,,0.2,(vau),0.1,,0,(vau),0,,0.5,(vau),0.4,,,,,,0,(vau),1.1,,
03/12/2007 09:00,,,,,,,,,0.1,(vau),0.2,,0,(vau),0.1,,0,(vau),0.5,,,,,,0.3,(vau),0.8,,
04/12/2007 09:00,,,,,,,,,0.3,(vau),0.2,,0,(vau),0.2,,0.1,(vau),0.4,,,,,,0.1,(vau),1.8,,
05/12/2007 09:00,,,,,,,,,0.3,(vau),0.1,,0,(vau),0.1,,0.3,(vau),0.4,,,,,,0.3,(vau),0.8,,
06/12/2007 09:00,,,,,,,,,0.2,(vau),0.1,,0.1,(vau),0.2,,0.5,(vau),0.1,,,,,,0.1,(vau),0.8,,
07/12/2007 09:00,,,,,,,,,0.2,(vau),0.5,,0.1,(vau),0.2,,0,(vau),0.5,,,,,,0.3,(vau),0.9,,
08/12/2007 09:00,,,,,,,,,0.2,(vau),0.4,,0.1,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),2.8,,
09/12/2007 09:00,,,,,,,,,0.1,(vau),0.5,,0,(vau),0.1,,0.1,(vau),1.5,,,,,,0,(vau),1.6,,
10/12/2007 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.1,,0,(vau),1,,,,,,0.3,(vau),2.4,,
11/12/2007 09:00,,,,,,,,,0,(vau),0.4,,0.1,(vau),0.2,,0,(vau),0.6,,,,,,0,(vau),1.2,,
12/12/2007 09:00,,,,,,,,,0,(vau),0.6,,0,(vau),0.1,,0,(vau),0.9,,,,,,0.6,(vau),1.2,,
13/12/2007 09:00,,,,,,,,,0,(vau),0.3,,0,(vau),0.1,,0,(vau),1.1,,,,,,0,(vau),0.7,,
14/12/2007 09:00,,,,,,,,,0.3,(vau),0.2,,0,(vau),0.1,,0,(vau),0.6,,,,,,0.2,(vau),0.5,,
15/12/2007 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.1,,0,(vau),0.3,,,,,,0.1,(vau),0.5,,
16/12/2007 09:00,,,,,,,,,0,(vau),0.3,,0,(vau),0,,0,(vau),0.9,,,,,,0.1,(vau),0.5,,
17/12/2007 09:00,,,,,,,,,0.2,(vau),0.6,,0.2,(vau),0.1,,0,(vau),0.3,,,,,,0.2,(vau),0.6,,
18/12/2007 09:00,,,,,,,,,0.1,(vau),0.2,,0.1,(vau),0.1,,0,(vau),0.6,,,,,,0,(vau),0.5,,
19/12/2007 09:00,,,,,,,,,6.8,(vau),1.7,,5.3,(vau),1.4,,9.7,(vau),2.4,,,,,,1.2,(vau),3.3,,
20/12/2007 09:00,,,,,,,,,15.6,(vau),2,,68.5,(vau),0.7,,0.2,(vau),2.6,,,,,,0.7,(vau),2.6,,
21/12/2007 09:00,,,,,,,,,0.8,(vau),2,,43.6,(vau),0.3,,0.9,(vau),2,,,,,,4.6,(vau),1.2,,
22/12/2007 09:00,,,,,,,,,0.1,(vau),1,,5.4,(vau),0.1,,0,(vau),1.5,,,,,,0,(vau),1.7,,
23/12/2007 09:00,,,,,,,,,0,(vau),0.5,,0,(vau),0.1,,0.1,(vau),1,,,,,,0,(vau),1.3,,
24/12/2007 09:00,,,,,,,,,0.1,(vau),0.5,,0.2,(vau),0.1,,0,(vau),0.8,,,,,,0.1,(vau),0.9,,
25/12/2007 09:00,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.1,,0,(vau),0.4,,,,,,0.2,(vau),0.5,,
26/12/2007 09:00,,,,,,,,,5.2,(vau),0.7,,1.2,(vau),0.3,,11,(vau),1,,,,,,2.5,(vau),2.8,,
27/12/2007 09:00,,,,,,,,,0,(vau),0.4,,0,(vau),0.3,,0,(vau),1.1,,,,,,0,(vau),1.8,,
28/12/2007 09:00,,,,,,,,,0.1,(vau),0.5,,0,(vau),0,,0,(vau),0.4,,,,,,0.2,(vau),0.7,,
29/12/2007 09:00,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0,,0.1,(vau),0.3,,,,,,0.2,(vau),0.5,,
30/12/2007 09:00,,,,,,,,,0.3,(vau),0,,0.1,(vau),0.1,,0.1,(vau),0.2,,,,,,0.2,(vau),0.3,,
31/12/2007 09:00,,,,,,,,,0,(vau),0.2,,0.1,(vau),0.1,,0.1,(vau),0.9,,,,,,0.2,(vau),0.6,,
01/01/2008 09:00,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.1,,0,(vau),0.7,,,,,,0.2,(vau),0.5,,
02/01/2008 09:00,,,,,,,,,18.5,(vau),0.4,,9.8,(vau),0.7,,9.1,(vau),1.1,,,,,,15.7,(vau),2.1,,
03/01/2008 09:00,,,,,,,,,11.3,(vau),1.3,,9.1,(vau),0.7,,16.6,(vau),2.7,,,,,,14.8,(vau),3.3,,
04/01/2008 09:00,,,,,,,,,12.1,(vau),0.6,,16,(vau),0.5,,2.4,(vau),1.2,,,,,,7.6,(vau),2.2,,
05/01/2008 09:00,,,,,,,,,0.1,(vau),0.1,,0.1,(vau),0.2,,0.1,(vau),0.6,,,,,,0.2,(vau),0.7,,
06/01/2008 09:00,,,,,,,,,,,,,0.3,(vau),0,,0,(vau),1.3,,,,,,0.8,(vau),0.9,,
07/01/2008 09:00,,,,,,,,,,,,,0,(vau),0,,0,(vau),0.9,,,,,,0,(vau),0.7,,
