SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PORTELA DO HOMEM (03I/01G),,PORTELA DO HOMEM (03I/01G),,PORTELA DO VADE (03G/03UG),,PORTELA DO VADE (03G/03UG),,PORTELINHA (01H/02G),,PORTELINHA (01H/02G),,PORTO CARRO (16D/02U),,PORTO CARRO (16D/02U),,PORTO CHÃO (02H/06U),,PORTO CHÃO (02H/06U),,PORTO DE MÓS (16E/03UG),,PORTO DE MÓS (16E/03UG),,POÇO DE BOLIQUEIME (31I/03U),,POÇO DE BOLIQUEIME (31I/03U),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
11/01/2012 09:00,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,,,,,,,,,
12/01/2012 09:00,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,,,,,
13/01/2012 09:00,,,,,,,,,0.1,(vau),0.6,,,,,,,,,,,,,,,,,,
14/01/2012 09:00,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,,,,,
15/01/2012 09:00,,,,,,,,,20.6,(vau),2.1,,,,,,,,,,,,,,,,,,
16/01/2012 09:00,,,,,,,,,1.2,(vau),1,,,,,,,,,,,,,,,,,,
17/01/2012 09:00,,,,,,,,,19.9,(vau),2.6,,,,,,,,,,,,,,,,,,
18/01/2012 09:00,,,,,,,,,13.2,(vau),0.4,,,,,,,,,,,,,,,,,,
19/01/2012 09:00,,,,,,,,,0.1,(vau),1,,,,,,,,,,,,,,,,,,
20/01/2012 09:00,,,,,,,,,0.3,(vau),1.4,,,,,,,,,,,,,,,,,,
21/01/2012 09:00,,,,,,,,,0,(vau),2.6,,,,,,,,,,,,,,,,,,
22/01/2012 09:00,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
23/01/2012 09:00,,,,,,,,,0.1,(vau),2.4,,,,,,,,,,,,,,,,,,
24/01/2012 09:00,,,,,,,,,0,(vau),1.6,,,,,,,,,,,,,,,,,,
25/01/2012 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
26/01/2012 09:00,,,,,,,,,0.9,(vau),0.8,,,,,,,,,,,,,,,,,,
27/01/2012 09:00,,,,,,,,,1.2,(vau),4.1,,,,,,,,,,,,,,,,,,
28/01/2012 09:00,,,,,,,,,0,(vau),2.7,,,,,,,,,,,,,,,,,,
29/01/2012 09:00,,,,,,,,,0,(vau),2.3,,,,,,,,,,,,,,,,,,
30/01/2012 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
31/01/2012 09:00,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
01/02/2012 09:00,,,,,,,,,1.2,(vau),1,,,,,,,,,,,,,,,,,,
02/02/2012 09:00,,,,,,,,,9,(vau),4.4,,,,,,,,,,,,,,,,,,
03/02/2012 09:00,,,,,,,,,0,(vau),4.7,,,,,,,,,,,,,,,,,,
04/02/2012 09:00,,,,,,,,,0,(vau),2.9,,,,,,,,,,,,,,,,,,
05/02/2012 09:00,,,,,,,,,0,(vau),2.5,,,,,,,,,,,,,,,,,,
06/02/2012 09:00,,,,,,,,,2.5,(vau),3.3,,,,,,,,,,,,,,,,,,
07/02/2012 09:00,,,,,,,,,0.6,(vau),3.7,,,,,,,,,,,,,,,,,,
08/02/2012 09:00,,,,,,,,,0.6,(vau),4.9,,,,,,,,,,,,,,,,,,
09/02/2012 09:00,,,,,,,,,0,(vau),6,,,,,,,,,,,,,,,,,,
10/02/2012 09:00,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,,,,,
11/02/2012 09:00,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
12/02/2012 09:00,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,,,,,
13/02/2012 09:00,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,,,,,
14/02/2012 09:00,,,,,,,,,0.3,(vau),4.6,,,,,,,,,,,,,,,,,,
15/02/2012 09:00,,,,,,,,,3.4,(vau),4.6,,,,,,,,,,,,,,,,,,
16/02/2012 09:00,,,,,,,,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
17/02/2012 09:00,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
18/02/2012 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
19/02/2012 09:00,,,,,,,,,0,(vau),2.2,,,,,,,,,,,,,,,,,,
20/02/2012 09:00,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
21/02/2012 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
22/02/2012 09:00,,,,,,,,,0,(vau),1,,,,,,,,,,,,,,,,,,
23/02/2012 09:00,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,,,,,
24/02/2012 09:00,,,,,,,,,0,(vau),1.1,,,,,,,,,,,,,,,,,,
25/02/2012 09:00,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
26/02/2012 09:00,,,,,,,,,0,(vau),0.4,,,,,,,,,,,,,,,,,,
27/02/2012 09:00,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
28/02/2012 09:00,,,,,,,,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
29/02/2012 09:00,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
01/03/2012 09:00,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,,,,,
02/03/2012 09:00,,,,,,,,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
03/03/2012 09:00,,,,,,,,,0.5,(vau),1.8,,,,,,,,,,,,,,,,,,
08/11/2014 09:00,,,,,,,,,0.7,(vau),1.1,,,,,,,,,,,,,,,,,,
09/11/2014 09:00,,,,,,,,,23.3,(vau),1.5,,,,,,,,,,,,,,,,,,
10/11/2014 09:00,,,,,,,,,2.1,(vau),1.4,,,,,,,,,,,,,,,,,,
11/11/2014 09:00,,,,,,,,,24.6,(vau),2.8,,,,,,,,,,,,,,,,,,
12/11/2014 09:00,,,,,,,,,16.3,(vau),1.4,,,,,,,,,,,,,,,,,,
13/11/2014 09:00,,,,,,,,,22.7,(vau),3.6,,,,,,,,,,,,,,,,,,
14/11/2014 09:00,,,,,,,,,14.2,(vau),3.4,,,,,,,,,,,,,,,,,,
15/11/2014 09:00,,,,,,,,,19,(vau),1.5,,,,,,,,,,,,,,,,,,
16/11/2014 09:00,,,,,,,,,30.8,(vau),1.9,,,,,,,,,,,,,,,,,,
17/11/2014 09:00,,,,,,,,,34.3,(vau),2.4,,,,,,,,,,,,,,,,,,
18/11/2014 09:00,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,,,,,
19/11/2014 09:00,,,,,,,,,8.6,(vau),2.6,,,,,,,,,,,,,,,,,,
20/11/2014 09:00,,,,,,,,,10.5,(vau),2.9,,,,,,,,,,,,,,,,,,
21/11/2014 09:00,,,,,,,,,0.3,(vau),2.3,,,,,,,,,,,,,,,,,,
22/11/2014 09:00,,,,,,,,,0.5,(vau),1.3,,,,,,,,,,,,,,,,,,
23/11/2014 09:00,,,,,,,,,11.5,(vau),1.8,,,,,,,,,,,,,,,,,,
24/11/2014 09:00,,,,,,,,,1.7,(vau),2.3,,,,,,,,,,,,,,,,,,
25/11/2014 09:00,,,,,,,,,0.2,(vau),0.8,,,,,,,,,,,,,,,,,,
26/11/2014 09:00,,,,,,,,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
27/11/2014 09:00,,,,,,,,,0.6,(vau),1.8,,,,,,,,,,,,,,,,,,
28/11/2014 09:00,,,,,,,,,6.8,(vau),5.7,,,,,,,,,,,,,,,,,,
29/11/2014 09:00,,,,,,,,,1.1,(vau),0.9,,,,,,,,,,,,,,,,,,
30/11/2014 09:00,,,,,,,,,0.1,(vau),4.7,,,,,,,,,,,,,,,,,,
01/12/2014 09:00,,,,,,,,,0,(vau),6.7,,,,,,,,,,,,,,,,,,
02/12/2014 09:00,,,,,,,,,0,(vau),5.3,,,,,,,,,,,,,,,,,,
03/12/2014 09:00,,,,,,,,,0.6,(vau),5.2,,,,,,,,,,,,,,,,,,
04/12/2014 09:00,,,,,,,,,0,(vau),2.4,,,,,,,,,,,,,,,,,,
05/12/2014 09:00,,,,,,,,,1.4,(vau),1.7,,,,,,,,,,,,,,,,,,
06/12/2014 09:00,,,,,,,,,0.1,(vau),3.7,,,,,,,,,,,,,,,,,,
07/12/2014 09:00,,,,,,,,,0.7,(vau),4.3,,,,,,,,,,,,,,,,,,
08/12/2014 09:00,,,,,,,,,0.1,(vau),2.6,,,,,,,,,,,,,,,,,,
09/12/2014 09:00,,,,,,,,,0,(vau),3.1,,,,,,,,,,,,,,,,,,
10/12/2014 09:00,,,,,,,,,0.1,(vau),2.4,,,,,,,,,,,,,,,,,,
11/12/2014 09:00,,,,,,,,,0.1,(vau),2.2,,,,,,,,,,,,,,,,,,
12/12/2014 09:00,,,,,,,,,0.1,(vau),1.3,,,,,,,,,,,,,,,,,,
13/12/2014 09:00,,,,,,,,,28.5,(vau),3.2,,,,,,,,,,,,,,,,,,
14/12/2014 09:00,,,,,,,,,7.4,(vau),3.8,,,,,,,,,,,,,,,,,,
15/12/2014 09:00,,,,,,,,,0,(vau),3.1,,,,,,,,,,,,,,,,,,
16/12/2014 09:00,,,,,,,,,3.9,(vau),2.6,,,,,,,,,,,,,,,,,,
17/12/2014 09:00,,,,,,,,,2.6,(vau),2.7,,,,,,,,,,,,,,,,,,
18/12/2014 09:00,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
19/12/2014 09:00,,,,,,,1.7,,0,(vau),1.6,,,,,,,,,,,,,,,,,,
20/12/2014 09:00,,,,,,,2.2,,0.1,(vau),2.5,,,,,,,,,,,,,,,,,,
21/12/2014 09:00,,,,,,,1,,0.3,(vau),0.9,,,,,,,,,,,,,,,,,,
22/12/2014 09:00,,,,,,,0.5,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
23/12/2014 09:00,,,,,,,0.3,,0,(vau),0.6,,,,,,,,,,,,,,,,,,
24/12/2014 09:00,,,,,,,,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
25/12/2014 09:00,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
26/12/2014 09:00,,,,,,,,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
27/12/2014 09:00,,,,,,,1.2,,0,(vau),1.6,,,,,,,,,,,,,,,,,,
28/12/2014 09:00,,,,,,,,,12.6,(vau),3.1,,,,,,,,,,,,,,,,,,
29/12/2014 09:00,,,,,,,,,0.7,(vau),2,,,,,,,,,,,,,,,,,,
30/12/2014 09:00,,,,,,,0.8,,0,(vau),4.1,,,,,,,,,,,,,,,,,,
31/12/2014 09:00,,,,,,,0.5,,0,(vau),1.3,,,,,,,,,,,,,,,,,,
01/01/2015 09:00,,,,,,,1.1,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
02/01/2015 09:00,,,,,,,1.1,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
03/01/2015 09:00,,,,,,,0.8,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
04/01/2015 09:00,,,,,,,1.2,,0,(vau),0.4,,,,,,,,,,,,,,,,,,
05/01/2015 09:00,,,,,,,0.8,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
06/01/2015 09:00,,,,,,,0.3,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
07/01/2015 09:00,,,,,,,0.4,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
08/01/2015 09:00,,,,,,,0.7,,0.1,(vau),0.6,,,,,,,,,,,,,,,,,,
09/01/2015 09:00,,,,,,,1.2,,0,(vau),0.6,,,,,,,,,,,,,,,,,,
10/01/2015 09:00,,,,,,,0.8,,0,(vau),0.5,,,,,,,,,,,,,,,,,,
11/01/2015 09:00,,,,,,,1.1,,0,(vau),0.6,,,,,,,,,,,,,,,,,,
12/01/2015 09:00,,,,,,,0.5,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
13/01/2015 09:00,,,,,,,1,,0,(vau),4.2,,,,,,,,,,,,,,,,,,
14/01/2015 09:00,,,,,,,0.6,,6.6,(vau),1.7,,,,,,,,,,,,,,,,,,
15/01/2015 09:00,,,,,,,,,3.9,(vau),4.2,,,,,,,,,,,,,,,,,,
16/01/2015 09:00,,,,,,,,,29.5,(vau),2.1,,,,,,,,,,,,,,,,,,
17/01/2015 09:00,,,,,,,,,5.5,(vau),0.6,,,,,,,,,,,,,,,,,,
18/01/2015 09:00,,,,,,,,,16.2,(vau),3.4,,,,,,,,,,,,,,,,,,
19/01/2015 09:00,,,,,,,,,9.6,(vau),3.2,,,,,,,,,,,,,,,,,,
20/01/2015 09:00,,,,,,,,,0.2,(vau),1.3,,,,,,,,,,,,,,,,,,
21/01/2015 09:00,,,,,,,,,7.3,(vau),2.5,,,,,,,,,,,,,,,,,,
22/01/2015 09:00,,,,,,,,,8.1,(vau),3.2,,,,,,,,,,,,,,,,,,
23/01/2015 09:00,,,,,,,,,0.4,(vau),1.9,,,,,,,,,,,,,,,,,,
24/01/2015 09:00,,,,,,,,,0.1,(vau),2.8,,,,,,,,,,,,,,,,,,
25/01/2015 09:00,,,,,,,,,0,(vau),3.4,,,,,,,,,,,,,,,,,,
26/01/2015 09:00,,,,,,,,,0,(vau),3.1,,,,,,,,,,,,,,,,,,
27/01/2015 09:00,,,,,,,,,0,(vau),1.9,,,,,,,,,,,,,,,,,,
28/01/2015 09:00,,,,,,,2.7,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
29/01/2015 09:00,,,,,,,,,3.1,(vau),1.7,,,,,,,,,,,,,,,,,,
30/01/2015 09:00,,,,,,,,,88.5,(vau),2.5,,,,,,,,,,,,,,,,,,
31/01/2015 09:00,,,,,,,,,109.4,(vau),5,,,,,,,,,,,,,,,,,,
01/02/2015 09:00,,,,,,,,,1.1,(vau),2.6,,,,,,,,,,,,,,,,,,
02/02/2015 09:00,,,,,,,,,18.9,(vau),2.4,,,,,,,,,,,,,,,,,,
03/02/2015 09:00,,,,,,,,,33.1,(vau),3.6,,,,,,,,,,,,,,,,,,
04/02/2015 09:00,,,,,,,,,8.1,(vau),3.4,,,,,,,,,,,,,,,,,,
05/02/2015 09:00,,,,,,,,,0,(vau),3.6,,,,,,,,,,,,,,,,,,
06/02/2015 09:00,,,,,,,,,0.7,(vau),2.5,,,,,,,,,,,,,,,,,,
07/02/2015 09:00,,,,,,,3.3,,0.6,(vau),3.5,,,,,,,,,,,,,,,,,,
08/02/2015 09:00,,,,,,,0.9,,2.3,(vau),1.5,,,,,,,,,,,,,,,,,,
09/02/2015 09:00,,,,,,,1.5,,3.1,(vau),1.6,,,,,,,,,,,,,,,,,,
10/02/2015 09:00,,,,,,,0.6,,0.1,(vau),3.1,,,,,,,,,,,,,,,,,,
11/02/2015 09:00,,,,,,,0.6,,0,(vau),1,,,,,,,,,,,,,,,,,,
12/02/2015 09:00,,,,,,,,,2,(vau),0.7,,,,,,,,,,,,,,,,,,
13/02/2015 09:00,,,,,,,0.4,,0.4,(vau),1.3,,,,,,,,,,,,,,,,,,
14/02/2015 09:00,,,,,,,,,7.3,(vau),1.6,,,,,,,,,,,,,,,,,,
15/02/2015 09:00,,,,,,,,,43.5,(vau),3.4,,,,,,,,,,,,,,,,,,
16/02/2015 09:00,,,,,,,,,2.5,(vau),1.7,,,,,,,,,,,,,,,,,,
17/02/2015 09:00,,,,,,,,,5.1,(vau),3.8,,,,,,,,,,,,,,,,,,
18/02/2015 09:00,,,,,,,,,0.2,(vau),2.5,,,,,,,,,,,,,,,,,,
19/02/2015 09:00,,,,,,,,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
20/02/2015 09:00,,,,,,,,,0.4,(vau),0.6,,,,,,,,,,,,,,,,,,
21/02/2015 09:00,,,,,,,,,17.8,(vau),2.8,,,,,,,,,,,,,,,,,,
22/02/2015 09:00,,,,,,,,,0.1,(vau),3,,,,,,,,,,,,,,,,,,
23/02/2015 09:00,,,,,,,,,12.1,(vau),1.3,,,,,,,,,,,,,,,,,,
24/02/2015 09:00,,,,,,,,,13.9,(vau),3.2,,,,,,,,,,,,,,,,,,
25/02/2015 09:00,,,,,,,,,12.9,(vau),2.7,,,,,,,,,,,,,,,,,,
26/02/2015 09:00,,,,,,,,,2.7,(vau),2.2,,,,,,,,,,,,,,,,,,
27/02/2015 09:00,,,,,,,,,2.6,(vau),3.2,,,,,,,,,,,,,,,,,,
28/02/2015 09:00,,,,,,,,,3.8,(vau),2.1,,,,,,,,,,,,,,,,,,
01/03/2015 09:00,,,,,,,,,14.2,(vau),1.4,,,,,,,,,,,,,,,,,,
02/03/2015 09:00,,,,,,,,,9.7,(vau),1.7,,,,,,,,,,,,,,,,,,
03/03/2015 09:00,,,,,,,,,11.1,(vau),1.2,,,,,,,,,,,,,,,,,,
04/03/2015 09:00,,,,,,,,,3.4,(vau),2,,,,,,,,,,,,,,,,,,
05/03/2015 09:00,,,,,,,,,0,(vau),1.5,,,,,,,,,,,,,,,,,,
06/03/2015 09:00,,,,,,,,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
07/03/2015 09:00,,,,,,,0.8,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
08/03/2015 09:00,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
09/03/2015 09:00,,,,,,,,,0,(vau),1.3,,,,,,,,,,,,,,,,,,
10/03/2015 09:00,,,,,,,,,0,(vau),0.6,,,,,,,,,,,,,,,,,,
11/03/2015 09:00,,,,,,,1.1,,0,(vau),1,,,,,,,,,,,,,,,,,,
12/03/2015 09:00,,,,,,,,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
13/03/2015 09:00,,,,,,,,,1.4,(vau),3.1,,,,,,,,,,,,,,,,,,
14/03/2015 09:00,,,,,,,3.4,,0,(vau),4.5,,,,,,,,,,,,,,,,,,
15/03/2015 09:00,,,,,,,2.5,,0,(vau),2.4,,,,,,,,,,,,,,,,,,
16/03/2015 09:00,,,,,,,1.8,,0,(vau),1.6,,,,,,,,,,,,,,,,,,
17/03/2015 09:00,,,,,,,0.6,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
18/03/2015 09:00,,,,,,,1.5,,0,(vau),2.1,,,,,,,,,,,,,,,,,,
19/03/2015 09:00,,,,,,,1.5,,1.1,(vau),1.6,,,,,,,,,,,,,,,,,,
20/03/2015 09:00,,,,,,,1.9,,0.1,(vau),2.2,,,,,,,,,,,,,,,,,,
21/03/2015 09:00,,,,,,,3.2,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
22/03/2015 09:00,,,,,,,2.1,,0,(vau),3,,,,,,,,,,,,,,,,,,
23/03/2015 09:00,,,,,,,2.3,,0,(vau),3.1,,,,,,,,,,,,,,,,,,
24/03/2015 09:00,,,,,,,5.5,,2.2,(vau),7.5,,,,,,,,,,,,,,,,,,
25/03/2015 09:00,,,,,,,4.2,,0,(vau),6.3,,,,,,,,,,,,,,,,,,
26/03/2015 09:00,,,,,,,2.3,,1.4,(vau),3.1,,,,,,,,,,,,,,,,,,
27/03/2015 09:00,,,,,,,0.7,,10.8,(vau),1.9,,,,,,,,,,,,,,,,,,
28/03/2015 09:00,,,,,,,,,0,(vau),1.2,,,,,,,,,,,,,,,,,,
29/03/2015 09:00,,,,,,,1.5,,0.1,(vau),0.8,,,,,,,,,,,,,,,,,,
30/03/2015 09:00,,,,,,,0.7,,0,(vau),1.2,,,,,,,,,,,,,,,,,,
31/03/2015 09:00,,,,,,,2.1,,0,(vau),2.3,,,,,,,,,,,,,,,,,,
01/04/2015 09:00,,,,,,,3.5,,0,(vau),3.3,,,,,,,,,,,,,,,,,,
02/04/2015 09:00,,,,,,,1.4,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
03/04/2015 09:00,,,,,,,1,,0,(vau),1.3,,,,,,,,,,,,,,,,,,
04/04/2015 09:00,,,,,,,2.6,,0,(vau),2.9,,,,,,,,,,,,,,,,,,
05/04/2015 09:00,,,,,,,1,,0,(vau),2.1,,,,,,,,,,,,,,,,,,
06/04/2015 09:00,,,,,,,0.6,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
07/04/2015 09:00,,,,,,,0.6,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
08/04/2015 09:00,,,,,,,0.8,,0,(vau),2.1,,,,,,,,,,,,,,,,,,
09/04/2015 09:00,,,,,,,0.9,,3,(vau),1.3,,,,,,,,,,,,,,,,,,
10/04/2015 09:00,,,,,,,0.1,,12.1,(vau),0.8,,,,,,,,,,,,,,,,,,
11/04/2015 09:00,,,,,,,1.1,,0.2,(vau),0.6,,,,,,,,,,,,,,,,,,
12/04/2015 09:00,,,,,,,1.1,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
13/04/2015 09:00,,,,,,,0.9,,0,(vau),3.7,,,,,,,,,,,,,,,,,,
14/04/2015 09:00,,,,,,,0.8,,0.2,(vau),3.2,,,,,,,,,,,,,,,,,,
15/04/2015 09:00,,,,,,,0.5,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
16/04/2015 09:00,,,,,,,0.4,,1.1,(vau),1,,,,,,,,,,,,,,,,,,
17/04/2015 09:00,,,,,,,0.5,,2.3,(vau),1.6,,,,,,,,,,,,,,,,,,
18/04/2015 09:00,,,,,,,0.7,,9.9,(vau),2.9,,,,,,,,,,,,,,,,,,
19/04/2015 09:00,,,,,,,0.2,,9.1,(vau),0.7,,,,,,,,,,,,,,,,,,
20/04/2015 09:00,,,,,,,0.2,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
21/04/2015 09:00,,,,,,,0.5,,0,(vau),1.7,,,,,,,,,,,,,,,,,,
22/04/2015 09:00,,,,,,,0.5,,0.2,(vau),1.2,,,,,,,,,,,,,,,,,,
23/04/2015 09:00,,,,,,,0.3,,0.5,(vau),0.8,,,,,,,,,,,,,,,,,,
24/04/2015 09:00,,,,,,,0.3,,1.6,(vau),1.6,,,,,,,,,,,,,,,,,,
25/04/2015 09:00,,,,,,,0.8,,17.3,(vau),2.6,,,,,,,,,,,,,,,,,,
26/04/2015 09:00,,,,,,,0.8,,39.7,(vau),2.4,,,,,,,,,,,,,,,,,,
27/04/2015 09:00,,,,,,,0.2,,9.2,(vau),1.2,,,,,,,,,,,,,,,,,,
28/04/2015 09:00,,,,,,,0.5,,0.8,(vau),1.2,,,,,,,,,,,,,,,,,,
29/04/2015 09:00,,,,,,,0.1,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
30/04/2015 09:00,,,,,,,0.3,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
01/05/2015 09:00,,,,,,,0.1,,8.6,(vau),2.8,,,,,,,,,,,,,,,,,,
02/05/2015 09:00,,,,,,,0,,5.9,(vau),3.1,,,,,,,,,,,,,,,,,,
03/05/2015 09:00,,,,,,,0.2,,2.8,(vau),6,,,,,,,,,,,,,,,,,,
04/05/2015 09:00,,,,,,,0,,17.6,(vau),3.5,,,,,,,,,,,,,,,,,,
05/05/2015 09:00,,,,,,,0,,50.1,(vau),4.4,,,,,,,,,,,,,,,,,,
06/05/2015 09:00,,,,,,,0,,3.1,(vau),0.8,,,,,,,,,,,,,,,,,,
07/05/2015 09:00,,,,,,,0.1,,0.7,(vau),2.2,,,,,,,,,,,,,,,,,,
08/05/2015 09:00,,,,,,,0.2,,12.2,(vau),3.2,,,,,,,,,,,,,,,,,,
09/05/2015 09:00,,,,,,,0,,0,(vau),2,,,,,,,,,,,,,,,,,,
10/05/2015 09:00,,,,,,,0,,0,(vau),1,,,,,,,,,,,,,,,,,,
11/05/2015 09:00,,,,,,,0.3,,0,(vau),1.9,,,,,,,,,,,,,,,,,,
12/05/2015 09:00,,,,,,,0.2,,0,(vau),1.6,,,,,,,,,,,,,,,,,,
13/05/2015 09:00,,,,,,,0.6,,0,(vau),4.1,,,,,,,,,,,,,,,,,,
14/05/2015 09:00,,,,,,,0.5,,1.6,(vau),1.8,,,,,,,,,,,,,,,,,,
15/05/2015 09:00,,,,,,,2.1,,0,(vau),3.3,,,,,,,,,,,,,,,,,,
16/05/2015 09:00,,,,,,,2.7,,0,(vau),4.4,,,,,,,,,,,,,,,,,,
17/05/2015 09:00,,,,,,,2.2,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
18/05/2015 09:00,,,,,,,1,,0,(vau),1.3,,,,,,,,,,,,,,,,,,
19/05/2015 09:00,,,,,,,3,,0.1,(vau),4.7,,,,,,,,,,,,,,,,,,
20/05/2015 09:00,,,,,,,3.3,,0,(vau),4.4,,,,,,,,,,,,,,,,,,
21/05/2015 09:00,,,,,,,3,,0,(vau),3.9,,,,,,,,,,,,,,,,,,
22/05/2015 09:00,,,,,,,2,,0,(vau),2.2,,,,,,,,,,,,,,,,,,
23/05/2015 09:00,,,,,,,2,,0,(vau),2.9,,,,,,,,,,,,,,,,,,
24/05/2015 09:00,,,,,,,1.7,,0,(vau),2.3,,,,,,,,,,,,,,,,,,
25/05/2015 09:00,,,,,,,0.8,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
26/05/2015 09:00,,,,,,,2,,0,(vau),2.3,,,,,,,,,,,,,,,,,,
27/05/2015 09:00,,,,,,,2,,0,(vau),2,,,,,,,,,,,,,,,,,,
28/05/2015 09:00,,,,,,,1,,0,(vau),1.4,,,,,,,,,,,,,,,,,,
29/05/2015 09:00,,,,,,,2.2,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
30/05/2015 09:00,,,,,,,2.8,,0,(vau),2.8,,,,,,,,,,,,,,,,,,
31/05/2015 09:00,,,,,,,1.7,,0,(vau),1.1,,,,,,,,,,,,,,,,,,
01/06/2015 09:00,,,,,,,1.5,,0.3,(vau),0.7,,,,,,,,,,,,,,,,,,
02/06/2015 09:00,,,,,,,1,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
03/06/2015 09:00,,,,,,,1.5,,0,(vau),1,,,,,,,,,,,,,,,,,,
04/06/2015 09:00,,,,,,,0.4,,0,(vau),0.7,,,,,,,,,,,,,,,,,,
05/06/2015 09:00,,,,,,,0.9,,0,(vau),0.8,,,,,,,,,,,,,,,,,,
06/06/2015 09:00,,,,,,,2,,0,(vau),1.8,,,,,,,,,,,,,,,,,,
07/06/2015 09:00,,,,,,,1.5,,0,(vau),2,,,,,,,,,,,,,,,,,,
08/06/2015 09:00,,,,,,,0.9,,3.3,(vau),1.5,,,,,,,,,,,,,,,,,,
09/06/2015 09:00,,,,,,,0.9,,5.2,(vau),1.2,,,,,,,,,,,,,,,,,,
10/06/2015 09:00,,,,,,,0.6,,0.1,(vau),1.9,,,,,,,,,,,,,,,,,,
11/06/2015 09:00,,,,,,,0.5,,0.1,(vau),1.3,,,,,,,,,,,,,,,,,,
12/06/2015 09:00,,,,,,,0.7,,0,(vau),0.9,,,,,,,,,,,,,,,,,,
13/06/2015 09:00,,,,,,,0.3,,0.4,(vau),1.8,,,,,,,,,,,,,,,,,,
14/06/2015 09:00,,,,,,,0.5,,8.5,(vau),2.6,,,,,,,,,,,,,,,,,,
15/06/2015 09:00,,,,,,,0.3,,3.6,(vau),1.1,,,,,,,,,,,,,,,,,,
