SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BOUÇÃ DOS HOMENS (02H/01UG),,BRANCELHE (04I/02UG),,BRANCELHE (04I/02UG),,BRITELO (02H/07UG),,BRITELO (02H/07UG),,BROTAS (20I/02UG),,BROTAS (20I/02UG),,BRUFE (BARREIROS) (09K/03UG),,BRUFE (BARREIROS) (09K/03UG),,BUSTELO (SERRA DE PIAS) (07G/01G),,BUSTELO (SERRA DE PIAS) (07G/01G),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
05/04/2017 09:00,0,(vau),1.7,,0,(vau),2.1,,,,,,0,(vau),1.4,,,,,,,,,,0,(vau),1.6,,
06/04/2017 09:00,0,(vau),2.6,,0,(vau),1.1,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),3.2,,
07/04/2017 09:00,0,(vau),1.5,,0.3,(vau),1.1,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.9,,
08/04/2017 09:00,0,(vau),1.1,,0,(vau),1,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.3,,
09/04/2017 09:00,0,(vau),1.1,,0,(vau),0.8,,,,,,0,(vau),1.2,,,,,,,,,,0,(vau),1.2,,
10/04/2017 09:00,0,(vau),1.3,,0,(vau),1.1,,,,,,0,(vau),1.3,,,,,,,,,,0,(vau),1,,
11/04/2017 09:00,0,(vau),1.2,,0,(vau),1.5,,,,,,0,(vau),1.1,,,,,,,,,,0,(vau),1.3,,
12/04/2017 09:00,0,(vau),0.9,,0,(vau),1,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1,,
13/04/2017 09:00,0,(vau),0.7,,0,(vau),0.7,,,,,,0,(vau),1,,,,,,,,,,0,(vau),0.6,,
14/04/2017 09:00,0,(vau),0.7,,0.1,(vau),0.6,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.3,,
15/04/2017 09:00,0,(vau),0.7,,0,(vau),1.4,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),0.7,,
16/04/2017 09:00,0,(vau),1.2,,0.1,(vau),1.4,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.2,,
17/04/2017 09:00,0,(vau),0.9,,0,(vau),0.6,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),1.1,,
18/04/2017 09:00,0,(vau),0.8,,0,(vau),0.7,,,,,,0,(vau),1,,,,,,,,,,0,(vau),0.9,,
19/04/2017 09:00,2.6,(vau),1.9,,0.3,(vau),1.5,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),2,,
20/04/2017 09:00,12.9,(vau),3,,1.2,(vau),2.2,,,,,,0,(vau),1,,,,,,,,,,0.6,(vau),4.2,,
21/04/2017 09:00,0,(vau),1.6,,0.2,(vau),2.3,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),2.6,,
22/04/2017 09:00,0,(vau),1.2,,0,(vau),0.7,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.6,,
23/04/2017 09:00,0,(vau),1.1,,0,(vau),1.6,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.1,,
24/04/2017 09:00,0,(vau),0.7,,0,(vau),1,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),0.9,,
25/04/2017 09:00,0,(vau),0.7,,0,(vau),0.9,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.1,,
26/04/2017 09:00,0,(vau),0.6,,1.1,(vau),3.3,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),0.8,,
27/04/2017 09:00,0,(vau),2,,0,(vau),4.4,,,,,,0,(vau),1.2,,,,,,,,,,0,(vau),2.4,,
28/04/2017 09:00,0,(vau),2.5,,0,(vau),3.8,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),4,,
29/04/2017 09:00,0,(vau),1,,0,(vau),1.2,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.5,,
30/04/2017 09:00,23.3,(vau),1,,30.6,(vau),2.3,,,,,,14.1,(vau),1.8,,,,,,,,,,0,(vau),3.3,,
01/05/2017 09:00,1.7,(vau),1.2,,4.9,(vau),0.9,,,,,,2.9,(vau),0.7,,,,,,,,,,0.2,(vau),2,,
02/05/2017 09:00,0,(vau),1,,0,(vau),0.3,,,,,,0.1,(vau),0.7,,,,,,,,,,0,(vau),0.8,,
03/05/2017 09:00,0,(vau),1.2,,0,(vau),0.7,,,,,,0,(vau),1.1,,,,,,,,,,0.1,(vau),1.2,,
04/05/2017 09:00,0,(vau),0.9,,0,(vau),0.9,,,,,,0,(vau),1.1,,,,,,,,,,0,(vau),1.2,,
05/05/2017 09:00,11.7,(vau),0.9,,12.2,(vau),1.6,,,,,,11.5,(vau),0.8,,,,,,,,,,0,(vau),2,,
06/05/2017 09:00,2,(vau),0.7,,11.9,(vau),2.5,,,,,,13,(vau),0.5,,,,,,,,,,0,(vau),2.5,,
07/05/2017 09:00,0.7,(vau),1,,0.3,(vau),1.6,,,,,,1.3,(vau),0.8,,,,,,,,,,0,(vau),1.7,,
08/05/2017 09:00,0,(vau),1.4,,0,(vau),1.1,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),1.4,,
09/05/2017 09:00,0,(vau),0.7,,0,(vau),0.8,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),1,,
10/05/2017 09:00,4.1,(vau),0.7,,7.9,(vau),1.6,,,,,,7.8,(vau),0.8,,,,,,,,,,0,(vau),2,,
11/05/2017 09:00,42.6,(vau),1.1,,5.9,(vau),2.9,,,,,,21.4,(vau),0.7,,,,,,,,,,0,(vau),2.7,,
12/05/2017 09:00,22.4,(vau),1.2,,37,(vau),2.3,,,,,,48.9,(vau),0.8,,,,,,,,,,0,(vau),4,,
13/05/2017 09:00,8,(vau),0.5,,11.2,(vau),1,,,,,,13.7,(vau),0.7,,,,,,,,,,0,(vau),2.5,,
14/05/2017 09:00,2.8,(vau),0.5,,10.4,(vau),1.9,,,,,,10.1,(vau),0.4,,,,,,,,,,0,(vau),2.5,,
15/05/2017 09:00,1.3,(vau),0.6,,2.4,(vau),2.6,,,,,,1.1,(vau),0.5,,,,,,,,,,0,(vau),1.1,,
16/05/2017 09:00,0,(vau),0.7,,2.2,(vau),1,,,,,,0,(vau),0.5,,,,,,,,,,0,(vau),0.8,,
17/05/2017 09:00,0,(vau),0.6,,1.5,(vau),1.2,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),0.8,,
18/05/2017 09:00,0,(vau),1.2,,1.2,(vau),1.5,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.5,,
19/05/2017 09:00,0,(vau),1.1,,0.7,(vau),1.4,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.4,,
20/05/2017 09:00,0,(vau),1.6,,0.7,(vau),1.2,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1,,
21/05/2017 09:00,0,(vau),1.6,,0.6,(vau),0.5,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.3,,
22/05/2017 09:00,0,(vau),0.8,,0.2,(vau),1.1,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),1.1,,
23/05/2017 09:00,0,(vau),1.1,,0.1,(vau),2.7,,,,,,0,(vau),1.2,,,,,,,,,,0,(vau),1.3,,
24/05/2017 09:00,0,(vau),1.8,,0,(vau),0.8,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),2.4,,
25/05/2017 09:00,3.5,(vau),0.9,,0.1,(vau),0.9,,,,,,2.1,(vau),0.8,,,,,,,,,,0,(vau),1.3,,
26/05/2017 09:00,0.3,(vau),0.5,,0.1,(vau),0.8,,,,,,4.8,(vau),0.6,,,,,,,,,,0,(vau),1.1,,
27/05/2017 09:00,0.2,(vau),0.3,,0,(vau),0.5,,,,,,3.2,(vau),0.3,,,,,,,,,,0,(vau),0.6,,
28/05/2017 09:00,0,(vau),0.5,,0.1,(vau),1.3,,,,,,0.1,(vau),0.2,,,,,,,,,,0,(vau),1,,
29/05/2017 09:00,10.7,(vau),0.3,,0.1,(vau),1.1,,,,,,17,(vau),0.3,,,,,,,,,,0,(vau),1.1,,
30/05/2017 09:00,1.2,(vau),0.5,,0,(vau),0.5,,,,,,0.1,(vau),0.5,,,,,,,,,,0,(vau),0.8,,
31/05/2017 09:00,0.1,(vau),0.8,,0,(vau),1.2,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),0.8,,
01/06/2017 09:00,0.2,(vau),0.7,,0,(vau),0.6,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.1,,
02/06/2017 09:00,0,(vau),0.6,,0,(vau),0.6,,,,,,0.1,(vau),0.9,,,,,,,,,,0,(vau),1.1,,
03/06/2017 09:00,0,(vau),0.7,,0,(vau),2.1,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),1.2,,
04/06/2017 09:00,0.1,(vau),0.7,,0,(vau),2.7,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.2,,
05/06/2017 09:00,0.2,(vau),0.9,,0,(vau),1.8,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.2,,
06/06/2017 09:00,4.5,(vau),0.8,,0,(vau),0.9,,,,,,5,(vau),0.7,,,,,,,,,,0.2,(vau),1.7,,
07/06/2017 09:00,0.1,(vau),0.9,,0,(vau),0.9,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1,,
08/06/2017 09:00,0,(vau),0.6,,0,(vau),0.2,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),0.9,,
09/06/2017 09:00,0.1,(vau),0.6,,0,(vau),0.3,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),0.9,,
10/06/2017 09:00,0,(vau),0.7,,0,(vau),0.2,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),1.1,,
11/06/2017 09:00,0.1,(vau),0.6,,0.1,(vau),0.7,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1,,
12/06/2017 09:00,0.2,(vau),0.6,,0.3,(vau),1.4,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1,,
13/06/2017 09:00,0.6,(vau),0.7,,0,(vau),1.1,,,,,,1.8,(vau),0.9,,,,,,,,,,0,(vau),1.4,,
14/06/2017 09:00,0,(vau),0.7,,0,(vau),0.8,,,,,,3.8,(vau),1,,,,,,,,,,0,(vau),1.1,,
15/06/2017 09:00,0.1,(vau),0.7,,0,(vau),0.6,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.5,,
16/06/2017 09:00,0,(vau),0.6,,0,(vau),1.9,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),0.9,,
17/06/2017 09:00,0,(vau),0.4,,0,(vau),1,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1,,
18/06/2017 09:00,0,(vau),0.1,,0,(vau),0.6,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),0.9,,
19/06/2017 09:00,0,(vau),0.5,,0,(vau),0.3,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),0.7,,
20/06/2017 09:00,0.7,(vau),0.8,,0,(vau),1.3,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.1,,
21/06/2017 09:00,0,(vau),0.5,,0,(vau),1.1,,,,,,0,(vau),0.6,,,,,,,,,,0,(vau),1.1,,
22/06/2017 09:00,0.3,(vau),0.7,,0,(vau),0.6,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.4,,
23/06/2017 09:00,0,(vau),0.8,,0.1,(vau),0.5,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),1,,
24/06/2017 09:00,0,(vau),0.7,,0,(vau),0.7,,,,,,0,(vau),0.8,,,,,,,,,,0,(vau),1.2,,
25/06/2017 09:00,0.1,(vau),0.8,,0,(vau),1.4,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1,,
26/06/2017 09:00,0.2,(vau),0.3,,0,(vau),0.6,,,,,,0,(vau),0.9,,,,,,,,,,0,(vau),1.1,,
27/06/2017 09:00,2.2,(vau),0.7,,0.6,(vau),1,,,,,,0.1,(vau),1,,,,,,,,,,0,(vau),1.8,,
28/06/2017 09:00,18.1,(vau),1.1,,19.7,(vau),0.9,,,,,,11.9,(vau),1.3,,,,,,,,,,0,(vau),4,,
29/06/2017 09:00,0.2,(vau),0.9,,4.6,(vau),2.1,,,,,,0.5,(vau),0.9,,,,,,,,,,0,(vau),1.7,,
30/06/2017 09:00,5.6,(vau),0.7,,2.7,(vau),2.3,,,,,,0.1,(vau),0.7,,,,,,,,,,0,(vau),1.5,,
01/07/2017 09:00,0,(vau),1.1,,2.9,(vau),3.5,,,,,,0.1,(vau),0.6,,,,,,,,,,0,(vau),1.4,,
02/07/2017 09:00,0,(vau),1,,4,(vau),2.9,,,,,,0,(vau),1.4,,,,,,,,,,0,(vau),1.4,,
03/07/2017 09:00,0,(vau),1.3,,2.9,(vau),1,,,,,,0,(vau),1.3,,,,,,,,,,0,(vau),1.5,,
04/07/2017 09:00,0,(vau),1.6,,0,(vau),1.1,,,,,,0,(vau),1.2,,,,,,,,,,0,(vau),1.6,,
05/07/2017 09:00,0,(vau),0.5,,0,(vau),1.1,,,,,,0,(vau),1,,,,,,,,,,0,(vau),1.8,,
06/07/2017 09:00,0,(vau),0.4,,0,(vau),0.7,,,,,,0,(vau),0.7,,,,,,,,,,0,(vau),1.1,,
07/07/2017 09:00,2.7,(vau),0.4,,0,(vau),0.5,,,,,,1.1,(vau),0.4,,,,,,,,,,0,(vau),1.2,,
08/07/2017 09:00,0,(vau),0.4,,2.6,(vau),1.9,,,,,,0.5,(vau),0.6,,,,,,,,,,0,(vau),0.9,,
09/07/2017 09:00,0.3,(vau),0.2,,5.2,(vau),0.7,,,,,,0,(vau),0.7,,0,(vau),1.7,,,,,,0,(vau),1.2,,
10/07/2017 09:00,0.1,(vau),0.5,,0.1,(vau),1.4,,,,,,0,(vau),0.6,,0,(vau),1.4,,,,,,0,(vau),1.2,,
11/07/2017 09:00,0.1,(vau),0.7,,0,(vau),1.3,,,,,,0,(vau),0.6,,0,(vau),1.2,,,,,,0,(vau),1.1,,
12/07/2017 09:00,0.1,(vau),0.6,,0,(vau),0.5,,,,,,0,(vau),0.9,,0,(vau),0.5,,,,,,0,(vau),1,,
13/07/2017 09:00,0,(vau),0.5,,0,(vau),0.6,,,,,,0,(vau),0.9,,0,(vau),0.2,,,,,,0,(vau),0.9,,
14/07/2017 09:00,0.2,(vau),0.5,,0,(vau),1.5,,,,,,0,(vau),1.3,,0,(vau),0.4,,,,,,0,(vau),1,,
15/07/2017 09:00,0.2,(vau),0.6,,0,(vau),1.1,,,,,,0,(vau),1.2,,0,(vau),0.8,,,,,,0,(vau),1.1,,
16/07/2017 09:00,0,(vau),0.5,,0,(vau),1.5,,,,,,0,(vau),0.7,,0,(vau),1.1,,,,,,0,(vau),1.2,,
17/07/2017 09:00,0.1,(vau),0.5,,0,(vau),0.5,,,,,,0,(vau),0.8,,0,(vau),0.5,,,,,,0,(vau),1.1,,
18/07/2017 09:00,0,(vau),0.6,,0,(vau),2,,,,,,0,(vau),0.8,,0,(vau),0.1,,,,,,0,(vau),1.7,,
19/07/2017 09:00,1.1,(vau),0.5,,0.3,(vau),1.4,,,,,,0.4,(vau),0.9,,0,(vau),1.6,,,,,,0,(vau),1.6,,
20/07/2017 09:00,2.3,(vau),0.4,,1.1,(vau),1,,,,,,0,(vau),0.6,,0,(vau),1.5,,,,,,0,(vau),1,,
21/07/2017 09:00,0.2,(vau),0.9,,0,(vau),1.6,,,,,,0,(vau),0.8,,0,(vau),1.7,,,,,,0,(vau),1.1,,
22/07/2017 09:00,0.1,(vau),0.7,,0.2,(vau),1,,,,,,0,(vau),0.9,,0,(vau),1.7,,,,,,0,(vau),1.3,,
23/07/2017 09:00,0.1,(vau),0.8,,0.2,(vau),1.9,,,,,,0,(vau),0.9,,0,(vau),1.7,,,,,,0,(vau),0.9,,
24/07/2017 09:00,0.1,(vau),0.7,,0,(vau),1.8,,,,,,0,(vau),0.7,,0,(vau),1.2,,,,,,0,(vau),1.3,,
25/07/2017 09:00,0.1,(vau),1,,0,(vau),4.3,,,,,,0,(vau),1.3,,0,(vau),1.3,,,,,,0,(vau),1.2,,
26/07/2017 09:00,0,(vau),0.6,,0,(vau),3.1,,,,,,0,(vau),1.1,,0,(vau),1,,,,,,0,(vau),1.1,,
27/07/2017 09:00,0.1,(vau),0.8,,0,(vau),1.4,,,,,,0,(vau),0.8,,0,(vau),0.4,,,,,,0,(vau),1.1,,
28/07/2017 09:00,0,(vau),0.7,,0,(vau),1.1,,,,,,0.2,(vau),0.8,,0,(vau),0.9,,,,,,,,,,
29/07/2017 09:00,0.1,(vau),0.6,,0,(vau),0.7,,,,,,0,(vau),0.8,,0,(vau),0.8,,,,,,,,,,
30/07/2017 09:00,0.1,(vau),0.6,,0.1,(vau),0.5,,,,,,0,(vau),1,,0,(vau),0.7,,,,,,,,,,
31/07/2017 09:00,0.1,(vau),0.8,,0,(vau),1,,,,,,0,(vau),0.8,,0,(vau),1.3,,,,,,,,,,
01/08/2017 09:00,0.7,(vau),0.5,,0,(vau),1.7,,,,,,0,(vau),0.8,,0,(vau),1.3,,,,,,,,,,
02/08/2017 09:00,0,(vau),0.8,,0,(vau),0.8,,,,,,0,(vau),0.9,,0,(vau),1.6,,,,,,,,,,
03/08/2017 09:00,0,(vau),0.8,,,,,,,,,,,,,,0,(vau),0.9,,,,,,,,,,
04/08/2017 09:00,0,(vau),0.6,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
05/08/2017 09:00,0,(vau),0.8,,,,,,,,,,,,,,0,(vau),1.6,,,,,,,,,,
06/08/2017 09:00,0,(vau),0.7,,,,,,,,,,,,,,0,(vau),2.1,,,,,,,,,,
07/08/2017 09:00,0.1,(vau),0.6,,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
08/08/2017 09:00,0,(vau),0.4,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
09/08/2017 09:00,0,(vau),1,,,,,,,,,,,,,,0,(vau),1.9,,,,,,,,,,
10/08/2017 09:00,0,(vau),1.7,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
11/08/2017 09:00,0,(vau),1.4,,,,,,,,,,,,,,0,(vau),1,,,,,,,,,,
12/08/2017 09:00,0,(vau),1.3,,,,,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
13/08/2017 09:00,0,(vau),0.8,,,,,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
14/08/2017 09:00,0,(vau),0.4,,,,,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
15/08/2017 09:00,0,(vau),0.5,,,,,,,,,,,,,,0,(vau),0.5,,,,,,,,,,
16/08/2017 09:00,0,(vau),0.5,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
17/08/2017 09:00,0,(vau),0.5,,,,,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
18/08/2017 09:00,0,(vau),0.6,,,,,,,,,,,,,,0,(vau),1.3,,,,,,,,,,
19/08/2017 09:00,0,(vau),0.7,,0,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
20/08/2017 09:00,0,(vau),1.3,,0,(vau),2.4,,,,,,,,,,,,,,,,,,,,,,
21/08/2017 09:00,0,(vau),1.6,,0,(vau),0.9,,,,,,,,,,0,(vau),0.4,,,,,,,,,,
22/08/2017 09:00,0,(vau),0.6,,0,(vau),0.9,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
23/08/2017 09:00,0,(vau),0.7,,0,(vau),0.7,,,,,,,,,,0,(vau),1.5,,,,,,,,,,
24/08/2017 09:00,0,(vau),0.6,,0,(vau),0.7,,,,,,,,,,0,(vau),0.7,,,,,,,,,,
25/08/2017 09:00,0,(vau),0.6,,0.1,(vau),0.4,,,,,,,,,,0,(vau),1,,,,,,,,,,
26/08/2017 09:00,0,(vau),0.6,,0.1,(vau),0.5,,,,,,,,,,0,(vau),1,,,,,,,,,,
27/08/2017 09:00,0,(vau),0.4,,0.4,(vau),0.7,,,,,,,,,,0,(vau),0.8,,,,,,,,,,
28/08/2017 09:00,0,(vau),0.5,,6.6,(vau),1.3,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
29/08/2017 09:00,0,(vau),0.4,,7.6,(vau),1.3,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
30/08/2017 09:00,0,(vau),0.2,,7.3,(vau),0.6,,,,,,,,,,0.4,(vau),0.7,,,,,,,,,,
31/08/2017 09:00,0.1,(vau),0.2,,1.5,(vau),1.3,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
01/09/2017 09:00,0,(vau),0.8,,0,(vau),4.4,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
02/09/2017 09:00,0,(vau),1.5,,0,(vau),2.9,,,,,,,,,,0,(vau),0.4,,,,,,,,,,
03/09/2017 09:00,0,(vau),0.7,,0,(vau),0.7,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
04/09/2017 09:00,1.1,(vau),0.4,,7.8,(vau),0.6,,,,,,,,,,0,(vau),1,,,,,,,,,,
05/09/2017 09:00,0,(vau),0.4,,0,(vau),0.4,,,,,,,,,,0,(vau),1,,,,,,,,,,
06/09/2017 09:00,0,(vau),0.4,,0,(vau),2.5,,,,,,,,,,,,,,,,,,,,,,
07/09/2017 09:00,0,(vau),1.2,,0,(vau),3.4,,,,,,,,,,,,,,,,,,,,,,
08/09/2017 09:00,0,(vau),0.6,,0,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
09/09/2017 09:00,0.5,(vau),0.7,,4.2,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
10/09/2017 09:00,0.1,(vau),0.8,,0.8,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
11/09/2017 09:00,0,(vau),0.7,,5.3,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
12/09/2017 09:00,0,(vau),0.6,,1.3,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
13/09/2017 09:00,0,(vau),0.7,,1.8,(vau),0.3,,,,,,,,,,,,,,,,,,,,,,
14/09/2017 09:00,0.1,(vau),0.5,,2.1,(vau),1.7,,,,,,,,,,,,,,,,,,,,,,
15/09/2017 09:00,0,(vau),0.5,,0,(vau),5.2,,,,,,,,,,,,,,,,,,,,,,
16/09/2017 09:00,0,(vau),0.9,,0,(vau),3.6,,,,,,,,,,,,,,,,,,,,,,
17/09/2017 09:00,0,(vau),0.7,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
18/09/2017 09:00,1.3,(vau),0.6,,1.9,(vau),0.5,,,,,,,,,,,,,,,,,,,,,,
19/09/2017 09:00,0,(vau),0.6,,0.6,(vau),0.3,,,,,,,,,,,,,,,,,,,,,,
20/09/2017 09:00,0,(vau),0.6,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
21/09/2017 09:00,0,(vau),0.5,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
22/09/2017 09:00,0,(vau),0.6,,0.1,(vau),1.5,,,,,,,,,,,,,,,,,,,,,,
23/09/2017 09:00,0,(vau),0.5,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
24/09/2017 09:00,0,(vau),0.5,,0,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
25/09/2017 09:00,1.7,(vau),0.6,,2.9,(vau),1.1,,,,,,,,,,,,,,,,,,,,,,
26/09/2017 09:00,0.1,(vau),0.7,,0,(vau),1.4,,,,,,,,,,,,,,,,,,,,,,
27/09/2017 09:00,0,(vau),0.6,,0,(vau),0.4,,,,,,,,,,,,,,,,,,,,,,
28/09/2017 09:00,0,(vau),0.6,,0.1,(vau),0.4,,,,,,,,,,,,,,,,,,,,,,
29/09/2017 09:00,0,(vau),0.6,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
30/09/2017 09:00,0.1,(vau),0.6,,0.1,(vau),0.4,,,,,,,,,,,,,,,,,,,,,,
01/10/2017 09:00,0,(vau),0.7,,0,(vau),2,,,,,,,,,,,,,,,,,,,,,,
02/10/2017 09:00,0,(vau),0.6,,0,(vau),2.5,,,,,,,,,,,,,,,,,,,,,,
03/10/2017 09:00,0,(vau),0.5,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
04/10/2017 09:00,0,(vau),0.5,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
05/10/2017 09:00,0.1,(vau),0.5,,0,(vau),1.2,,,,,,,,,,,,,,,,,,,,,,
06/10/2017 09:00,0.1,(vau),0.8,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
07/10/2017 09:00,0,(vau),1.7,,0,(vau),0.9,,,,,,,,,,,,,,,,,,,,,,
08/10/2017 09:00,0,(vau),1.3,,0,(vau),0.8,,,,,,,,,,,,,,,,,,,,,,
09/10/2017 09:00,0,(vau),0.6,,0,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
10/10/2017 09:00,0,(vau),0.5,,0,(vau),1.6,,,,,,,,,,,,,,,,,,,,,,
11/10/2017 09:00,0,(vau),0.4,,0,(vau),1,,,,,,,,,,,,,,,,,,,,,,
12/10/2017 09:00,0,(vau),0.8,,0,(vau),0.7,,,,,,,,,,,,,,,,,,,,,,
13/10/2017 09:00,0,(vau),0.5,,0,(vau),1.2,,,,,,,,,,0,(vau),0.1,,,,,,,,,,
14/10/2017 09:00,0,(vau),0.6,,0,(vau),0.7,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
15/10/2017 09:00,0,(vau),0.6,,0,(vau),1.9,,,,,,,,,,0,(vau),0.6,,,,,,,,,,
16/10/2017 09:00,0.1,(vau),1,,1,(vau),3.6,,,,,,,,,,0,(vau),1,,,,,,,,,,
17/10/2017 09:00,9.6,(vau),0.3,,14.1,(vau),1,,,,,,,,,,4.6,(vau),0.9,,,,,,,,,,
18/10/2017 09:00,16.9,(vau),0.5,,14.1,(vau),1.8,,,,,,,,,,5,(vau),0.4,,,,,,,,,,
19/10/2017 09:00,0.1,(vau),0.6,,1.7,(vau),0.2,,,,,,,,,,4.4,(vau),0.4,,,,,,,,,,
20/10/2017 09:00,12.7,(vau),0.2,,0.7,(vau),0.4,,,,,,,,,,0.1,(vau),0.2,,,,,,,,,,
21/10/2017 09:00,10.3,(vau),0.3,,0.7,(vau),1.3,,,,,,,,,,1,(vau),0.5,,,,,,,,,,
22/10/2017 09:00,0,(vau),0.5,,1.4,(vau),1.5,,,,,,,,,,0.1,(vau),0.9,,,,,,,,,,
23/10/2017 09:00,0,(vau),0.8,,0.7,(vau),0.2,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
24/10/2017 09:00,0,(vau),0.8,,1,(vau),0.3,,,,,,,,,,0,(vau),0.3,,,,,,,,,,
25/10/2017 09:00,0,(vau),0.7,,0.5,(vau),0.8,,,,,,,,,,0,(vau),0.4,,,,,,,,,,
26/10/2017 09:00,0,(vau),0.6,,0.3,(vau),1.4,,,,,,,,,,0.1,(vau),0.5,,,,,,,,,,
