SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CRESPOS (16E/01UG),,CRESPOS (16E/01UG),,CUBA (24J/03UG),,CUBA (24J/03UG),,CUBALHÃO (01H/05G),,CUBALHÃO (01H/05G),,CUMEEIRA (06K/03U),,CUMEEIRA (06K/03U),,CUMIEIRA (14G/04UG),,CUMIEIRA (14G/04UG),,CÔJA (12J/01UG),,CÔJA (12J/01UG),,DEGOLADOS (19O/03UG),,DEGOLADOS (19O/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
14/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
15/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
16/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
17/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
18/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
19/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
20/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
21/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
22/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
23/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
24/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
25/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
26/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
27/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
28/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
29/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
30/10/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
31/10/1985 09:00,0,(vco),,,0,(vco),,,0.3,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
01/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
02/11/1985 09:00,25,(vco),,,1.5,(vco),,,5.5,(vco),,,,,,,40,(vco),,,31.3,(vco),,,12.2,(vco),,,
03/11/1985 09:00,3,(vco),,,0,(vco),,,8.2,(vco),,,,,,,40.3,(vco),,,3.2,(vco),,,0,(vco),,,
04/11/1985 09:00,39,(vco),,,0,(vco),,,9.5,(vco),,,,,,,8,(vco),,,16.2,(vco),,,11.2,(vco),,,
05/11/1985 09:00,19,(vco),,,20.5,(vco),,,17,(vco),,,,,,,10,(vco),,,17.7,(vco),,,16.5,(vco),,,
06/11/1985 09:00,1,(vco),,,0,(vco),,,36.5,(vco),,,,,,,1.7,(vco),,,16,(vco),,,3.2,(vco),,,
07/11/1985 09:00,0,(vco),,,0,(vco),,,15,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
08/11/1985 09:00,0,(vco),,,0,(vco),,,1.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
09/11/1985 09:00,0,(vco),,,0,(vco),,,35,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
10/11/1985 09:00,0,(vco),,,0,(vco),,,58,(vco),,,,,,,2,(vco),,,0,(vco),,,0,(vco),,,
11/11/1985 09:00,20,(vco),,,0,(vco),,,0,(vco),,,,,,,30.3,(vco),,,26.2,(vco),,,17.5,(vco),,,
12/11/1985 09:00,25,(vco),,,0,(vco),,,8,(vco),,,,,,,19.7,(vco),,,18.4,(vco),,,0,(vco),,,
13/11/1985 09:00,3.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
14/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
15/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
16/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
17/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
18/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
19/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
20/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
21/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
22/11/1985 09:00,0,(vco),,,0,(vco),,,0.4,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
23/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
24/11/1985 09:00,1,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
25/11/1985 09:00,1.5,(vco),,,0,(vco),,,3.8,(vco),,,,,,,0,(vco),,,4,(vco),,,0,(vco),,,
26/11/1985 09:00,33.5,(vco),,,26.8,(vco),,,1.7,(vco),,,,,,,22.7,(vco),,,21,(vco),,,36.5,(vco),,,
27/11/1985 09:00,13.5,(vco),,,4.7,(vco),,,0,(vco),,,,,,,25.3,(vco),,,10.7,(vco),,,0.6,(vco),,,
28/11/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
29/11/1985 09:00,1,(vco),,,0,(vco),,,0,(vco),,,,,,,7.2,(vco),,,1.6,(vco),,,0,(vco),,,
30/11/1985 09:00,9.5,(vco),,,0,(vco),,,7.5,(vco),,,,,,,0,(vco),,,1.6,(vco),,,0,(vco),,,
01/12/1985 09:00,3.5,(vco),,,0,(vco),,,1.5,(vco),,,,,,,0,(vco),,,,,,,0.6,(vco),,,
02/12/1985 09:00,0,(vco),,,0,(vco),,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,
03/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,
04/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,
05/12/1985 09:00,21.5,(vco),,,11.8,(vco),,,36.5,(vco),,,,,,,36,(vco),,,,,,,10.5,(vco),,,
06/12/1985 09:00,4.5,(vco),,,0.7,(vco),,,4.5,(vco),,,,,,,6,(vco),,,,,,,0,(vco),,,
07/12/1985 09:00,11.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,
08/12/1985 09:00,10,(vco),,,6.5,(vco),,,19.8,(vco),,,,,,,26.2,(vco),,,,,,,9.5,(vco),,,
09/12/1985 09:00,4.5,(vco),,,0,(vco),,,2.3,(vco),,,,,,,6.1,(vco),,,,,,,1.4,(vco),,,
10/12/1985 09:00,1.5,(vco),,,0,(vco),,,2.8,(vco),,,,,,,1,(vco),,,,,,,0,(vco),,,
11/12/1985 09:00,11.5,(vco),,,13.1,(vco),,,3.5,(vco),,,,,,,11,(vco),,,0,(vco),,,4.6,(vco),,,
12/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
13/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
14/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
15/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
16/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
17/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
18/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
19/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
20/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
21/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
22/12/1985 09:00,15.5,(vco),,,1.2,(vco),,,27.5,(vco),,,,,,,17.6,(vco),,,12.7,(vco),,,6.8,(vco),,,
23/12/1985 09:00,10.5,(vco),,,2.8,(vco),,,13,(vco),,,,,,,6.3,(vco),,,13.5,(vco),,,0.5,(vco),,,
24/12/1985 09:00,16.5,(vco),,,0,(vco),,,38,(vco),,,,,,,26.5,(vco),,,13.5,(vco),,,4.7,(vco),,,
25/12/1985 09:00,13,(vco),,,8.2,(vco),,,79.7,(vco),,,,,,,26.8,(vco),,,27,(vco),,,17,(vco),,,
26/12/1985 09:00,19.5,(vco),,,1.6,(vco),,,27.5,(vco),,,,,,,9.5,(vco),,,15.2,(vco),,,0.7,(vco),,,
27/12/1985 09:00,17,(vco),,,5.3,(vco),,,24.5,(vco),,,,,,,24.5,(vco),,,13.5,(vco),,,1.4,(vco),,,
28/12/1985 09:00,32.5,(vco),,,8.3,(vco),,,5.6,(vco),,,,,,,30.3,(vco),,,28,(vco),,,6,(vco),,,
29/12/1985 09:00,0,(vco),,,2.4,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
30/12/1985 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,4.4,(vco),,,0.4,(vco),,,0.6,(vco),,,
31/12/1985 09:00,7.5,(vco),,,0,(vco),,,4.2,(vco),,,,,,,12.5,(vco),,,12,(vco),,,1.3,(vco),,,
01/01/1986 09:00,1.5,(vco),,,4.3,(vco),,,43,(vco),,,,,,,27.5,(vco),,,14,(vco),,,2.7,(vco),,,
02/01/1986 09:00,10,(vco),,,9,(vco),,,34.5,(vco),,,,,,,25.3,(vco),,,18,(vco),,,4.5,(vco),,,
03/01/1986 09:00,24.5,(vco),,,3.3,(vco),,,20,(vco),,,,,,,15.5,(vco),,,22,(vco),,,3.5,(vco),,,
04/01/1986 09:00,11.5,(vco),,,0,(vco),,,1.2,(vco),,,,,,,8.2,(vco),,,12,(vco),,,0,(vco),,,
05/01/1986 09:00,9.5,(vco),,,0,(vco),,,13,(vco),,,,,,,4.4,(vco),,,0.9,(vco),,,2.4,(vco),,,
06/01/1986 09:00,1.5,(vco),,,6.8,(vco),,,5,(vco),,,,,,,0,(vco),,,0.8,(vco),,,0,(vco),,,
07/01/1986 09:00,13.5,(vco),,,0,(vco),,,12.1,(vco),,,,,,,9.5,(vco),,,34,(vco),,,13.5,(vco),,,
08/01/1986 09:00,18.5,(vco),,,24.5,(vco),,,23.2,(vco),,,,,,,24.5,(vco),,,10,(vco),,,6.2,(vco),,,
09/01/1986 09:00,5.5,(vco),,,7.3,(vco),,,0,(vco),,,,,,,7,(vco),,,0.6,(vco),,,3.2,(vco),,,
10/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0.4,(vco),,,0,(vco),,,
11/01/1986 09:00,0,(vco),,,0,(vco),,,2.1,(vco),,,,,,,0,(vco),,,0.3,(vco),,,0,(vco),,,
12/01/1986 09:00,0,(vco),,,0,(vco),,,5,(vco),,,,,,,0,(vco),,,0.3,(vco),,,0,(vco),,,
13/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
14/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
15/01/1986 09:00,0,(vco),,,0,(vco),,,5.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
16/01/1986 09:00,3,(vco),,,0,(vco),,,8.5,(vco),,,,,,,0,(vco),,,0.1,(vco),,,0,(vco),,,
17/01/1986 09:00,0,(vco),,,0,(vco),,,1.4,(vco),,,,,,,0,(vco),,,0.1,(vco),,,0,(vco),,,
18/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
19/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
20/01/1986 09:00,0,(vco),,,0,(vco),,,4.6,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
21/01/1986 09:00,0,(vco),,,3.8,(vco),,,1,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
22/01/1986 09:00,3.5,(vco),,,0,(vco),,,6.5,(vco),,,,,,,3,(vco),,,0,(vco),,,0,(vco),,,
23/01/1986 09:00,0,(vco),,,0,(vco),,,24,(vco),,,,,,,2,(vco),,,0.5,(vco),,,0,(vco),,,
24/01/1986 09:00,8.5,(vco),,,0,(vco),,,31.5,(vco),,,,,,,4.7,(vco),,,0,(vco),,,2.2,(vco),,,
25/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
26/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
27/01/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
28/01/1986 09:00,0,(vco),,,0,(vco),,,7,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
29/01/1986 09:00,20,(vco),,,4.2,(vco),,,21.5,(vco),,,,,,,32,(vco),,,26,(vco),,,0,(vco),,,
30/01/1986 09:00,50.5,(vco),,,4.5,(vco),,,17.2,(vco),,,,,,,31.8,(vco),,,24.6,(vco),,,7.9,(vco),,,
31/01/1986 09:00,18.5,(vco),,,2.3,(vco),,,0,(vco),,,,,,,10.5,(vco),,,10.4,(vco),,,0,(vco),,,
01/02/1986 09:00,6,(vco),,,0,(vco),,,12,(vco),,,,,,,0,(vco),,,7.6,(vco),,,0,(vco),,,
02/02/1986 09:00,0,(vco),,,0,(vco),,,1.5,(vco),,,,,,,0,(vco),,,5.3,(vco),,,0,(vco),,,
03/02/1986 09:00,6.5,(vco),,,0,(vco),,,1.5,(vco),,,,,,,0,(vco),,,9.7,(vco),,,0,(vco),,,
04/02/1986 09:00,17.5,(vco),,,2.3,(vco),,,0,(vco),,,,,,,14.2,(vco),,,10.8,(vco),,,5.2,(vco),,,
05/02/1986 09:00,3.5,(vco),,,1.8,(vco),,,0,(vco),,,,,,,1,(vco),,,0,(vco),,,0,(vco),,,
06/02/1986 09:00,4.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.3,(vco),,,
07/02/1986 09:00,2.5,(vco),,,0,(vco),,,2.2,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
08/02/1986 09:00,0,(vco),,,9.2,(vco),,,11.5,(vco),,,,,,,16.2,(vco),,,8.7,(vco),,,10.4,(vco),,,
09/02/1986 09:00,0,(vco),,,7.5,(vco),,,0,(vco),,,,,,,0,(vco),,,2.3,(vco),,,0.3,(vco),,,
10/02/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
11/02/1986 09:00,6.5,(vco),,,0,(vco),,,0,(vco),,,,,,,4.6,(vco),,,0,(vco),,,2,(vco),,,
12/02/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,5.3,(vco),,,0,(vco),,,
13/02/1986 09:00,14,(vco),,,18.8,(vco),,,23.5,(vco),,,,,,,20.2,(vco),,,17.7,(vco),,,10.2,(vco),,,
14/02/1986 09:00,19.5,(vco),,,24,(vco),,,19.5,(vco),,,,,,,31,(vco),,,18.6,(vco),,,10.2,(vco),,,
15/02/1986 09:00,16.5,(vco),,,1.7,(vco),,,14,(vco),,,,,,,8.3,(vco),,,20.3,(vco),,,0.3,(vco),,,
16/02/1986 09:00,16.5,(vco),,,7,(vco),,,14.7,(vco),,,,,,,25.7,(vco),,,20.6,(vco),,,9,(vco),,,
17/02/1986 09:00,26.5,(vco),,,13.8,(vco),,,58,(vco),,,,,,,32,(vco),,,26.6,(vco),,,7.5,(vco),,,
18/02/1986 09:00,24,(vco),,,3.9,(vco),,,25,(vco),,,,,,,25,(vco),,,18.3,(vco),,,11.2,(vco),,,
19/02/1986 09:00,2.5,(vco),,,19.8,(vco),,,2.5,(vco),,,,,,,2,(vco),,,14,(vco),,,0,(vco),,,
20/02/1986 09:00,31.5,(vco),,,25,(vco),,,0,(vco),,,,,,,19.3,(vco),,,12.3,(vco),,,21,(vco),,,
21/02/1986 09:00,27.5,(vco),,,7.8,(vco),,,23,(vco),,,,,,,7.2,(vco),,,13.2,(vco),,,13.4,(vco),,,
22/02/1986 09:00,14,(vco),,,1.7,(vco),,,13.5,(vco),,,,,,,10,(vco),,,14.6,(vco),,,2.7,(vco),,,
23/02/1986 09:00,2,(vco),,,0,(vco),,,19.2,(vco),,,,,,,3.7,(vco),,,4.5,(vco),,,0,(vco),,,
24/02/1986 09:00,17,(vco),,,0,(vco),,,8.9,(vco),,,,,,,31.5,(vco),,,24.3,(vco),,,1.5,(vco),,,
25/02/1986 09:00,1,(vco),,,1.1,(vco),,,5,(vco),,,,,,,1.5,(vco),,,8.2,(vco),,,0.2,(vco),,,
26/02/1986 09:00,0,(vco),,,0,(vco),,,11,(vco),,,,,,,0,(vco),,,3.7,(vco),,,0,(vco),,,
27/02/1986 09:00,0,(vco),,,0,(vco),,,6.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
28/02/1986 09:00,1,(vco),,,0,(vco),,,2,(vco),,,,,,,3,(vco),,,0,(vco),,,0,(vco),,,
01/03/1986 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,3,(vco),,,0,(vco),,,
02/03/1986 09:00,2,(vco),,,0,(vco),,,3.7,(vco),,,,,,,0,(vco),,,0,(vco),,,1.2,(vco),,,
03/03/1986 09:00,0,(vco),,,7.1,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,2,(vco),,,
04/03/1986 09:00,1,(vco),,,5.9,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,6.2,(vco),,,
05/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
06/03/1986 09:00,2,(vco),,,0,(vco),,,1.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
07/03/1986 09:00,0,(vco),,,5.5,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
08/03/1986 09:00,0,(vco),,,4.9,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
09/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
10/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
11/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
12/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,8,(vco),,,0,(vco),,,
13/03/1986 09:00,20,(vco),,,3,(vco),,,0,(vco),,,,,,,19,(vco),,,0,(vco),,,3.5,(vco),,,
14/03/1986 09:00,2.5,(vco),,,0,(vco),,,4,(vco),,,,,,,0.7,(vco),,,0,(vco),,,0,(vco),,,
15/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
16/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
17/03/1986 09:00,0,(vco),,,0,(vco),,,13.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
18/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,3,(vco),,,0,(vco),,,
19/03/1986 09:00,5,(vco),,,0,(vco),,,0,(vco),,,,,,,3.5,(vco),,,0,(vco),,,0,(vco),,,
20/03/1986 09:00,0,(vco),,,0,(vco),,,2.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
21/03/1986 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
22/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
23/03/1986 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
24/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0.7,(vco),,,4,(vco),,,0,(vco),,,
25/03/1986 09:00,8,(vco),,,0,(vco),,,24,(vco),,,,,,,4.6,(vco),,,1,(vco),,,0,(vco),,,
26/03/1986 09:00,5.5,(vco),,,0,(vco),,,8.9,(vco),,,,,,,0,(vco),,,0,(vco),,,0.3,(vco),,,
27/03/1986 09:00,0,(vco),,,0,(vco),,,1,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
28/03/1986 09:00,0,(vco),,,0,(vco),,,20.5,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
29/03/1986 09:00,0,(vco),,,0,(vco),,,7,(vco),,,,,,,3,(vco),,,0,(vco),,,0,(vco),,,
30/03/1986 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,2.5,(vco),,,0,(vco),,,0,(vco),,,
31/03/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
01/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
02/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
03/04/1986 09:00,0,(vco),,,1.5,(vco),,,1.4,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
04/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
05/04/1986 09:00,13.5,(vco),,,16.5,(vco),,,0,(vco),,,,,,,1,(vco),,,0,(vco),,,10.8,(vco),,,
06/04/1986 09:00,0,(vco),,,28,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,9.4,(vco),,,
07/04/1986 09:00,0,(vco),,,1.1,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.5,(vco),,,
08/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0.7,(vco),,,0,(vco),,,0,(vco),,,
09/04/1986 09:00,4.5,(vco),,,1.8,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0.7,(vco),,,
10/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
11/04/1986 09:00,0,(vco),,,0,(vco),,,1.6,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
12/04/1986 09:00,2,(vco),,,0,(vco),,,2.2,(vco),,,,,,,2.5,(vco),,,0,(vco),,,0,(vco),,,
13/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
14/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
15/04/1986 09:00,3,(vco),,,2.8,(vco),,,8.6,(vco),,,,,,,2,(vco),,,12,(vco),,,2.1,(vco),,,
16/04/1986 09:00,15,(vco),,,0.9,(vco),,,14.5,(vco),,,,,,,12,(vco),,,18,(vco),,,1.2,(vco),,,
17/04/1986 09:00,4.5,(vco),,,2.1,(vco),,,9.5,(vco),,,,,,,8.5,(vco),,,16.7,(vco),,,0,(vco),,,
18/04/1986 09:00,9,(vco),,,4.8,(vco),,,12.5,(vco),,,,,,,7,(vco),,,6.5,(vco),,,0,(vco),,,
19/04/1986 09:00,0,(vco),,,0,(vco),,,10,(vco),,,,,,,1.5,(vco),,,0.9,(vco),,,0,(vco),,,
20/04/1986 09:00,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0.5,(vco),,,0,(vco),,,0,(vco),,,
21/04/1986 09:00,1,(vco),,,0,(vco),,,4.5,(vco),,,,,,,0.3,(vco),,,18,(vco),,,0,(vco),,,
22/04/1986 09:00,33,(vco),,,4.3,(vco),,,24,(vco),,,,,,,37,(vco),,,12,(vco),,,5.6,(vco),,,
23/04/1986 09:00,8.5,(vco),,,1,(vco),,,21.2,(vco),,,,,,,16.7,(vco),,,14.7,(vco),,,1.9,(vco),,,
24/04/1986 09:00,5,(vco),,,0.5,(vco),,,10.3,(vco),,,,,,,7.3,(vco),,,6.5,(vco),,,5.1,(vco),,,
25/04/1986 09:00,0,(vco),,,5.2,(vco),,,1,(vco),,,,,,,0.3,(vco),,,4.2,(vco),,,5,(vco),,,
26/04/1986 09:00,7,(vco),,,1.4,(vco),,,1.5,(vco),,,,,,,8,(vco),,,11,(vco),,,2.2,(vco),,,
27/04/1986 09:00,0,(vco),,,0,(vco),,,7,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
28/04/1986 09:00,2,(vco),,,0,(vco),,,0,(vco),,,,,,,1.5,(vco),,,0,(vco),,,0,(vco),,,
29/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
30/04/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
01/05/1986 09:00,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,0,(vco),,,0,(vco),,,
