DATA,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
21/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,47,(vco),0,(vco),24.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
22/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,50,(vco),0,(vco),26.05,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
23/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,32,(vco),0,(vco),28.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
24/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,34,(vco),0,(vco),26.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,82,(vco),0,(vco),20.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
26/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,73,(vco),0,(vco),20.55,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
27/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,91,(vco),0,(vco),20.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
28/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,73,(vco),0,(vco),20.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
29/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,67,(vco),0,(vco),22.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,2.5,(vco),,,,,,,,,,,,,
30/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,65,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,14.4,(vco),,,,,,,,,,,,,
31/07/1985 09:00,,,0,(vco),,,,,,,,,,,,,57,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
01/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,59,(vco),0,(vco),24,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,47,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
03/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,52,(vco),0,(vco),28.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
04/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,39,(vco),0,(vco),28.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
05/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),21.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
06/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,45,(vco),0,(vco),22,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
07/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,45,(vco),0,(vco),24.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
08/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,44,(vco),0,(vco),23.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
09/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,55,(vco),0,(vco),21.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
10/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,40,(vco),0,(vco),21.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
11/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,47,(vco),0,(vco),22.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
12/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,71,(vco),0,(vco),23.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.6,(vco),,,,,,,,,,,,,
13/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,54,(vco),0,(vco),25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
14/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,45,(vco),0,(vco),26.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
15/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,46,(vco),0,(vco),25.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
16/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,57,(vco),0,(vco),21.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
17/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,57,(vco),0,(vco),23.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
18/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,42,(vco),0,(vco),24.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
19/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,68,(vco),0,(vco),23.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
20/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,62,(vco),0,(vco),24.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
21/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,42,(vco),0,(vco),26,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
22/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,33,(vco),0,(vco),28.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
23/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,23,(vco),0,(vco),25.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
24/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,69,(vco),0,(vco),20.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,52,(vco),0,(vco),19.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.1,(vco),,,,,,,,,,,,,
26/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,47,(vco),0,(vco),22.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
27/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,54,(vco),0,(vco),23.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
28/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),23.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
29/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,52,(vco),0,(vco),23.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
30/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,47,(vco),0,(vco),22.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
31/08/1985 09:00,,,0,(vco),,,,,,,,,,,,,22,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
01/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,45,(vco),0,(vco),29.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,29,(vco),0,(vco),27.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
03/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,55,(vco),0,(vco),27.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
04/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,44,(vco),0,(vco),27.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
05/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,48,(vco),0,(vco),25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
06/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,77,(vco),0,(vco),23.55,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
07/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),23.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
08/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,67,(vco),0,(vco),21.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
09/09/1985 09:00,,,1,(vco),,,,,,,,,,,,,68,(vco),0,(vco),21.55,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
10/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),23.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
11/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,68,(vco),0,(vco),23.85,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
12/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,83,(vco),0,(vco),25.95,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
13/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,51,(vco),0.2,(vco),26,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
14/09/1985 09:00,,,0.2,(vco),,,,,,,,,,,,,40,(vco),0,(vco),29,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
15/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,34,(vco),0,(vco),28.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
16/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,87,(vco),0,(vco),23.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
17/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),22.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
18/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,67,(vco),0,(vco),22,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
19/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,87,(vco),0,(vco),23.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
20/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),21.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
21/09/1985 09:00,,,0.5,(vco),,,,,,,,,,,,,78,(vco),0,(vco),20.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
22/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,73,(vco),0,(vco),21,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
23/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),21.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
24/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,70,(vco),0,(vco),21.7,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,58,(vco),0,(vco),25.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
26/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,44,(vco),0,(vco),24.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
27/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,52,(vco),0,(vco),23.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
28/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,87,(vco),0,(vco),23.1,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
29/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,54,(vco),0,(vco),24.65,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
30/09/1985 09:00,,,0,(vco),,,,,,,,,,,,,63,(vco),0,(vco),25.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
01/10/1985 09:00,,,1,(vco),,,,,,,,,,,,,76,(vco),0,(vco),30,(vau),,,,,,,,,,,,,0,(vco),,,,,,,7.8,(vco),,,,,,,0,(vco),,,,,
02/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,82,(vco),0,(vco),25.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,87,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,6.9,(vco),,,,,,,0.1,(vco),,,,,
04/10/1985 09:00,,,1.5,(vco),,,,,,,,,,,,,91,(vco),2.5,(vco),23.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,12.7,(vco),,,,,,,4.5,(vco),,,,,
05/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,61,(vco),0,(vco),23.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,3.7,(vco),,,,,,,,,,,,,
06/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,58,(vco),0,(vco),26.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
07/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,61,(vco),0,(vco),25.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,77,(vco),0,(vco),22,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,54,(vco),0,(vco),24.225,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,67,(vco),0,(vco),27,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,57,(vco),0,(vco),28,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,83,(vco),0,(vco),25.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
13/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,91,(vco),0,(vco),24.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
14/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,60,(vco),0,(vco),29,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,60,(vco),0,(vco),28.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,65,(vco),0,(vco),29.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,71,(vco),0,(vco),26.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,86,(vco),0,(vco),26,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,90,(vco),0,(vco),27.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
20/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,59,(vco),0,(vco),28.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
21/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),25.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,82,(vco),0,(vco),26,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,81,(vco),0,(vco),27,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,62,(vco),0,(vco),27.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,76,(vco),0,(vco),27.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,72,(vco),0,(vco),24.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
27/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,67,(vco),0,(vco),24.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
28/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,60,(vco),0,(vco),24.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,68,(vco),0,(vco),27,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,90,(vco),0,(vco),24,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/10/1985 09:00,,,0,(vco),,,,,,,,,,,,,95,(vco),0,(vco),21.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,72,(vco),0,(vco),16.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
02/11/1985 09:00,,,20,(vco),,,,,,,,,,,,,95,(vco),5.4,(vco),19.5,(vau),,,,,,,,,,,,,3.3,(vco),,,,,,,3.3,(vco),,,,,,,,,,,,,
03/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,95,(vco),0,(vco),16.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,25.7,(vco),,,,,,,,,,,,,
04/11/1985 09:00,,,13,(vco),,,,,,,,,,,,,95,(vco),1.1,(vco),17.95,(vau),,,,,,,,,,,,,3.5,(vco),,,,,,,55.2,(vco),,,,,,,70.6,(vco),,,,,
05/11/1985 09:00,,,27.5,(vco),,,,,,,,,,,,,95,(vco),23.8,(vco),20.8,(vau),,,,,,,,,,,,,32.4,(vco),,,,,,,23.2,(vco),,,,,,,7.5,(vco),,,,,
06/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,95,(vco),0.3,(vco),22.25,(vau),,,,,,,,,,,,,0,(vco),,,,,,,52.1,(vco),,,,,,,0,(vco),,,,,
07/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,95,(vco),0,(vco),20.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,22.1,(vco),,,,,,,0,(vco),,,,,
08/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,81,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,0,(vco),,,,,
09/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,91,(vco),0,(vco),21.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,
10/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,90,(vco),0,(vco),20.5,(vau),,,,,,,,,,,,,0,(vco),,,,,,,16.5,(vco),,,,,,,,,,,,,
11/11/1985 09:00,,,3.5,(vco),,,,,,,,,,,,,95,(vco),0,(vco),20,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,10.2,(vco),,,,,
12/11/1985 09:00,,,25,(vco),,,,,,,,,,,,,79,(vco),1,(vco),15.75,(vau),,,,,,,,,,,,,0,(vco),,,,,,,10.1,(vco),,,,,,,23.4,(vco),,,,,
13/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),12.7,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0.6,(vco),,,,,
14/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,74,(vco),0,(vco),12.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,66,(vco),0,(vco),15.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,71,(vco),0,(vco),12.7,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
17/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,69,(vco),0,(vco),15.7,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
18/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,71,(vco),0,(vco),11.9,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,81,(vco),0,(vco),11.45,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,94,(vco),0,(vco),11.15,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,63,(vco),0,(vco),13.4,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,94,(vco),0,(vco),11.8,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,65,(vco),0,(vco),12.2,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
24/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,88,(vco),0,(vco),11.3,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,
25/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,94,(vco),14.5,(vco),14.95,(vau),,,,,,,,,,,,,1,(vco),,,,,,,1.8,(vco),,,,,,,1,(vco),,,,,
26/11/1985 09:00,,,21.8,(vco),,,,,,,,,,,,,95,(vco),29.7,(vco),15.8,(vau),,,,,,,,,,,,,23,(vco),,,,,,,10.9,(vco),,,,,,,22.8,(vco),,,,,
27/11/1985 09:00,,,3.5,(vco),,,,,,,,,,,,,78,(vco),6.6,(vco),14.8,(vau),,,,,,,,,,,,,4,(vco),,,,,,,1.2,(vco),,,,,,,23.8,(vco),,,,,
28/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),11.35,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/11/1985 09:00,,,0,(vco),,,,,,,,,,,,,88,(vco),0,(vco),11.6,(vau),,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,0,(vco),,,,,
30/11/1985 09:00,,,0.2,(vco),,,,,,,,,,,,,95,(vco),0,(vco),15.45,(vau),,,,,,,,,,,,,0.7,(vco),,,,,,,12.4,(vco),,,,,,,,,,,,,
