DATA,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM CABEÇO MONTEIRO (14N/01C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BOUÇÃ (14H/02C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA BRAVURA (30E/03C),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DA PRACANA (16K/02U),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CAMPILHAS (26F/02C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO BURGÃES (08G/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,BARRAGEM DE CASTELO DE BODE (16H/01C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
10/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0.2,(vau),11,(vco),0.8,,69,(vau),0.8,(vau),12.2,(vco),1,,,,,,,,,,
11/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,(vau),1.6,(vau),12,(vco),0.3,,68,(vau),1.7,(vau),14,(vco),0.6,,,,,,,,,,
12/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,(vau),5.1,(vau),12.4,(vco),0.7,,80,(vau),0.2,(vau),12.7,(vco),0.6,,,,,,,,,,
13/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0,(vau),13.6,(vco),2.3,,84,(vau),0.1,(vau),13.1,(vco),1.2,,,,,,,,,,
14/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),0.3,(vau),12.1,(vco),1.8,,83,(vau),0.2,(vau),11.1,(vco),1.2,,,,,,,,,,
15/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),0.2,(vau),12.3,(vco),1,,68,(vau),0,(vau),13.5,(vco),0.9,,,,,,,,,,
16/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),15.9,(vco),0.9,,56,(vau),0,(vau),17.4,(vco),1.1,,,,,,,,,,
17/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),17.5,(vco),1.3,,49,(vau),0,(vau),20.2,(vco),1.4,,,,,,,,,,
18/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),17.3,(vco),1.6,,45,(vau),0,(vau),19.8,(vco),1.6,,,,,,,,,,
19/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),15.6,(vco),0.9,,50,(vau),0,(vau),18.9,(vco),1,,,,,,,,,,
20/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),0,(vau),15.7,(vco),1.1,,80,(vau),7.5,(vau),15.2,(vco),0.9,,,,,,,,,,
21/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),9.8,(vau),14,(vco),0.6,,81,(vau),17.6,(vau),14.4,(vco),0.9,,,,,,,,,,
22/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),0.1,(vau),15.3,(vco),0.7,,71,(vau),0,(vau),17.4,(vco),0.9,,,,,,,,,,
23/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,(vau),0.1,(vau),17.6,(vco),1.2,,64,(vau),0,(vau),18.9,(vco),0.8,,,,,,,,,,
24/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,(vau),0,(vau),18.4,(vco),1,,54,(vau),0,(vau),19.5,(vco),0.8,,,,,,,,,,
25/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),4.9,(vau),16.9,(vco),0.9,,78,(vau),10.3,(vau),15,(vco),0.7,,,,,,,,,,
26/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,(vau),0,(vau),14.1,(vco),3.3,,91,(vau),1.1,(vau),10.9,(vco),0.8,,,,,,,,,,
27/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,(vau),0,(vau),13.3,(vco),2.9,,75,(vau),0,(vau),11.8,(vco),1.1,,,,,,,,,,
28/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),0.6,(vau),13,(vco),1.9,,85,(vau),0.4,(vau),11.6,(vco),0.7,,,,,,,,,,
29/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0.1,(vau),12.6,(vco),2.1,,78,(vau),0.1,(vau),11.9,(vco),1.1,,,,,,,,,,
30/04/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),1.5,(vau),14.1,(vco),2.3,,82,(vau),9.2,(vau),11.8,(vco),0.7,,,,,,,,,,
01/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,(vau),0.7,(vau),12.1,(vco),2.3,,87,(vau),7.9,(vau),8,(vco),0.9,,,,,,,,,,
02/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),24.4,(vau),13.7,(vco),1.9,,87,(vau),18.1,(vau),10.7,(vco),1.4,,,,,,,,,,
03/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,(vau),5.8,(vau),13.2,(vco),1.7,,88,(vau),9.1,(vau),10.5,(vco),0.5,,,,,,,,,,
04/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.1,(vau),13.5,(vco),1.7,,81,(vau),0.1,(vau),13.8,(vco),1.2,,,,,,,,,,
05/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0,(vau),13.9,(vco),2.3,,88,(vau),0,(vau),12.3,(vco),0.6,,,,,,,,,,
06/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,(vau),0,(vau),15.2,(vco),1.5,,57,(vau),0,(vau),15.5,(vco),1.4,,,,,,,,,,
07/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,(vau),0,(vau),16.9,(vco),1.8,,61,(vau),0,(vau),15.5,(vco),0.7,,,,,,,,,,
08/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,(vau),0,(vau),17.5,(vco),0.9,,69,(vau),0,(vau),17.3,(vco),0.8,,,,,,,,,,
09/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),19.7,(vco),0.7,,45,(vau),0,(vau),21.6,(vco),1.3,,,,,,,,,,
10/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,(vau),0.2,(vau),18.1,(vco),1.2,,65,(vau),0,(vau),18.9,(vco),1.3,,,,,,,,,,
11/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0.2,(vau),15.8,(vco),1.6,,74,(vau),0,(vau),14,(vco),1,,,,,,,,,,
12/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),0,(vau),14.4,(vco),1,,79,(vau),0,(vau),13.5,(vco),1,,,,,,,,,,
13/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),0.2,(vau),17.1,(vco),1.1,,79,(vau),1.3,(vau),14.9,(vco),2.5,,,,,,,,,,
14/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,(vau),0.1,(vau),14,(vco),2,,84,(vau),5.8,(vau),11.1,(vco),1.5,,,,,,,,,,
15/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,(vau),0,(vau),14.4,(vco),3.2,,79,(vau),1.9,(vau),10.7,(vco),0.8,,,,,,,,,,
16/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),16.2,(vco),2.3,,70,(vau),0,(vau),14.2,(vco),1.1,,,,,,,,,,
17/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,(vau),0,(vau),20.3,(vco),1.3,,60,(vau),0,(vau),20.6,(vco),1,,,,,,,,,,
18/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,(vau),0,(vau),23.6,(vco),1.3,,47,(vau),0,(vau),24.2,(vco),1.3,,,,,,,,,,
19/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),22.1,(vco),1.2,,67,(vau),0,(vau),20.6,(vco),1.2,,,,,,,,,,
20/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0,(vau),18.2,(vco),1.2,,84,(vau),0,(vau),15.9,(vco),1.2,,,,,,,,,,
21/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0,(vau),15.1,(vco),3.3,,85,(vau),0,(vau),12.7,(vco),0.6,,,,,,,,,,
22/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0,(vau),13.5,(vco),2.7,,78,(vau),1.4,(vau),14.1,(vco),0.8,,,,,,,,,,
23/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0,(vau),13.7,(vco),0.6,,86,(vau),0.2,(vau),15.4,(vco),1,,,,,,,,,,
24/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,(vau),6.6,(vau),15.9,(vco),1.4,,81,(vau),8.5,(vau),16.3,(vco),0.8,,,,,,,,,,
25/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,(vau),1.6,(vau),13.5,(vco),0.2,,81,(vau),3.3,(vau),15.8,(vco),0.6,,,,,,,,,,
26/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),6.9,(vau),15,(vco),0.5,,79,(vau),0,(vau),14.3,(vco),0.9,,,,,,,,,,
27/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0.8,(vau),15.3,(vco),1.9,,84,(vau),0.3,(vau),13.4,(vco),1,,,,,,,,,,
28/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.6,(vau),14.5,(vco),2.7,,86,(vau),6.5,(vau),11.4,(vco),1.5,,,,,,,,,,
29/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,(vau),0,(vau),13.9,(vco),2.4,,74,(vau),0,(vau),11.8,(vco),1.3,,,,,,,,,,
30/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0.1,(vau),15.7,(vco),2.1,,91,(vau),3.7,(vau),13.5,(vco),0.5,,,,,,,,,,
31/05/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),15.2,(vco),1.5,,89,(vau),7.8,(vau),13.4,(vco),1.8,,,,,,,,,,
01/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0.1,(vau),15.3,(vco),2.6,,84,(vau),1.4,(vau),12.6,(vco),1.1,,,,,,,,,,
02/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,(vau),0,(vau),17.8,(vco),1.7,,74,(vau),0.1,(vau),16.7,(vco),1.1,,,,,,,,,,
03/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,(vau),0,(vau),23.4,(vco),2.3,,68,(vau),0,(vau),18.4,(vco),1,,,,,,,,,,
04/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,(vau),0,(vau),21.6,(vco),1.8,,75,(vau),0.1,(vau),18.4,(vco),0.5,,,,,,,,,,
05/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,54,(vau),0,(vau),22.1,(vco),1.3,,,,,,,,,,
06/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,42,(vau),0,(vau),23.2,(vco),1.8,,,,,,,,,,
07/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),16.2,(vco),1,,67,(vau),0,(vau),20.5,(vco),0.9,,,,,,,,,,
08/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,(vau),0,(vau),18.1,(vco),1,,70,(vau),0,(vau),18.9,(vco),0.9,,,,,,,,,,
09/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0,(vau),18.4,(vco),0.6,,81,(vau),0,(vau),17.2,(vco),0.8,,,,,,,,,,
10/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,(vau),1.9,(vau),18.3,(vco),0.5,,65,(vau),0.1,(vau),17.7,(vco),1.5,,,,,,,,,,
11/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.1,(vau),16.8,(vco),0.7,,82,(vau),1,(vau),16.2,(vco),1.2,,,,,,,,,,
12/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,(vau),0.2,(vau),16.8,(vco),1.1,,75,(vau),0,(vau),16.3,(vco),0.8,,,,,,,,,,
13/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),0,(vau),17.3,(vco),1.6,,82,(vau),1.4,(vau),15.4,(vco),1.4,,,,,,,,,,
14/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),2.4,(vau),17.9,(vco),1.1,,90,(vau),37.4,(vau),15.5,(vco),2.8,,,,,,,,,,
15/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,(vau),3.4,(vau),17.9,(vco),0.9,,83,(vau),0.2,(vau),15.3,(vco),1.9,,,,,,,,,,
16/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,(vau),11.4,(vau),17.9,(vco),0.5,,79,(vau),1.7,(vau),15.7,(vco),1.2,,,,,,,,,,
17/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,(vau),10.8,(vau),17.9,(vco),0.6,,93,(vau),27.1,(vau),16.5,(vco),1.7,,,,,,,,,,
18/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0.5,(vau),18,(vco),0.4,,88,(vau),5.2,(vau),16.2,(vco),1.6,,,,,,,,,,
19/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0.1,(vau),17.6,(vco),0.6,,81,(vau),13.6,(vau),16.1,(vco),2.1,,,,,,,,,,
20/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,(vau),3.6,(vau),16.3,(vco),0.5,,81,(vau),4.1,(vau),14.5,(vco),1.3,,,,,,,,,,
21/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0.5,(vau),16.1,(vco),1.7,,85,(vau),1.1,(vau),14.2,(vco),1.1,,,,,,,,,,
22/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,(vau),0,(vau),16.6,(vco),3.6,,77,(vau),0.1,(vau),14,(vco),1.3,,,,,,,,,,
23/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,(vau),0,(vau),18,(vco),2.6,,76,(vau),0.1,(vau),15,(vco),0.8,,,,,,,,,,
24/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,74,(vau),0,(vau),17,(vco),1,,,,,,,,,,
25/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,(vau),0,(vau),17.8,(vco),1.8,,86,(vau),2.5,(vau),16,(vco),0.9,,,,,,,,,,
26/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,(vau),0,(vau),17.1,(vco),3,,74,(vau),0.1,(vau),14.7,(vco),1.5,,,,,,,,,,
27/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,(vau),0,(vau),16.8,(vco),2,,71,(vau),0.1,(vau),16,(vco),1,,,,,,,,,,
28/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),18.4,(vco),1.4,,74,(vau),0.1,(vau),16.2,(vco),0.7,,,,,,,,,,
29/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,79,(vau),0,(vau),14.2,(vco),1.1,,,,,,,,,,
30/06/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,79,(vau),0.1,(vau),16.9,(vco),1.1,,,,,,,,,,
01/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,,,86,(vau),1.6,(vau),16.5,(vco),0.9,,,,,,,,,,
02/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,,,80,(vau),0,(vau),16.4,(vco),0.9,,,,,,,,,,
03/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,78,(vau),0.8,(vau),17.2,(vco),0.8,,,,,,,,,,
04/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0,(vau),20.5,(vco),3.4,,98,(vau),2.9,(vau),16.8,(vco),0.7,,,,,,,,,,
05/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,(vau),0,(vau),21,(vco),2.4,,66,(vau),0,(vau),19.1,(vco),1.4,,,,,,,,,,
06/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,(vau),0,(vau),23,(vco),0.9,,52,(vau),0,(vau),23.6,(vco),0.9,,,,,,,,,,
07/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,(vau),0,(vau),20.9,(vco),1.2,,68,(vau),0,(vau),22.6,(vco),0.8,,,,,,,,,,
08/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,(vau),0,(vau),20.9,(vco),1.6,,81,(vau),0.1,(vau),18.9,(vco),0.9,,,,,,,,,,
09/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,(vau),0,(vau),20.4,(vco),3.1,,72,(vau),0,(vau),17.8,(vco),1.2,,,,,,,,,,
10/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,(vau),0,(vau),20.9,(vco),3.1,,63,(vau),0,(vau),18.5,(vco),1.3,,,,,,,,,,
11/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,(vau),0,(vau),23.4,(vco),1.8,,64,(vau),0,(vau),21.4,(vco),1,,,,,,,,,,
12/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,(vau),0,(vau),24,(vco),2.1,,60,(vau),0,(vau),22.3,(vco),0.9,,,,,,,,,,
13/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),22.4,(vco),1.1,,67,(vau),0,(vau),20.2,(vco),0.7,,,,,,,,,,
14/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,(vau),0,(vau),20.5,(vco),1.1,,75,(vau),0,(vau),17.9,(vco),0.9,,,,,,,,,,
15/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0.1,(vau),19.8,(vco),1.3,,79,(vau),1.6,(vau),20.1,(vco),1.7,,,,,,,,,,
16/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,(vau),0.1,(vau),18,(vco),0.8,,91,(vau),29.9,(vau),15.8,(vco),0.6,,,,,,,,,,
17/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,(vau),0.1,(vau),19.3,(vco),1.1,,88,(vau),1.5,(vau),14.5,(vco),0.7,,,,,,,,,,
18/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,(vau),0,(vau),18.7,(vco),3.1,,74,(vau),0.2,(vau),16,(vco),1,,,,,,,,,,
19/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,(vau),0,(vau),18.1,(vco),2.8,,73,(vau),0,(vau),16.4,(vco),1.3,,,,,,,,,,
20/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,(vau),0.7,(vau),17.5,(vco),3.5,,77,(vau),0.1,(vau),14.9,(vco),1.5,,,,,,,,,,
21/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,(vau),0,(vau),17.2,(vco),3,,74,(vau),0.2,(vau),15.1,(vco),0.8,,,,,,,,,,
22/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,(vau),0,(vau),16.9,(vco),2.6,,71,(vau),0,(vau),15.3,(vco),1.2,,,,,,,,,,
23/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),1.2,(vau),18.5,(vco),1.6,,82,(vau),20.8,(vau),17.4,(vco),1.8,,,,,,,,,,
24/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,(vau),0.1,(vau),18.2,(vco),2.4,,80,(vau),0.2,(vau),15.8,(vco),1.5,,,,,,,,,,
25/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,(vau),0,(vau),19.3,(vco),1.6,,77,(vau),0.1,(vau),18.3,(vco),1.2,,,,,,,,,,
26/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,(vau),0,(vau),20.5,(vco),1.1,,69,(vau),0,(vau),18.2,(vco),0.8,,,,,,,,,,
27/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,(vau),0,(vau),20,(vau),1.4,,76,(vau),0,(vau),18.4,(vco),1.1,,,,,,,,,,
28/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,(vau),0,(vau),23.2,(vau),1.4,,67,(vau),0,(vau),21.3,(vco),1.1,,,,,,,,,,
29/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,(vau),0,(vau),26.6,(vau),1.1,,55,(vau),0,(vau),26.4,(vco),1.1,,,,,,,,,,
30/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,(vau),0,(vau),26.3,(vau),1.1,,51,(vau),0,(vau),27.5,(vco),0.8,,,,,,,,,,
31/07/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,(vau),0,(vau),25.3,(vau),1.5,,54,(vau),0,(vau),25.7,(vco),0.6,,,,,,,,,,
01/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,(vau),0,(vau),18.7,(vau),1.8,,84,(vau),0.3,(vau),18.1,(vco),1,,,,,,,,,,
02/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,(vau),0,(vau),19.7,(vau),2.1,,79,(vau),0.1,(vau),18.8,(vco),1.3,,,,,,,,,,
03/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,(vau),0,(vau),22.2,(vau),1.1,,53,(vau),0,(vau),24.6,(vco),1.4,,,,,,,,,,
04/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,(vau),0,(vau),23.1,(vau),1,,42,(vau),0,(vau),27,(vco),0.9,,,,,,,,,,
05/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,(vau),0,(vau),23.8,(vau),1.2,,54,(vau),0,(vau),24.9,(vco),1,,,,,,,,,,
06/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,(vau),0,(vau),19.7,(vau),2.2,,88,(vau),0,(vau),18.2,(vco),1.2,,,,,,,,,,
07/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,(vau),0,(vau),17.9,(vau),2.5,,72,(vau),0,(vau),17.6,(vco),1,,,,,,,,,,
08/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,(vau),0,(vau),18.6,(vau),1,,51,(vau),0,(vau),21.7,(vco),1.7,,,,,,,,,,
09/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,(vau),0,(vau),20.6,(vau),1,,49,(vau),0,(vau),21.7,(vco),0.8,,,,,,,,,,
10/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,(vau),0,(vau),21.1,(vau),1,,53,(vau),0,(vau),22.3,(vco),0.8,,,,,,,,,,
11/08/2007 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,(vau),0,(vau),19.2,(vau),1.6,,69,(vau),0,(vau),20.2,(vco),0.9,,,,,,,,,,
