SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,OTA (19D/02UG),,OTA (19D/02UG),,OUTEIRO (03J/02UG),,OUTEIRO (03J/02UG),,PADERNE (30H/05UG),,PADERNE (30H/05UG),,PADRELA (04M/01UG),,PADRELA (04M/01UG),,PALHEIROS (05M/02U),,PALHEIROS (05M/02U),,PALME (04E/03UG),,PALME (04E/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,PAMPILHOSA DA SERRA (13J/03UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
12/08/2003 09:00,0,(vau),0.8,,0,(vau),0.1,(vd),0,(vau),1,,0,(vau),0.6,(vd),,,,,0,(vau),0,,,,,,
13/08/2003 09:00,0,(vau),1.2,,2.4,(vau),0.3,(vd),0,(vau),0.9,,0,(vau),0.8,(vd),,,,,0,(vau),0.4,(vd),,,,,
14/08/2003 09:00,0,(vau),1.3,,0,(vau),0.2,(vd),0,(vau),0.8,,0,(vau),1.2,(vd),,,,,0,(vau),0.2,(vd),,,,,
15/08/2003 09:00,0,(vau),1.7,,0,(vau),0.8,(vd),0,(vau),1.7,,0,(vau),2.5,(vd),,,,,0,(vau),0.6,(vd),,,,,
16/08/2003 09:00,0,(vau),1.6,,0,(vau),0.9,(vd),0,(vau),1.6,,0,(vau),2,,,,,,0.4,(vau),0.4,(vd),,,,,
17/08/2003 09:00,0,(vau),1.3,,4.5,(vau),0.7,(vd),0,(vau),1.2,,0,(vau),1.3,(vd),,,,,2.4,(vau),0.5,(vd),,,,,
18/08/2003 09:00,0,(vau),1.2,,0.1,(vau),0.8,(vd),0,(vau),0.8,,0,(vau),1.2,(vd),,,,,0,(vau),0.7,(vd),,,,,
19/08/2003 09:00,0,(vau),1.8,,0,(vau),0.7,(vd),0,(vau),1.1,,0,(vau),1.4,(vd),,,,,0,(vau),0.5,(vd),,,,,
20/08/2003 09:00,0,(vau),2.6,,0,(vau),0.8,(vd),0,(vau),1.3,,0,(vau),1.4,(vd),,,,,0,(vau),0.7,(vd),,,,,
21/08/2003 09:00,0.1,(vau),1.6,,0,(vau),0.8,(vd),0,(vau),1.4,,0,(vau),1,,,,,,0,(vau),0.6,(vd),,,,,
22/08/2003 09:00,0,(vau),1.1,,0,(vau),0.9,(vd),0,(vau),0.8,,0,(vau),1,,,,,,0,(vau),0.3,(vd),,,,,
23/08/2003 09:00,0,(vau),0.7,,0,(vau),0.5,(vd),0,(vau),0.6,,0,(vau),1.3,(vd),,,,,4.8,(vau),0.4,(vd),,,,,
24/08/2003 09:00,0,(vau),1.4,,0,(vau),0.4,(vd),0,(vau),0.4,,0,(vau),0.6,(vd),,,,,0,(vau),0.3,(vd),,,,,
25/08/2003 09:00,0,(vau),1.6,,0,(vau),1,,0,(vau),1.6,,0,(vau),2.3,(vd),,,,,0.7,(vau),0.5,(vd),,,,,
26/08/2003 09:00,0,(vau),2.1,,0,(vau),0.9,(vd),0,(vau),1.4,,0,(vau),1.9,(vd),,,,,0,(vau),0.8,(vd),,,,,
27/08/2003 09:00,1.2,(vau),1.2,,0.8,(vau),1,,0,(vau),1.3,,2.6,(vau),1.4,(vd),,,,,16.2,(vau),0.9,(vd),,,,,
28/08/2003 09:00,0.1,(vau),0.9,,2.5,(vau),1.2,(vd),0,(vau),0.6,,1.4,(vau),1.5,(vd),,,,,11.8,(vau),1.2,(vd),,,,,
29/08/2003 09:00,0.7,(vau),1.2,,0.4,(vau),2.5,(vd),0.9,(vau),0.7,,14.3,(vau),3.3,(vd),,,,,6.9,(vau),1.4,(vd),,,,,
30/08/2003 09:00,0,(vau),0.8,,0.2,(vau),0.9,(vd),0,(vau),0.7,,0.6,(vau),1.5,(vd),,,,,0,(vau),0.6,(vd),,,,,
31/08/2003 09:00,1.8,(vau),0.9,,0.1,(vau),0.6,(vd),0,(vau),0.8,,0.3,(vau),0.8,(vd),,,,,0.1,(vau),0.4,(vd),,,,,
01/09/2003 09:00,0.4,(vau),0.7,,0,(vau),0.6,(vd),0,(vau),0.8,,1.3,(vau),1.1,(vd),,,,,0.2,(vau),0.2,(vd),,,,,
02/09/2003 09:00,0,(vau),1.4,,0.1,(vau),0.8,(vd),0,(vau),1.1,,0,(vau),1.1,(vd),,,,,0,(vau),0.5,(vd),,,,,
03/09/2003 09:00,0,(vau),1.9,,0,(vau),0.6,(vd),0,(vau),1.3,,0.3,(vau),0.9,(vd),,,,,0,(vau),0.6,(vd),,,,,
04/09/2003 09:00,0,(vau),1.3,,0,(vau),0.4,(vd),0,(vau),0.9,,0.1,(vau),0.6,(vd),,,,,0,(vau),0.5,(vd),,,,,
05/09/2003 09:00,0,(vau),1.4,,0,(vau),0.5,(vd),0,(vau),1.3,,1.7,(vau),1,,,,,,0,(vau),0.4,(vd),,,,,
06/09/2003 09:00,0,(vau),2.4,,0.1,(vau),0.7,(vd),0,(vau),1.4,,0,(vau),1.5,(vd),,,,,0,(vau),0.6,(vd),,,,,
07/09/2003 09:00,0,(vau),2.9,,0,(vau),0.8,(vd),0,(vau),1.3,,0,(vau),2.3,(vd),,,,,0,(vau),0.6,(vd),,,,,
08/09/2003 09:00,0.1,(vau),1.5,,0,(vau),1.1,(vd),0,(vau),1.8,,0,(vau),2.9,(vd),,,,,2.2,(vau),0.3,(vd),,,,,
09/09/2003 09:00,0,(vau),1.8,,0,(vau),1.2,(vd),0,(vau),1.9,,0.1,(vau),2.8,(vd),,,,,4.1,(vau),0.5,(vd),,,,,
10/09/2003 09:00,0,(vau),1.8,,0,(vau),0.6,(vd),0,(vau),1,,0,(vau),0.9,(vd),,,,,0,(vau),0.9,(vd),,,,,
11/09/2003 09:00,0,(vau),0.8,,0,(vau),0.2,(vd),0,(vau),0.5,,0,(vau),0.7,(vd),,,,,0,(vau),0.4,(vd),,,,,
12/09/2003 09:00,0,(vau),0.9,,0,(vau),0.6,(vd),0,(vau),0.5,,0,(vau),0.8,(vd),,,,,0,(vau),0.6,(vd),,,,,
13/09/2003 09:00,0,(vau),0.8,,0,(vau),0.4,(vd),0,(vau),0.9,,0,(vau),0.8,(vd),,,,,0.7,(vau),0.4,(vd),,,,,
14/09/2003 09:00,0,(vau),0.6,,0,(vau),0.3,(vd),0,(vau),1,,0,(vau),0.9,(vd),,,,,0,(vau),0.7,(vd),,,,,
15/09/2003 09:00,0,(vau),1.1,,0,(vau),0.1,(vd),0,(vau),0.8,,0,(vau),0.9,(vd),,,,,0,(vau),0.4,(vd),,,,,
16/09/2003 09:00,0,(vau),1.1,,0,(vau),0.4,(vd),0,(vau),1.3,,0,(vau),0.9,(vd),,,,,0,(vau),0.5,(vd),,,,,
17/09/2003 09:00,0,(vau),0.6,,0,(vau),0.5,(vd),0,(vau),0.9,,0,(vau),1.3,(vd),,,,,0,(vau),0.4,(vd),,,,,
18/09/2003 09:00,0,(vau),0.5,,0,(vau),0.5,(vd),0,(vau),0.6,,0,(vau),1.1,(vd),,,,,0,(vau),0.2,(vd),,,,,
19/09/2003 09:00,0,(vau),0.7,,0,(vau),0.4,(vd),0,(vau),1.3,,0,(vau),1.1,(vd),,,,,0,(vau),0.5,(vd),,,,,
20/09/2003 09:00,0,(vau),1.2,,0,(vau),0.7,(vd),0,(vau),1.2,,0,(vau),1.8,(vd),,,,,0,(vau),0.8,(vd),,,,,
21/09/2003 09:00,0,(vau),1.2,,0.3,(vau),1.3,(vd),0,(vau),0.5,,0.3,(vau),2.7,(vd),,,,,2.6,(vau),0.9,(vd),,,,,
22/09/2003 09:00,0,(vau),0.9,,0.1,(vau),0.8,(vd),0,(vau),1,,0.2,(vau),2,,,,,,4.5,(vau),0.8,(vd),,,,,
23/09/2003 09:00,0,(vau),1.7,,0,(vau),0.6,(vd),0,(vau),1.2,,1.2,(vau),1.7,(vd),,,,,0,(vau),0.6,(vd),,,,,
24/09/2003 09:00,0,(vau),1,,0,(vau),0.5,(vd),0,(vau),0.7,,0,(vau),0.8,(vd),,,,,0,(vau),0.5,(vd),,,,,
25/09/2003 09:00,0.1,(vau),0.8,,0,(vau),0.5,(vd),0,(vau),0.8,,0,(vau),1.1,(vd),,,,,0,(vau),0.5,(vd),,,,,
26/09/2003 09:00,0,(vau),0.6,,0,(vau),0.5,(vd),0,(vau),0.8,,0,(vau),1.5,(vd),,,,,0,(vau),0.4,(vd),,,,,
27/09/2003 09:00,0,(vau),1,,0,(vau),0.1,(vd),0,(vau),0.6,,0.1,(vau),0.8,(vd),,,,,0.4,(vau),0.2,(vd),,,,,
28/09/2003 09:00,0.1,(vau),0.7,,0,(vau),0.5,(vd),0,(vau),0.7,,0.3,(vau),1.9,(vd),,,,,0,(vau),0.3,(vd),,,,,
29/09/2003 09:00,0,(vau),0.8,,0,(vau),0.5,(vd),0,(vau),0.7,,0,(vau),1.4,(vd),,,,,0,(vau),0.5,(vd),,,,,
30/09/2003 09:00,12.9,(vau),1,,0,(vau),0.5,(vd),7.5,(vau),1.3,,33.6,(vau),1.1,(vd),,,,,0.1,(vau),0.4,(vd),,,,,
01/10/2003 09:00,14.8,(vau),0.5,,0,(vau),1,,14.1,(vau),1.2,,14.4,(vau),2.2,(vd),,,,,6.4,(vau),0.8,(vd),,,,,
02/10/2003 09:00,17.6,(vau),1,,0,(vau),0.9,(vd),16.9,(vau),1.1,,19.5,(vau),2.2,(vd),,,,,0.2,(vau),0.8,(vd),,,,,
03/10/2003 09:00,1.2,(vau),1.7,,0,(vau),0.8,(vd),0,(vau),1,,16.7,(vau),1.7,(vd),,,,,0.2,(vau),0.5,(vd),,,,,
04/10/2003 09:00,0,(vau),0.6,,0,(vau),0.6,(vd),0.3,(vau),0.3,,1.6,(vau),1.7,(vd),,,,,0,(vau),0.3,(vd),,,,,
05/10/2003 09:00,0,(vau),1.4,,0,(vau),0.8,(vd),0,(vau),0.7,,0,(vau),1.8,(vd),,,,,0.1,(vau),1.4,(vd),,,,,
06/10/2003 09:00,0,(vau),1.5,,0,(vau),0.8,(vd),0,(vau),0.4,,0,(vau),1,,,,,,0,(vau),1.1,(vd),,,,,
07/10/2003 09:00,0,(vau),1,,0,(vau),0.5,(vd),0.1,(vau),0.4,,0,(vau),0.7,(vd),,,,,0,(vau),0.6,(vd),,,,,
08/10/2003 09:00,0,(vau),0.6,,0,(vau),0.6,(vd),0.1,(vau),0.6,,0,(vau),0.9,(vd),,,,,0.1,(vau),0.7,(vd),,,,,
09/10/2003 09:00,0,(vau),0.3,,0,(vau),0.4,(vd),0.1,(vau),0.5,,0,(vau),1.2,(vd),,,,,0,(vau),0.9,(vd),,,,,
10/10/2003 09:00,0,(vau),0.3,,0,(vau),0.4,(vd),0.1,(vau),0.8,,0,(vau),0.8,(vd),,,,,0,(vau),0.4,(vd),,,,,
11/10/2003 09:00,0.3,(vau),0.4,,0,(vau),0.3,(vd),0.1,(vau),0.8,,0,(vau),0.5,(vd),,,,,0,(vau),0.3,(vd),,,,,
12/10/2003 09:00,8.3,(vau),0.1,,0,(vau),0.4,(vd),8.6,(vau),1,,9,(vau),2.1,(vd),,,,,0.1,(vau),0.1,(vd),,,,,
13/10/2003 09:00,0.1,(vau),0.3,,0,(vau),0.2,(vd),0.1,(vau),0.3,,2,(vau),1.1,(vd),,,,,0,(vau),0.2,(vd),,,,,
14/10/2003 09:00,0,(vau),0.8,,0,(vau),0.1,(vd),0,(vau),0.6,,0.1,(vau),0.4,(vd),,,,,0.1,(vau),0.3,(vd),,,,,
15/10/2003 09:00,0.1,(vau),0.8,,0,(vau),0.2,(vd),0.1,(vau),0.7,,0,(vau),0.6,(vd),,,,,0.1,(vau),0.3,(vd),,,,,
16/10/2003 09:00,2,(vau),0.3,,0,(vau),0.2,(vd),3.6,(vau),0.3,,0.1,(vau),0.5,(vd),,,,,0,(vau),0.2,(vd),,,,,
17/10/2003 09:00,0.1,(vau),0.2,,0,(vau),0.2,(vd),1.1,(vau),0.2,,0,(vau),0.5,(vd),,,,,0.1,(vau),0.3,(vd),,,,,
18/10/2003 09:00,1.9,(vau),0.3,,0,(vau),0.3,(vd),0.3,(vau),0.3,,0.1,(vau),1.1,(vd),,,,,0,(vau),0.4,(vd),,,,,
19/10/2003 09:00,5.2,(vau),0.7,,0,(vau),1.2,(vd),12.8,(vau),0.9,,0.1,(vau),2.5,(vd),,,,,0.1,(vau),0.9,(vd),,,,,
20/10/2003 09:00,1.9,(vau),0.7,,0,(vau),1,,0.6,(vau),0.5,,0,(vau),2.6,(vd),,,,,0,(vau),0.8,(vd),,,,,
21/10/2003 09:00,0.3,(vau),0.5,,0,(vau),0.3,(vd),0,(vau),0.3,,0.1,(vau),0.9,(vd),,,,,0.1,(vau),0.4,(vd),,,,,
22/10/2003 09:00,0.1,(vau),0.9,,0,(vau),0.4,(vd),0.1,(vau),0.2,,0,(vau),0.7,(vd),,,,,0,(vau),0.5,(vd),,,,,
23/10/2003 09:00,0,(vau),0.9,,0,(vau),1.4,(vd),0.1,(vau),0.7,,0.1,(vau),1.7,(vd),,,,,0.1,(vau),0.5,(vd),,,,,
24/10/2003 09:00,0.1,(vau),0.9,,0,(vau),0.7,(vd),0.1,(vau),0.7,,0,(vau),0.8,(vd),,,,,0,(vau),0.4,(vd),,,,,
25/10/2003 09:00,17.8,(vau),0.5,,0,(vau),0.9,(vd),34.2,(vau),1.9,,0,(vau),2.1,(vd),,,,,0,(vau),1.1,(vd),,,,,
26/10/2003 09:00,15.9,(vau),0.4,,0,(vau),0.8,(vd),6.2,(vau),1.1,,0,(vau),1.4,(vd),,,,,0,(vau),1.9,(vd),,,,,
27/10/2003 09:00,20,(vau),1.1,,0,(vau),0.5,(vd),3.7,(vau),1.4,,0.1,(vau),1.1,(vd),,,,,13.2,(vau),0.4,(vd),,,,,
28/10/2003 09:00,4,(vau),0.6,,0,(vau),0.5,(vd),4.5,(vau),1.1,,0,(vau),1.1,(vd),,,,,2.6,(vau),0.8,(vd),,,,,
29/10/2003 09:00,5.4,(vau),1.6,,0,(vau),0.5,(vd),10.1,(vau),1.5,,0,(vau),1.7,(vd),,,,,0.3,(vau),0.5,(vd),,,,,
30/10/2003 09:00,0.1,(vau),2.1,,0,(vau),1.8,(vd),0.8,(vau),0.9,,0.1,(vau),3.1,(vd),,,,,4.7,(vau),0.8,(vd),,,,,
31/10/2003 09:00,19.5,(vau),2.1,,0,(vau),4.4,(vd),13.4,(vau),1,,0,(vau),4.6,(vd),,,,,45.3,(vau),2.5,(vd),,,,,
01/11/2003 09:00,9.9,(vau),1.8,,0,(vau),3.1,(vd),3.8,(vau),1,,,,2.8,(vd),,,,,14.6,(vau),1,,,,,,
02/11/2003 09:00,0.1,(vau),1.1,,0,(vau),1,,0.2,(vau),0.7,,0.1,(vau),1.6,(vd),,,,,0.8,(vau),0.8,(vd),,,,,
03/11/2003 09:00,0,(vau),0.1,,0,(vau),1.4,(vd),0.1,(vau),0.2,,0,(vau),1.6,(vd),,,,,1.1,(vau),0.7,(vd),,,,,
04/11/2003 09:00,0.1,(vau),0.1,,0,(vau),0.2,(vd),0,(vau),0.1,,0,(vau),0.3,(vd),,,,,0,(vau),0.2,(vd),,,,,
05/11/2003 09:00,0,(vau),0.1,,0,(vau),1,,0,(vau),1.1,,0,(vau),2.4,(vd),,,,,0.1,(vau),0.8,(vd),,,,,
06/11/2003 09:00,0,(vau),0.2,,0,(vau),0.9,(vd),0.1,(vau),1.5,,0.1,(vau),1.6,(vd),,,,,1.5,(vau),1.4,(vd),,,,,
07/11/2003 09:00,0.1,(vau),0.2,,0,(vau),0.6,(vd),0,(vau),1.8,,0,(vau),1.7,(vd),,,,,0,(vau),0.9,(vd),,,,,
08/11/2003 09:00,0.6,(vau),0.2,,0,(vau),0.8,(vd),0.3,(vau),1.1,,0,(vau),1.3,(vd),,,,,9.8,(vau),0.3,(vd),,,,,
09/11/2003 09:00,3.3,(vau),0.2,,0,(vau),0.7,(vd),0.1,(vau),0.2,,0,(vau),1.9,(vd),,,,,28.8,(vau),0.8,(vd),,,,,
10/11/2003 09:00,18.8,(vau),0.4,,0,(vau),1.2,(vd),12.4,(vau),0.5,,0,(vau),1.9,(vd),,,,,43.6,(vau),1.1,(vd),,,,,
11/11/2003 09:00,0.4,(vau),0.6,,0,(vau),0.1,(vd),0.2,(vau),0.3,,0.1,(vau),0.6,(vd),,,,,0.1,(vau),0.4,(vd),,,,,
12/11/2003 09:00,0.2,(vau),0.1,,0,(vau),0.3,(vd),0.1,(vau),0.2,,0,(vau),0.7,(vd),,,,,5.6,(vau),0.5,(vd),,,,,
13/11/2003 09:00,0.4,(vau),0.1,,0,(vau),0.2,(vd),0.1,(vau),0.2,,0,(vau),0.6,(vd),,,,,0,(vau),0.3,(vd),,,,,
14/11/2003 09:00,0,(vau),0.1,,18.8,(vau),0.5,(vd),0.2,(vau),0.3,,0,(vau),1.5,(vd),,,,,21.2,(vau),0.5,(vd),,,,,
15/11/2003 09:00,18.6,(vau),0.3,,46.3,(vau),1.5,(vd),0.4,(vau),0.5,,0.1,(vau),2.9,(vd),,,,,37.5,(vau),1.2,(vd),,,,,
16/11/2003 09:00,7.4,(vau),3.4,,7.3,(vau),1.5,(vd),12.3,(vau),1.6,,0,(vau),2.6,(vd),,,,,2.7,(vau),1.7,(vd),,,,,
17/11/2003 09:00,0,(vau),3,,0,(vau),1.2,(vd),0,(vau),1.9,,0,(vau),1.7,(vd),,,,,0,(vau),1.7,(vd),,,,,
18/11/2003 09:00,0,(vau),0.7,,0,(vau),0.5,(vd),0,(vau),0.7,,0,(vau),1.4,(vd),,,,,0,(vau),0.7,(vd),,,,,
19/11/2003 09:00,0,(vau),0.4,,0,(vau),0.5,(vd),0.1,(vau),0.3,,0,(vau),0.8,(vd),,,,,0,(vau),0.3,(vd),,,,,
20/11/2003 09:00,0.1,(vau),0.2,,0,(vau),0.4,(vd),0.1,(vau),0.2,,0,(vau),0.6,(vd),,,,,0,(vau),0.1,(vd),,,,,
21/11/2003 09:00,0.3,(vau),0.1,,0.1,(vau),0.5,(vd),0.1,(vau),0.2,,0,(vau),0.8,(vd),,,,,3.6,(vau),0.5,(vd),,,,,
22/11/2003 09:00,30.3,(vau),0.6,,32.6,(vau),2.3,(vd),11.8,(vau),1.4,,0,(vau),2.8,(vd),,,,,57.9,(vau),0.9,(vd),,,,,
23/11/2003 09:00,1.7,(vau),0.2,,0.6,(vau),0.3,(vd),7.7,(vau),0.2,,0,(vau),1.3,(vd),,,,,0.3,(vau),0.2,(vd),,,,,
24/11/2003 09:00,2.8,(vau),0.4,,2.1,(vau),0.6,(vd),22.2,(vau),0.5,,0.1,(vau),1.7,(vd),,,,,0.2,(vau),0.3,(vd),,,,,
25/11/2003 09:00,0.1,(vau),1.8,,0,(vau),0.8,(vd),4.8,(vau),0.5,,0,(vau),1.2,(vd),,,,,0,(vau),0.9,(vd),,,,,
26/11/2003 09:00,0.1,(vau),0.9,,9,(vau),1,,0.1,(vau),0.6,,0,(vau),2.1,(vd),,,,,22.2,(vau),0.8,(vd),,,,,
27/11/2003 09:00,5.9,(vau),1.6,,22.2,(vau),4.4,(vd),3.1,(vau),0.5,,0,(vau),3.9,(vd),,,,,30.4,(vau),1.3,(vd),,,,,
28/11/2003 09:00,0,(vau),0.5,,1.4,(vau),1.2,(vd),0.1,(vau),0.5,,0,(vau),2.7,(vd),,,,,0.7,(vau),0.6,(vd),,,,,
29/11/2003 09:00,0,(vau),0.3,,7.8,(vau),1.5,(vd),0.1,(vau),0,,0,(vau),3.2,(vd),,,,,74,(vau),1,,,,,,
30/11/2003 09:00,0.5,(vau),0.3,,39.8,(vau),2.1,(vd),0,(vau),0.1,,0.1,(vau),3.5,(vd),,,,,88,(vau),1.5,(vd),,,,,
01/12/2003 09:00,9.3,(vau),1.1,,12.7,(vau),1.5,(vd),4.2,(vau),0.5,,0,(vau),3.1,(vd),,,,,17.1,(vau),0.7,(vd),,,,,
02/12/2003 09:00,5.9,(vau),0.9,,0,(vau),0.7,(vd),0.8,(vau),0.6,,0.1,(vau),1.9,(vd),,,,,2.7,(vau),0.2,(vd),,,,,
03/12/2003 09:00,0.3,(vau),0.9,,1.1,(vau),1.2,(vd),0.2,(vau),0.6,,4.6,(vau),2.3,(vd),,,,,9.3,(vau),0.4,(vd),,,,,
04/12/2003 09:00,2.5,(vau),0.3,,0.8,(vau),0.4,(vd),7.3,(vau),0.2,,0.5,(vau),1.3,(vd),,,,,4.2,(vau),0.4,(vd),,,,,
05/12/2003 09:00,2.7,(vau),0.4,,0,(vau),0.4,(vd),10.2,(vau),0.3,,0.2,(vau),1.3,(vd),,,,,0,(vau),0.5,(vd),,,,,
06/12/2003 09:00,4.5,(vau),0.2,,0.6,(vau),0.9,(vd),10.3,(vau),0.8,,0.1,(vau),2.4,(vd),,,,,0.2,(vau),0.9,(vd),,,,,
07/12/2003 09:00,7.7,(vau),1.7,,11,(vau),2.1,(vd),1.2,(vau),0.4,,0,(vau),2.7,(vd),,,,,24,(vau),1.1,(vd),,,,,
08/12/2003 09:00,0.3,(vau),0.3,,15.2,(vau),0.8,(vd),0.3,(vau),0.2,,0,(vau),1.5,(vd),,,,,9.3,(vau),0.8,(vd),,,,,
09/12/2003 09:00,8.5,(vau),0.3,,11.2,(vau),1.9,(vd),8.8,(vau),0,,0.1,(vau),2.8,(vd),,,,,17,(vau),0.9,(vd),,,,,
10/12/2003 09:00,16.7,(vau),2.2,,12.4,(vau),0.7,(vd),10.8,(vau),1.8,,0,(vau),1.7,(vd),,,,,26,(vau),0.3,(vd),,,,,
11/12/2003 09:00,0.1,(vau),0.2,,0,(vau),0.2,(vd),0.1,(vau),0.6,,,,1.4,(vd),,,,,0,(vau),0.3,(vd),,,,,
12/12/2003 09:00,0.2,(vau),0.1,,0.7,(vau),0.1,(vd),0.2,(vau),0.2,,,,0.7,(vd),,,,,2.1,(vau),0.4,(vd),,,,,
13/12/2003 09:00,0.1,(vau),0,,0.3,(vau),0.1,(vd),0.1,(vau),0.1,,,,0.4,(vd),,,,,0,(vau),0.2,(vd),,,,,
14/12/2003 09:00,0.2,(vau),0.1,,0,(vau),0.1,(vd),0.1,(vau),0.2,,,,0.1,(vd),,,,,0.1,(vau),0.1,(vd),,,,,
15/12/2003 09:00,0.1,(vau),0.1,,0,(vau),0.3,(vd),0.2,(vau),0.1,,,,0.7,(vd),,,,,0.1,(vau),0,,,,,,
16/12/2003 09:00,0.2,(vau),0.3,,0,(vau),0.5,(vd),0.1,(vau),0.2,,,,0.5,(vd),,,,,0,(vau),0.2,(vd),,,,,
17/12/2003 09:00,0,(vau),0.2,,0,(vau),0.5,(vd),0.1,(vau),0.9,,,,0.6,(vd),,,,,0.1,(vau),0.3,(vd),,,,,
18/12/2003 09:00,5.1,(vau),0.5,,14.4,(vau),1.8,(vd),11.9,(vau),1.4,,,,0.4,(vd),,,,,13.5,(vau),1,,,,,,
19/12/2003 09:00,0.6,(vau),0.4,,13,(vau),1.3,(vd),0.1,(vau),0.2,,,,0.6,(vd),,,,,1.3,(vau),0.8,(vd),,,,,
20/12/2003 09:00,0.1,(vau),0.1,,1.2,(vau),0.7,(vd),0.2,(vau),0.3,,,,0,,,,,,0,(vau),0.7,(vd),,,,,
21/12/2003 09:00,0.1,(vau),0,,0,(vau),0.1,(vd),0.1,(vau),0.3,,,,0,,,,,,0,(vau),0.1,(vd),,,,,
22/12/2003 09:00,0.1,(vau),1,,0,(vau),0.7,(vd),0,(vau),0.3,,,,1.8,(vd),,,,,0,(vau),0.3,(vd),,,,,
23/12/2003 09:00,0,(vau),0.5,,0,(vau),1,,0.1,(vau),0.6,,0.1,(vau),0.7,(vd),,,,,0,(vau),0.7,(vd),,,,,
24/12/2003 09:00,0,(vau),0.3,,0,(vau),0.6,(vd),0.1,(vau),0.3,,,,0.9,(vd),,,,,0,(vau),0.4,(vd),,,,,
25/12/2003 09:00,0,(vau),0.3,,0,(vau),0.4,(vd),0,(vau),0.4,,,,0.7,(vd),,,,,0,(vau),0.3,(vd),,,,,
26/12/2003 09:00,0.1,(vau),0.1,,0,(vau),0.5,(vd),0.1,(vau),0.6,,,,0.3,(vd),,,,,0,(vau),0.5,(vd),,,,,
27/12/2003 09:00,0,(vau),0.1,,5.1,(vau),1,,0.1,(vau),0.3,,,,0,,,,,,0.1,(vau),0.7,(vd),,,,,
28/12/2003 09:00,0.8,(vau),0.7,,22.7,(vau),4.2,(vd),0.7,(vau),0.3,,,,0,,,,,,12.3,(vau),1.7,(vd),,,,,
29/12/2003 09:00,0.3,(vau),0.9,,0.5,(vau),1.2,(vd),0.1,(vau),0.8,,,,1.2,(vd),,,,,4.4,(vau),0.4,(vd),,,,,
30/12/2003 09:00,0,(vau),1.9,,1.5,(vau),6.2,(vd),0.2,(vau),0.5,,,,0,,,,,,3.7,(vau),2.8,(vd),,,,,
31/12/2003 09:00,0,(vau),2.4,,0.4,(vau),2.1,(vd),0.1,(vau),0.7,,,,0,,,,,,8,(vau),1.1,(vd),,,,,
01/01/2004 09:00,0.9,(vau),1.6,,1.1,(vau),0.7,(vd),0,(vau),1.1,,,,0,,,,,,10.3,(vau),0.2,(vd),,,,,
02/01/2004 09:00,0.5,(vau),2.1,,0.2,(vau),1.8,(vd),0.1,(vau),1.1,,,,1.5,(vd),,,,,2.1,(vau),1.3,(vd),,,,,
03/01/2004 09:00,0,(vau),2.4,,0,(vau),2,,0.1,(vau),0.8,,,,0.9,(vd),,,,,0,(vau),1.3,(vd),,,,,
04/01/2004 09:00,0,(vau),1.1,,0,(vau),0.6,(vd),0.1,(vau),0.4,,,,0.9,(vd),,,,,0,(vau),1,,,,,,
05/01/2004 09:00,0.1,(vau),0.1,,0,(vau),0.7,(vd),0.1,(vau),0.3,,,,0.3,(vd),,,,,0.1,(vau),0.4,(vd),,,,,
06/01/2004 09:00,0.2,(vau),0.1,,0.1,(vau),0.2,(vd),0.1,(vau),0.7,,,,0.5,(vd),,,,,0,(vau),0.2,(vd),,,,,
07/01/2004 09:00,0.1,(vau),0.1,,0.1,(vau),0.3,(vd),0.1,(vau),0.2,,,,0.1,(vd),,,,,0,(vau),0.7,(vd),,,,,
08/01/2004 09:00,0.2,(vau),0.1,,18.7,(vau),1.6,(vd),0.1,(vau),0.5,,,,0,,,,,,13.7,(vau),1.5,(vd),,,,,
09/01/2004 09:00,1.9,(vau),0.7,,12,(vau),2.6,(vd),1.2,(vau),0.2,,,,0,,,,,,16.2,(vau),1.6,(vd),,,,,
10/01/2004 09:00,0.4,(vau),0.5,,0.4,(vau),1.6,(vd),0.2,(vau),0.1,,,,0,,,,,,0.2,(vau),1,,,,,,
11/01/2004 09:00,0.1,(vau),0.4,,4.4,(vau),1.5,(vd),0,(vau),1,,,,0,,,,,,7.5,(vau),0.9,(vd),,,,,
12/01/2004 09:00,0.1,(vau),0.4,,7.6,(vau),1.8,(vd),0.2,(vau),0.8,,,,0,,,,,,12.6,(vau),0.8,(vd),,,,,
13/01/2004 09:00,0,(vau),0.2,,14.8,(vau),2.9,(vd),0.3,(vau),0.4,,,,0,,,,,,12.1,(vau),1.4,(vd),,,,,
14/01/2004 09:00,0.7,(vau),0.8,,28,(vau),2.9,(vd),0,(vau),0.6,,,,0,,,,,,16.1,(vau),2,,,,,,
