SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,SANTA BARBARA DE PADRÕES (28J/03UG),,SANTA BARBARA DE PADRÕES (28J/03UG),,SANTA BARBARA DE PADRÕES (28J/03UG),,SANTA CATARINA (17C/03U),,SANTA CATARINA (17C/03U),,SANTA CATARINA (17C/03U),,SANTA CATARINA (TAVIRA) (31K/01UG),,SANTA CATARINA (TAVIRA) (31K/01UG),,SANTA CATARINA (TAVIRA) (31K/01UG),,SANTA CATARINA DA SERRA (16E/05U),,SANTA CATARINA DA SERRA (16E/05U),,SANTA CATARINA DA SERRA (16E/05U),,SANTA CLARA DO LOUREDO (26J/03UG),,SANTA CLARA DO LOUREDO (26J/03UG),,SANTA CLARA DO LOUREDO (26J/03UG),,SANTA CLARA-A-NOVA (29I/02C),,SANTA CLARA-A-NOVA (29I/02C),,SANTA CLARA-A-NOVA (29I/02C),,SANTA COMBA DÃO (11I/01G),,SANTA COMBA DÃO (11I/01G),,SANTA COMBA DÃO (11I/01G),,
,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
28/07/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.3,,
29/07/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.4,,
30/07/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
31/07/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
01/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
02/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
03/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
04/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
05/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
06/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
07/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
08/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,2,(vau),,,1,,
09/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,7.7,(vau),,,1.9,,
10/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
11/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,1,,
12/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,
13/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
14/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,
15/08/2019 09:00,,,,,,,,,,,,,0.4,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
16/08/2019 09:00,,,,,,,,,,,,,0.4,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1,,
17/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
18/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
19/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
20/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
21/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
22/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
23/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
24/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,
25/08/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
26/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,(vau),,,1.2,,
27/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.7,,
28/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
29/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,
30/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.9,,
31/08/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
01/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.1,,
02/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
03/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,
04/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
05/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,
06/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,
07/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,
08/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,
09/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,
10/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
11/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,
12/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,
13/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
14/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
15/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,(vau),,,1.1,,
16/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,
17/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
18/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,
19/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
20/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
21/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,(vau),,,0.8,,
22/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,(vau),,,1.3,,
23/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.1,,
24/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,(vau),,,0.9,,
25/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,(vau),,,1,,
26/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.7,,
27/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.8,,
28/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),,,0.7,,
29/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.8,,
30/09/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.6,,
01/10/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.1,,
02/10/2019 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),,,1.2,,
03/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.8,,
04/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.6,,
05/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
06/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,,,
07/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,,,
08/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,
09/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
10/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,
11/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
12/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
13/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,
14/10/2019 09:00,,,,,,,,,,,,,1.1,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,23,(vau),,,2.4,,
15/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,7.1,(vau),,,1.2,,
16/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,
17/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,5.3,(vau),,,1.9,,
18/10/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,8.2,(vau),,,1.3,,
19/10/2019 09:00,,,,,,,,,,,,,0.2,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.4,(vau),,,1.3,,
20/10/2019 09:00,,,,,,,,,,,,,11.2,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,4.3,(vau),,,2.1,,
21/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1,,
22/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.2,,
23/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,
24/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
25/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.5,,
26/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,
27/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,
28/10/2019 09:00,,,,,,,,,,,,,0.2,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.4,,
29/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.4,,
30/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
31/10/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
01/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,1.3,,
02/11/2019 09:00,,,,,,,,,,,,,0.6,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,2.6,,
03/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,1,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
04/11/2019 09:00,,,,,,,,,,,,,0.8,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,2.2,,
05/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,1.9,,
06/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,1.4,,
07/11/2019 09:00,,,,,,,,,,,,,0.7,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.3,,
08/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,1.4,,
09/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.7,,
10/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,1.4,,
11/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,0.6,,
12/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,1,,
13/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.9,,
14/11/2019 09:00,,,,,,,,,,,,,0.4,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,2.6,,
15/11/2019 09:00,,,,,,,,,,,,,0.2,(vau),,,1.1,,,,,,,,,,,,,,,,,,,,,,,,2.3,,
16/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,,,,,,,,,,,,,1.2,,
17/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2019 09:00,,,,,,,,,,,,,0.6,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.8,,
19/11/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.4,,
20/11/2019 09:00,,,,,,,,,,,,,4.2,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
21/11/2019 09:00,,,,,,,,,,,,,2.9,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.7,,
22/11/2019 09:00,,,,,,,,,,,,,5.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,1.4,,
23/11/2019 09:00,,,,,,,,,,,,,8.3,(vau),,,1.3,,,,,,,,,,,,,,,,,,,,,,,,3.8,,
24/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.1,,
25/11/2019 09:00,,,,,,,,,,,,,0.8,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.9,,
26/11/2019 09:00,,,,,,,,,,,,,2.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,1.5,,
27/11/2019 09:00,,,,,,,,,,,,,2.2,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,2.2,,
28/11/2019 09:00,,,,,,,,,,,,,0.2,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,1.8,,
29/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,2.4,,
30/11/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,
01/12/2019 09:00,,,,,,,,,,,,,0.3,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,
02/12/2019 09:00,,,,,,,,,,,,,0.8,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,
03/12/2019 09:00,,,,,,,,,,,,,1.9,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.1,,
04/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,
05/12/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,
06/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,
07/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
08/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.2,,
09/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.4,,
10/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
11/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,3.9,(vau),,,0.5,,
12/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,5.5,(vau),,,1.5,,
13/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,28.1,(vau),,,2.4,,
14/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,2.9,(vau),,,2,,
15/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,1.2,(vau),,,1.9,,
16/12/2019 09:00,,,,,,,,,,,,,17.8,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,13.6,(vau),,,1.9,,
17/12/2019 09:00,,,,,,,,,,,,,7.4,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,19.8,(vau),,,0.9,,
18/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,2.7,(vau),,,0.9,,
19/12/2019 09:00,,,,,,,,,,,,,21.4,(vau),,,1.4,,,,,,,,,,,,,,,,,,,,33.9,(vau),,,4.2,,
20/12/2019 09:00,,,,,,,,,,,,,35.6,(vau),,,3.1,,,,,,,,,,,,,,,,,,,,64.3,(vau),,,4.8,,
21/12/2019 09:00,,,,,,,,,,,,,20.2,(vau),,,2.7,,,,,,,,,,,,,,,,,,,,54.7,(vau),,,4.3,,
22/12/2019 09:00,,,,,,,,,,,,,5.1,(vau),,,1,,,,,,,,,,,,,,,,,,,,7.9,(vau),,,5,,
23/12/2019 09:00,,,,,,,,,,,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,4.6,(vau),,,1.6,,
24/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.6,,
25/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1,,
26/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0.5,(vau),,,0.6,,
27/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,
28/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,
29/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,
30/12/2019 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
31/12/2019 09:00,,,,,,,,,,,,,0.2,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.3,,
01/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.3,,
02/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.3,,
03/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.3,,
04/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.3,,
05/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,
06/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
07/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
08/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,
09/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
10/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0.5,(vau),,,0.6,,
11/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
12/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.4,,
13/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.3,,
14/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,
15/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0,,,,,,,,,,,,,,,,,,,,4.1,(vau),,,2.7,,
16/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,1.4,(vau),,,1.8,,
17/01/2020 09:00,,,,,,,,,,,,,0.3,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,10.3,(vau),,,2.2,,
18/01/2020 09:00,,,,,,,,,,,,,0.3,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,17.3,(vau),,,0.6,,
19/01/2020 09:00,,,,,,,,,,,,,4.3,(vau),,,1,,,,,,,,,,,,,,,,,,,,3.3,(vau),,,1.8,,
20/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,
21/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.6,,
22/01/2020 09:00,,,,,,,,,,,,,0.2,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.2,,
23/01/2020 09:00,,,,,,,,,,,,,1,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,1.7,(vau),,,1.3,,
24/01/2020 09:00,,,,,,,,,,,,,1.9,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,13.7,(vau),,,1.1,,
25/01/2020 09:00,,,,,,,,,,,,,21.5,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,
26/01/2020 09:00,,,,,,,,,,,,,9.4,(vau),,,0,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.5,,
27/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,1.4,(vau),,,0.9,,
28/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,19.7,(vau),,,2.4,,
29/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,10.7,(vau),,,1.9,,
30/01/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,0.4,(vau),,,1.3,,
31/01/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,2.5,(vau),,,1.6,,
01/02/2020 09:00,,,,,,,,,,,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,12,(vau),,,1.7,,
02/02/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,2.2,(vau),,,0.9,,
03/02/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,
04/02/2020 09:00,,,,,,,,,,,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.5,,
05/02/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,
06/02/2020 09:00,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,
